iteration,u_residual,v_residual,p_residual,continuity_residual,global_mass_imbalance
52,1.53563510161203176e-03,9.52346358750541609e-04,2.67791769608906685e-04,9.22277500804096617e-08,0.00000000000000000e+00
53,1.50650194223440632e-03,9.39117139909476637e-04,2.62139154237029932e-04,5.85265538045902621e-08,0.00000000000000000e+00
54,1.47718256703782539e-03,9.28251326962658933e-04,2.56716670937584773e-04,3.83538442296727425e-08,0.00000000000000000e+00
55,1.45006494732504809e-03,9.15603575271952438e-04,2.51506354985927508e-04,3.63662807366920359e-08,0.00000000000000000e+00
56,1.42445870085075566e-03,9.02620959972390995e-04,2.46492040687699206e-04,4.40533256941090351e-08,0.00000000000000000e+00
57,1.39798901174079527e-03,8.92647738489321880e-04,2.41667208342415303e-04,5.10723219013837779e-08,0.00000000000000000e+00
58,1.37348091167364419e-03,8.81254796740482877e-04,2.37021462148658934e-04,5.97337041030899140e-08,0.00000000000000000e+00
59,1.34940053811211992e-03,8.70764095607661761e-04,2.32545969937423419e-04,6.70037507060400933e-08,0.00000000000000000e+00
60,1.32627648141887627e-03,8.60247261560459346e-04,2.28230196512498469e-04,7.24753177157075072e-08,0.00000000000000000e+00
61,1.30370530759504584e-03,8.50267318539138029e-04,2.24066176477799882e-04,7.65084214201664892e-08,0.00000000000000000e+00
62,1.28189238999730070e-03,8.40454339646374855e-04,2.20046011744875824e-04,7.93111083299958928e-08,0.00000000000000000e+00
63,1.26080370189674907e-03,8.30799927345569162e-04,2.16162619237818325e-04,8.05989303896713698e-08,0.00000000000000000e+00
64,1.24015527135040715e-03,8.21658009142204530e-04,2.12409245732583660e-04,8.11480574323575402e-08,0.00000000000000000e+00
65,1.22029431060244591e-03,8.12475142823284560e-04,2.08779232966249700e-04,8.16663896514827849e-08,0.00000000000000000e+00
66,1.20090866523854057e-03,8.03661586030629950e-04,2.05266809599727681e-04,8.23048659030194641e-08,0.00000000000000000e+00
67,1.18219433190192794e-03,7.94885255689447212e-04,2.01866010831370368e-04,8.28783465435991902e-08,0.00000000000000000e+00
68,1.16393344378350823e-03,7.86413147556250876e-04,1.98569986442210145e-04,8.29571208947022723e-08,0.00000000000000000e+00
69,1.14622495389711402e-03,7.78053704581790060e-04,1.95374987057141944e-04,8.32770544392679074e-08,0.00000000000000000e+00
70,1.12899541496073856e-03,7.69901046729873904e-04,1.92276697158947149e-04,8.34060674839349672e-08,0.00000000000000000e+00
71,1.11228774473690257e-03,7.61832781015294260e-04,1.89268673972042758e-04,8.29266588470902697e-08,0.00000000000000000e+00
72,1.09570968271176694e-03,7.54375466676592932e-04,1.86349197039564367e-04,8.29948852465843962e-08,0.00000000000000000e+00
73,1.08002454427947952e-03,7.46439944377548059e-04,1.83514578693703761e-04,8.27758278730639975e-08,0.00000000000000000e+00
74,1.06434701787449420e-03,7.39218627392893967e-04,1.80761534053909643e-04,8.28189536304767819e-08,0.00000000000000000e+00
75,1.04936979423800964e-03,7.31733067875705960e-04,1.78086378368193021e-04,8.30119659349045633e-08,0.00000000000000000e+00
76,1.03466788316023545e-03,7.24537035244408119e-04,1.75486051730611013e-04,8.23700597663340848e-08,0.00000000000000000e+00
77,1.02027454563392113e-03,7.17554389736618759e-04,1.72959476598936839e-04,8.16076914138575875e-08,0.00000000000000000e+00
78,1.00623329869588729e-03,7.10709549381439770e-04,1.70502357281312799e-04,8.10233684797849205e-08,0.00000000000000000e+00
79,9.92478494261091887e-04,7.04066540448441578e-04,1.68111558158592970e-04,8.13774947047697735e-08,0.00000000000000000e+00
80,9.79404120935883828e-04,6.97079729217807203e-04,1.65783971951044789e-04,8.10695813032147526e-08,0.00000000000000000e+00
81,9.66011146758365027e-04,6.91063805379542361e-04,1.63517678145941596e-04,8.14184579483097634e-08,0.00000000000000000e+00
82,9.53599353515507085e-04,6.84253644709564824e-04,1.61309317476992744e-04,8.22560692676240609e-08,0.00000000000000000e+00
83,9.41209257024853475e-04,6.77938791944213874e-04,1.59157273947914911e-04,8.18753714837689243e-08,0.00000000000000000e+00
84,9.28832609248761453e-04,6.72080083229337189e-04,1.57059421640309366e-04,8.21012187517720338e-08,0.00000000000000000e+00
85,9.17344868543473963e-04,6.65512713176216915e-04,1.55012953910450195e-04,8.16436383515896883e-08,0.00000000000000000e+00
86,9.05351623833131297e-04,6.60073359342684576e-04,1.53017114609363994e-04,8.13988284815196996e-08,0.00000000000000000e+00
87,8.94265379978678504e-04,6.53868266240743693e-04,1.51069503855377491e-04,8.16644066852351750e-08,0.00000000000000000e+00
88,8.83150800790882796e-04,6.48128693620193819e-04,1.49167721029876637e-04,8.09566606699234790e-08,0.00000000000000000e+00
89,8.72344438897431035e-04,6.42391932560799168e-04,1.47310622260520940e-04,7.95395056194199880e-08,0.00000000000000000e+00
90,8.61327070458278265e-04,6.37306968480321682e-04,1.45496076026896696e-04,8.02218657607569525e-08,0.00000000000000000e+00
91,8.51585007212757056e-04,6.30955267727520701e-04,1.43722940449212934e-04,8.05404878899609591e-08,0.00000000000000000e+00
92,8.40936183836278367e-04,6.26160923936999020e-04,1.41991190191010730e-04,8.04846796079969501e-08,0.00000000000000000e+00
93,8.31120923909846928e-04,6.20626430175703751e-04,1.40298346592462078e-04,8.10825787839891618e-08,0.00000000000000000e+00
94,8.21531158005769837e-04,6.15161167869795892e-04,1.38643078734887514e-04,8.07194332013081056e-08,0.00000000000000000e+00
95,8.11581206354970350e-04,6.10483751961749151e-04,1.37025032773084929e-04,8.13055437291936146e-08,0.00000000000000000e+00
96,8.02721012943494639e-04,6.04726725082178527e-04,1.35441692664969198e-04,8.12044333209161134e-08,0.00000000000000000e+00
97,7.93074244459970336e-04,6.00303443418024794e-04,1.33893494271842720e-04,8.14598394576139184e-08,0.00000000000000000e+00
98,7.84449018790359456e-04,5.94868063232061321e-04,1.32378338946549673e-04,8.11349080305945409e-08,0.00000000000000000e+00
99,7.75471179653814411e-04,5.90189640670651917e-04,1.30895656187255316e-04,8.01437468734476147e-08,0.00000000000000000e+00
100,7.66592469106114924e-04,5.85656474626203511e-04,1.29444565385931042e-04,8.05351209394785976e-08,0.00000000000000000e+00
101,7.58667144228934438e-04,5.80196467779065428e-04,1.28023075312955800e-04,8.01900889892362070e-08,0.00000000000000000e+00
102,7.49743727793152114e-04,5.76275671856523982e-04,1.26631744372385495e-04,8.08049589922997275e-08,0.00000000000000000e+00
103,7.41929890359764219e-04,5.71204412950254248e-04,1.25268094237791962e-04,8.11103581361309974e-08,0.00000000000000000e+00
104,7.33826201976645076e-04,5.66762212163338065e-04,1.23932584706167156e-04,8.12572334867897247e-08,0.00000000000000000e+00
105,7.26042860388014075e-04,5.62161798279243639e-04,1.22624260823353201e-04,8.06993460888090467e-08,0.00000000000000000e+00
106,7.18138632855549108e-04,5.57948859614466040e-04,1.21342515734030397e-04,8.06398584166710847e-08,0.00000000000000000e+00
107,7.10706241760255880e-04,5.53372986052473831e-04,1.20085318399229901e-04,8.07929260309931312e-08,0.00000000000000000e+00
108,7.03243838873122973e-04,5.49067139092968351e-04,1.18851671403452262e-04,8.09160740566842374e-08,0.00000000000000000e+00
109,6.95951027354389036e-04,5.44768615898442760e-04,1.17641879464533216e-04,8.08216380076264773e-08,0.00000000000000000e+00
110,6.88717920541023440e-04,5.40611310815089356e-04,1.16455151087819348e-04,8.08509784459241877e-08,0.00000000000000000e+00
111,6.81753082387556849e-04,5.36331210290705014e-04,1.15291006855968678e-04,8.04986780865741208e-08,0.00000000000000000e+00
112,6.74825126375268097e-04,5.32210128812411667e-04,1.14148936042469411e-04,7.97282467768711072e-08,0.00000000000000000e+00
113,6.67790820924831613e-04,5.28411489725415175e-04,1.13028455062567722e-04,7.99959186889875486e-08,0.00000000000000000e+00
114,6.61417957237829231e-04,5.23991995670147802e-04,1.11928162019553809e-04,8.00032822964637375e-08,0.00000000000000000e+00
115,6.54603752576592753e-04,5.20311745847421990e-04,1.10848041806926756e-04,8.00986104801605277e-08,0.00000000000000000e+00
116,6.48270423468160439e-04,5.16217085120167229e-04,1.09787334339327475e-04,7.96978834020057567e-08,0.00000000000000000e+00
117,6.42048859605486607e-04,5.12170382174073689e-04,1.08745644184198216e-04,7.85255107255585036e-08,0.00000000000000000e+00
118,6.35379182915580404e-04,5.08834025532744431e-04,1.07722868717696692e-04,7.84465491863672259e-08,0.00000000000000000e+00
119,6.29543442321494088e-04,5.04654189692015781e-04,1.06717558735360064e-04,7.84246243825148794e-08,0.00000000000000000e+00
120,6.23338959384938003e-04,5.01094922748658513e-04,1.05730493516073310e-04,7.93397729025032833e-08,0.00000000000000000e+00
121,6.17514201085771512e-04,4.97237856726450507e-04,1.04760381798031890e-04,7.93304863977985275e-08,0.00000000000000000e+00
122,6.11535696873405300e-04,4.93719937611037415e-04,1.03806680940311301e-04,7.97075825814342992e-08,0.00000000000000000e+00
123,6.06023355189902252e-04,4.89793757493281836e-04,1.02868553626365121e-04,7.89767176301458322e-08,0.00000000000000000e+00
124,6.00065488252132405e-04,4.86551108212220323e-04,1.01946812431994864e-04,7.90022420248273556e-08,0.00000000000000000e+00
125,5.94519969136774037e-04,4.82958018825551381e-04,1.01039892586825232e-04,7.94158590967412799e-08,0.00000000000000000e+00
126,5.89170720656320072e-04,4.79281568516511341e-04,1.00148371643355146e-04,7.95797669523049284e-08,0.00000000000000000e+00
127,5.83662486698766775e-04,4.75926136823949086e-04,9.92717736462234650e-05,8.00774002656873867e-08,0.00000000000000000e+00
128,5.78403797624715311e-04,4.72416956102987659e-04,9.84090305071537821e-05,7.99299924422205220e-08,0.00000000000000000e+00
129,5.73098299036993485e-04,4.69094061094740790e-04,9.75606384556068856e-05,7.99374122943485768e-08,0.00000000000000000e+00
130,5.67923139530458060e-04,4.65739993607005816e-04,9.67257566548193734e-05,8.02255828395679654e-08,0.00000000000000000e+00
131,5.62997853425009783e-04,4.62226279931565980e-04,9.59041232059866544e-05,7.98037025606657278e-08,0.00000000000000000e+00
132,5.57827432447492526e-04,4.59116852472960847e-04,9.50958919495309955e-05,8.00909513766568970e-08,0.00000000000000000e+00
133,5.52893121560644085e-04,4.55858606613150186e-04,9.42998648036407264e-05,7.99433692069113208e-08,0.00000000000000000e+00
134,5.48044761105092064e-04,4.52615324902009501e-04,9.35168455271752564e-05,8.02466539313764010e-08,0.00000000000000000e+00
135,5.43318974237165216e-04,4.49342809746258634e-04,9.27459224162811412e-05,8.00350390258657500e-08,0.00000000000000000e+00
136,5.38506447624488159e-04,4.46292441624990201e-04,9.19871385935778157e-05,7.99574721427791930e-08,0.00000000000000000e+00
137,5.34072833078314793e-04,4.42906602629462951e-04,9.12398676193610113e-05,7.90320922845102197e-08,0.00000000000000000e+00
138,5.29299883974721224e-04,4.40020033501762188e-04,9.05047423982815622e-05,7.87455278218286619e-08,0.00000000000000000e+00
139,5.24587339732577110e-04,4.37178533676358836e-04,8.97798278312550115e-05,7.93316875724428269e-08,0.00000000000000000e+00
140,5.20503514226434180e-04,4.33707836382349961e-04,8.90661197632058670e-05,7.92544880250092164e-08,0.00000000000000000e+00
141,5.15951744327061419e-04,4.30879739435704946e-04,8.83634024157003794e-05,7.95504645300901028e-08,0.00000000000000000e+00
142,5.11526415889299447e-04,4.28013568988913531e-04,8.76704617094640294e-05,7.94124756325219717e-08,0.00000000000000000e+00
143,5.07350032266366715e-04,4.24952690580785732e-04,8.69880890164522375e-05,7.94834902568003008e-08,0.00000000000000000e+00
144,5.03124195241874618e-04,4.22041665560000945e-04,8.63159518058609094e-05,7.98015941959940786e-08,0.00000000000000000e+00
145,4.99091189599373862e-04,4.19012468332293701e-04,8.56534678511221433e-05,7.91075532637957349e-08,0.00000000000000000e+00
146,4.94882314731675600e-04,4.16266239950770125e-04,8.50012994263105366e-05,7.90281613388424674e-08,0.00000000000000000e+00
147,4.90686006691380574e-04,4.13608113712991485e-04,8.43578839479565038e-05,7.91375175184750065e-08,0.00000000000000000e+00
148,4.86876900858364866e-04,4.10587039922170730e-04,8.37240270859039543e-05,7.94284275246247339e-08,0.00000000000000000e+00
149,4.82959374735392167e-04,4.07781527290534984e-04,8.30992182086626445e-05,7.92739664371602501e-08,0.00000000000000000e+00
150,4.78985373875426192e-04,4.05127237624745753e-04,8.24833249611013386e-05,7.95152157399530869e-08,0.00000000000000000e+00
151,4.75162553045792215e-04,4.02382655371692419e-04,8.18757484429631481e-05,8.00510536215445184e-08,0.00000000000000000e+00
152,4.71539403616500017e-04,3.99500542986290378e-04,8.12767072196211079e-05,7.96149892499385795e-08,0.00000000000000000e+00
153,4.67794255112215695e-04,3.96818291783292739e-04,8.06864913985425502e-05,7.94587609405327055e-08,0.00000000000000000e+00
154,4.63821874689980551e-04,3.94499715656019938e-04,8.01034302375423177e-05,7.94430650613048330e-08,0.00000000000000000e+00
155,4.60346101686115569e-04,3.91681573660433507e-04,7.95288498134320691e-05,7.96204564560710673e-08,0.00000000000000000e+00
156,4.56764576756397056e-04,3.89062410210160622e-04,7.89619162995435024e-05,7.99287236463947459e-08,0.00000000000000000e+00
157,4.53232891256516316e-04,3.86458866987530439e-04,7.84021506604210412e-05,8.03407580281856700e-08,0.00000000000000000e+00
158,4.49726321909614210e-04,3.83910655890324151e-04,7.78497058642342295e-05,8.03263595493701305e-08,0.00000000000000000e+00
159,4.46305663879522513e-04,3.81328143872621829e-04,7.73045670531429706e-05,8.01106326027759855e-08,0.00000000000000000e+00
160,4.42836725015903704e-04,3.78875835489161721e-04,7.67667084430751758e-05,8.00249090654264968e-08,0.00000000000000000e+00
161,4.39461717819480220e-04,3.76388415740331228e-04,7.62354772536456382e-05,7.99086875826111323e-08,0.00000000000000000e+00
162,4.36174500841629510e-04,3.73864470218100849e-04,7.57113370392957177e-05,8.01487585991724134e-08,0.00000000000000000e+00
163,4.32870020243456455e-04,3.71439087525868923e-04,7.51938992940543409e-05,7.98613917577594649e-08,0.00000000000000000e+00
164,4.29670106439770624e-04,3.68947574969270169e-04,7.46834265765132244e-05,7.99167177262024857e-08,0.00000000000000000e+00
165,4.26351212000895677e-04,3.66670201934699307e-04,7.41792254842132194e-05,8.00752347459966430e-08,0.00000000000000000e+00
166,4.23251253146187962e-04,3.64206274867775299e-04,7.36815216951948985e-05,7.99908636923017834e-08,0.00000000000000000e+00
167,4.20150410332905506e-04,3.61799353483999338e-04,7.31902292049398269e-05,8.00992501971759972e-08,0.00000000000000000e+00
168,4.16988909148987457e-04,3.59531989007936322e-04,7.27049898785626637e-05,8.02103830960502949e-08,0.00000000000000000e+00
169,4.13938459077781303e-04,3.57202364747994489e-04,7.22259858776837916e-05,8.03254678817220827e-08,0.00000000000000000e+00
170,4.10951808485451929e-04,3.54856586712933139e-04,7.17527540408426236e-05,8.03994990622313529e-08,0.00000000000000000e+00
171,4.07940233520810410e-04,3.52603815771898707e-04,7.12850172753928330e-05,8.01626795969459416e-08,0.00000000000000000e+00
172,4.05013475747938786e-04,3.50306909204014096e-04,7.08229661866745925e-05,7.99145719408091594e-08,0.00000000000000000e+00
173,4.02070295969408193e-04,3.48087262496764034e-04,7.03664269346874561e-05,7.99253249348291630e-08,0.00000000000000000e+00
174,3.99157242948957800e-04,3.45894552156493344e-04,6.99153163383257979e-05,8.02115503247067445e-08,0.00000000000000000e+00
175,3.96340732927821695e-04,3.43653188788303646e-04,6.94697054878251364e-05,8.00972895299229051e-08,0.00000000000000000e+00
176,3.93593372295836599e-04,3.41373380409356589e-04,6.90296506004567747e-05,8.02439156671183282e-08,0.00000000000000000e+00
177,3.90654004996830685e-04,3.39383418639421374e-04,6.85946587324495972e-05,8.05956861870005375e-08,0.00000000000000000e+00
178,3.88012498343451165e-04,3.37108677250775072e-04,6.81648014708665414e-05,8.00428626235231604e-08,0.00000000000000000e+00
179,3.85341177797307295e-04,3.34903153114798999e-04,6.77404483859167869e-05,7.98746752582334171e-08,0.00000000000000000e+00
180,3.82437513096970576e-04,3.33027769941578980e-04,6.73204786481882903e-05,8.00829799312989147e-08,0.00000000000000000e+00
181,3.79872283567904521e-04,3.30820541122365456e-04,6.69057528341818593e-05,7.99571038703859854e-08,0.00000000000000000e+00
182,3.77277999419567476e-04,3.28690558070168825e-04,6.64959812202682240e-05,8.02304675113932280e-08,0.00000000000000000e+00
183,3.74605744227277213e-04,3.26705937432204504e-04,6.60907077384414597e-05,8.03416900792641846e-08,0.00000000000000000e+00
184,3.72078955603068326e-04,3.24600541043024539e-04,6.56901703505842141e-05,8.03099492916422940e-08,0.00000000000000000e+00
185,3.69499702743435784e-04,3.22606926289086742e-04,6.52943063720374015e-05,8.04324347717232624e-08,0.00000000000000000e+00
186,3.66978384986328741e-04,3.20596614165455287e-04,6.49026496758850529e-05,7.99782269363563459e-08,0.00000000000000000e+00
187,3.64523454605174204e-04,3.18550330797705815e-04,6.45157568699071088e-05,7.98686941130966336e-08,0.00000000000000000e+00
188,3.61945043560145255e-04,3.16700586106837814e-04,6.41329697008483345e-05,7.98480923924642103e-08,0.00000000000000000e+00
189,3.59576644081396413e-04,3.14652646897600166e-04,6.37544068462358592e-05,7.96421973814996882e-08,0.00000000000000000e+00
190,3.57162018260851605e-04,3.12703056713093481e-04,6.33802944698703150e-05,7.97141676548290536e-08,0.00000000000000000e+00
191,3.54739411036914106e-04,3.10806841741283668e-04,6.30101096596417406e-05,8.00341646373127510e-08,0.00000000000000000e+00
192,3.52345383887419576e-04,3.08929400139066734e-04,6.26439419091415336e-05,8.00349899351968627e-08,0.00000000000000000e+00
193,3.50079375474128996e-04,3.06939704113726305e-04,6.22817200308955387e-05,8.01387869340944662e-08,0.00000000000000000e+00
194,3.47682054661271856e-04,3.05149894632496721e-04,6.19233084009903836e-05,8.00317165214649023e-08,0.00000000000000000e+00
195,3.45438789711770473e-04,3.03220882088203465e-04,6.15688871373547514e-05,7.98547883881435386e-08,0.00000000000000000e+00
196,3.43119380056861815e-04,3.01426548348057645e-04,6.12183037771198553e-05,7.93791741712292272e-08,0.00000000000000000e+00
197,3.40929475898724956e-04,2.99516635128665261e-04,6.08715845761739874e-05,7.90470389578900769e-08,0.00000000000000000e+00
198,3.38595470435007647e-04,2.97823955879776602e-04,6.05285107282453743e-05,7.86301881981317832e-08,0.00000000000000000e+00
199,3.36493505557617029e-04,2.95894636315286699e-04,6.01888745860732071e-05,7.81651021181187030e-08,0.00000000000000000e+00
200,3.34281819847118979e-04,2.94134874354714160e-04,5.98533073298192653e-05,7.83129470577289226e-08,0.00000000000000000e+00
201,3.32038423653489021e-04,2.92453878629850164e-04,5.95208261979467739e-05,7.86237765119591520e-08,0.00000000000000000e+00
202,3.29972665781739572e-04,2.90605174677752555e-04,5.91920037824061968e-05,7.87313747711381852e-08,0.00000000000000000e+00
203,3.27863600990912054e-04,2.88844520340683858e-04,5.88669040568227730e-05,7.91177178329073096e-08,0.00000000000000000e+00
204,3.25713632918974815e-04,2.87170252322255270e-04,5.85448123923027014e-05,7.92167337559383768e-08,0.00000000000000000e+00
205,3.23672948134697111e-04,2.85405761557075020e-04,5.82263031787450295e-05,7.92247533715137068e-08,0.00000000000000000e+00
206,3.21618156393707307e-04,2.83689976241384065e-04,5.79109279908530925e-05,7.92406038594232166e-08,0.00000000000000000e+00
207,3.19516989557297156e-04,2.82075276810910740e-04,5.75989902889248776e-05,7.84489904421415569e-08,0.00000000000000000e+00
208,3.17576517302292172e-04,2.80300048635243385e-04,5.72902771394782792e-05,7.79000843136434788e-08,0.00000000000000000e+00
209,3.15518116489977912e-04,2.78698345231254629e-04,5.69847013865214282e-05,7.74976312452461030e-08,0.00000000000000000e+00
210,3.13514914060376089e-04,2.77070331723682189e-04,5.66821354293452797e-05,7.71095448891803212e-08,0.00000000000000000e+00
211,3.11561704785410555e-04,2.75422133568880667e-04,5.63827148573769845e-05,7.67039824343553825e-08,0.00000000000000000e+00
212,3.09708988249215490e-04,2.73681249133472110e-04,5.60863532005957829e-05,7.66768972426700318e-08,0.00000000000000000e+00
213,3.07655762892105277e-04,2.72213286687574875e-04,5.57927397674906771e-05,7.68748422798578472e-08,0.00000000000000000e+00
214,3.05803050228307190e-04,2.70546868072888563e-04,5.55022196240962512e-05,7.72680552117673839e-08,0.00000000000000000e+00
215,3.03878690175778338e-04,2.68999188080359464e-04,5.52144338768377070e-05,7.75775003881203508e-08,0.00000000000000000e+00
216,3.02043390514473021e-04,2.67379238034390419e-04,5.49293647494073224e-05,7.73062188380778379e-08,0.00000000000000000e+00
217,3.00202306981705745e-04,2.65793927753693051e-04,5.46473269174778438e-05,7.70054486534475286e-08,0.00000000000000000e+00
218,2.98319165754869209e-04,2.64289050483823573e-04,5.43678137137751697e-05,7.64251214381591983e-08,0.00000000000000000e+00
219,2.96492928913150210e-04,2.62752805278488580e-04,5.40913884047236067e-05,7.62078019476543429e-08,0.00000000000000000e+00
220,2.94706122073746829e-04,2.61197671103188822e-04,5.38172954815602299e-05,7.62630087904577393e-08,0.00000000000000000e+00
221,2.92850378146185253e-04,2.59760688461161933e-04,5.35459106197677860e-05,7.61509275416762774e-08,0.00000000000000000e+00
222,2.91155759984673039e-04,2.58161108658068515e-04,5.32771096565751189e-05,7.60724326745341713e-08,0.00000000000000000e+00
223,2.89370696646099154e-04,2.56695730595630090e-04,5.30108277989324039e-05,7.59919545848457453e-08,0.00000000000000000e+00
224,2.87601802317180317e-04,2.55244010819969931e-04,5.27470822566910978e-05,7.55923313916521686e-08,0.00000000000000000e+00
