grid,cells,outer_iterations,cpu_min_s,cpu_median_s,cpu_mean_s,cpu_stddev_s,gpu_min_s,gpu_median_s,gpu_mean_s,gpu_stddev_s,speedup,transfer_pct,max_abs_velocity_error,max_abs_pressure_error,converged
20x20,400,200,0.282626,0.284468,0.287889,0.00618608,5.2163,5.78013,6.25843,1.09947,0.0492149,55.3472,9.1154e-09,5.34252e-08,yes
40x40,1600,200,1.35276,1.38219,1.3949,0.0406078,15.5412,15.6955,15.7973,0.260881,0.0880628,47.0694,3.18969e-06,3.01312e-05,yes
80x80,6400,200,6.28237,6.3352,6.37136,0.0910857,21.538,22.9085,22.5265,0.704911,0.276544,44.5297,3.9958e-06,4.06328e-05,yes
160x160,25600,60,10.8191,10.8911,10.8904,0.057861,15.3356,15.5029,15.4582,0.0877471,0.70252,34.8082,3.29014e-05,0.00133053,yes
320x320,102400,20,26.6441,26.9658,27.1241,0.470037,15.2099,15.2126,15.2246,0.0188934,1.7726,25.1336,0.000646866,0.029947,yes
640x640,409600,8,89.3785,89.3785,89.3785,0,24.8774,24.8774,24.8774,0,3.59276,10.1555,0.000136636,0.0203432,yes
