case,grid,cells,faces,arm,scheme,repeat,outer_budget,outer_iterations,wall_seconds,setup_s,momentum_assembly_s,momentum_solve_s,response_s,predicted_flux_s,pressure_assembly_s,pressure_solve_s,velocity_correction_s,face_flux_correction_s,bookkeeping_s,other_s,discretization_s,linear_solve_s,status,gpu_discretization,all_finite,mass_imbalance,u_residual,v_residual,p_residual,continuity_residual,momentum_lin_iters,pressure_lin_iters,h2d_calls,h2d_bytes,d2h_calls,d2h_bytes,allocations,reallocations,kernels,syncs,peak_device_bytes,device_used_bytes_after,gpu_solve_s
cavity2d,320x320,102400,205440,cpu,upwind,0,20,20,30.9987,0.00573916,7.3268,1.17378,0.0260793,0.130284,1.05359,20.2458,0.846634,0.0277081,0.0795653,0.0816007,9.4111,21.4196,MaxIterations,0,1,0,0.00913006,0.00244704,0.000215288,4.75451e-08,394,8543,0,0,0,0,0,0,0,0,0,1351815168,0
cavity2d,320x320,102400,205440,cpu,upwind,1,20,20,39.4468,0.00659198,7.6752,1.46414,0.0290477,0.146076,1.08045,28.0269,0.8391,0.0279425,0.0858649,0.0651071,9.79781,29.491,MaxIterations,0,1,0,0.00913006,0.00244704,0.000215288,4.75451e-08,394,8543,0,0,0,0,0,0,0,0,0,1351815168,0
cavity2d,320x320,102400,205440,cpu,upwind,2,20,20,57.6063,0.00647724,7.94478,1.99152,0.0293791,0.150609,1.14656,45.2417,0.877649,0.0287268,0.0902392,0.0983267,10.1777,47.2332,MaxIterations,0,1,0,0.00913006,0.00244704,0.000215288,4.75451e-08,394,8543,0,0,0,0,0,0,0,0,0,1351815168,0
