case,grid,cells,faces,arm,scheme,repeat,outer_budget,outer_iterations,wall_seconds,setup_s,momentum_assembly_s,momentum_solve_s,response_s,predicted_flux_s,pressure_assembly_s,pressure_solve_s,velocity_correction_s,face_flux_correction_s,bookkeeping_s,other_s,discretization_s,linear_solve_s,status,gpu_discretization,all_finite,mass_imbalance,u_residual,v_residual,p_residual,continuity_residual,momentum_lin_iters,pressure_lin_iters,h2d_calls,h2d_bytes,d2h_calls,d2h_bytes,allocations,reallocations,kernels,syncs,peak_device_bytes,device_used_bytes_after,gpu_solve_s
cavity2d,320x320,102400,205440,cpu,upwind,0,20,20,34.1589,0.00701161,6.71181,1.14167,0.0194872,0.0994032,0.893728,24.4864,0.638186,0.0288701,0.0700999,0.0610912,8.39148,25.6281,MaxIterations,0,1,0,0.00913006,0.00244704,0.000215288,4.75451e-08,394,8543,0,0,0,0,0,0,0,0,0,1351815168,0
cavity2d,320x320,102400,205440,cpu,upwind,1,20,20,32.2083,0.00511072,6.33026,1.1093,0.0195085,0.0944873,0.87621,23.016,0.609295,0.0273759,0.0636163,0.0567903,7.95714,24.1253,MaxIterations,0,1,0,0.00913006,0.00244704,0.000215288,4.75451e-08,394,8543,0,0,0,0,0,0,0,0,0,1351815168,0
cavity2d,320x320,102400,205440,cpu,upwind,2,20,20,31.6861,0.00497033,6.2353,1.10393,0.0202205,0.0965114,0.879262,22.6087,0.590632,0.0259201,0.0646348,0.0557209,7.84785,23.7126,MaxIterations,0,1,0,0.00913006,0.00244704,0.000215288,4.75451e-08,394,8543,0,0,0,0,0,0,0,0,0,1351815168,0
