iteration,u_residual,v_residual,p_residual,continuity_residual,global_mass_imbalance
1,1.68654808542313989e-01,0.00000000000000000e+00,1.30014427756991475e-02,9.91256072404476538e-09,0.00000000000000000e+00
2,7.02152243256680964e-02,1.08079676523026146e-02,1.05041034504307785e-02,8.96227734162800015e-09,0.00000000000000000e+00
3,3.53158648224482438e-02,9.63492502574636069e-03,8.60524408603402166e-03,5.60672372207447827e-09,0.00000000000000000e+00
4,2.09216255056764965e-02,7.62671190826669752e-03,7.11137079473563374e-03,8.61125879690730396e-09,0.00000000000000000e+00
5,1.41739949549582675e-02,6.08239126170487775e-03,5.98140947980309746e-03,3.34099504156805793e-09,0.00000000000000000e+00
6,1.05831800928433781e-02,5.00572785231852713e-03,5.12661496655226687e-03,8.58826908532388558e-09,0.00000000000000000e+00
7,8.43224363525307309e-03,4.25065030931930880e-03,4.47045044105683076e-03,7.41193625588664571e-09,0.00000000000000000e+00
8,7.01315230668401578e-03,3.70025258522027004e-03,3.95562195979710582e-03,8.73322807343672527e-09,0.00000000000000000e+00
9,6.00632858047947787e-03,3.28634577828860065e-03,3.54254586824569997e-03,9.21853937237070189e-09,0.00000000000000000e+00
10,5.25342173194414189e-03,2.96514362574984858e-03,3.20429706269332020e-03,8.44979080704003398e-09,0.00000000000000000e+00
11,4.66775440193361365e-03,2.70840373056439269e-03,2.92193269434527910e-03,9.17772826732068368e-09,0.00000000000000000e+00
12,4.19793767533553630e-03,2.49829470538905779e-03,2.68230967278878943e-03,8.73223130340690646e-09,0.00000000000000000e+00
13,3.81196527579746695e-03,2.32302197888539265e-03,2.47634749657131255e-03,5.64003333462487078e-09,0.00000000000000000e+00
14,3.48864952214995817e-03,2.17416142374238534e-03,2.29746708600551486e-03,9.66451280076231416e-09,0.00000000000000000e+00
15,3.21354370103205328e-03,2.04582226171418427e-03,2.14075932187378273e-03,5.54199915314837579e-09,0.00000000000000000e+00
16,2.97611525237889826e-03,1.93327914938576611e-03,2.00229658066180269e-03,8.74967366849069115e-09,0.00000000000000000e+00
17,2.76935184758265009e-03,1.83379907453422590e-03,1.87923871880231485e-03,4.93350819385863156e-09,0.00000000000000000e+00
18,2.58746350358092991e-03,1.74502921237290219e-03,1.76929078241365619e-03,7.59376491408733040e-09,0.00000000000000000e+00
19,2.42609991202152571e-03,1.66499383663956083e-03,1.67055729453138824e-03,7.49215821470963470e-09,0.00000000000000000e+00
20,2.28196728209094889e-03,1.59247359907064407e-03,1.58150654839983216e-03,7.02693716430343474e-09,0.00000000000000000e+00
21,2.15241790767709560e-03,1.52625878968575186e-03,1.50085740750281315e-03,2.93596314799294016e-09,0.00000000000000000e+00
22,2.03531870011872942e-03,1.46547176354914458e-03,1.42753917484860307e-03,7.23946066446839222e-09,0.00000000000000000e+00
23,1.92901997082787547e-03,1.40934659691453854e-03,1.36065441239772511e-03,7.74057281673609298e-09,0.00000000000000000e+00
