iteration,u_residual,v_residual,p_residual,continuity_residual,global_mass_imbalance
75,4.01468616542771037e-02,7.09461759112740703e-02,4.11254275629497745e-03,3.39486118651188196e-10,6.22550760942530701e-10
76,3.92393377016052938e-02,6.85631601217606412e-02,4.06258847862569702e-03,3.08557035436797472e-10,6.22550760942530701e-10
77,3.83636405412379269e-02,6.62605677812871524e-02,4.01415281002211969e-03,4.74579396057853081e-10,6.22550760942530701e-10
78,3.75185420712227657e-02,6.40356791948347437e-02,3.96717326646189340e-03,3.08217755802403683e-10,6.22550760942530701e-10
79,3.67028409652916110e-02,6.18858403323271633e-02,3.92159007045624151e-03,4.61366161291161972e-10,6.22550760942530701e-10
80,3.59154260003304998e-02,5.98085281219782813e-02,3.87734603022730964e-03,5.02987078286846972e-10,6.22550760942530701e-10
81,3.51551775635026986e-02,5.78012572041967515e-02,3.83438645372127535e-03,5.01396335167165504e-10,6.22550760942530701e-10
82,3.44210653555186152e-02,5.58616818968725656e-02,3.79265902138313949e-03,4.95294186143552571e-10,6.22550760942530701e-10
83,3.37120672656104348e-02,5.39874963402517394e-02,3.75211371470255415e-03,3.42812430335501714e-10,6.22550760942530701e-10
84,3.30272081148832372e-02,5.21764648396645311e-02,3.71270271519041906e-03,3.82477069456454174e-10,6.22550760942530701e-10
85,3.23655601880774579e-02,5.04264506545362493e-02,3.67438030892884831e-03,4.61204161320350804e-10,6.22550760942530701e-10
86,3.17262326533823621e-02,4.87354389280558811e-02,3.63710277774717495e-03,4.57560839755206174e-10,6.22550760942530701e-10
87,3.11083373450936410e-02,4.71013548811183569e-02,3.60082837438957569e-03,4.48824680869859741e-10,6.22550760942530701e-10
88,3.05110659723343246e-02,4.55223129465866724e-02,3.56551717567106432e-03,4.33512861247142698e-10,6.22550760942530701e-10
89,2.99336150220877797e-02,4.39964600820610674e-02,3.53113103433718833e-03,4.49147999584370878e-10,6.22550760942530701e-10
90,2.93752025177508765e-02,4.25219595806647574e-02,3.49763351394648692e-03,4.12643373240856782e-10,6.22550760942530701e-10
91,2.88351055649738452e-02,4.10970984912800222e-02,3.46498978732060056e-03,4.20783318304262913e-10,6.22550760942530701e-10
92,2.83126040528121070e-02,3.97201926975371891e-02,3.43316658642365841e-03,3.81026503083869735e-10,6.22550760942530701e-10
93,2.78070181986806511e-02,3.83896153172354065e-02,3.40213212906984204e-03,3.69594993906358490e-10,6.22550760942530701e-10
94,2.73176907712592357e-02,3.71037928476614098e-02,3.37185605324004855e-03,3.77942841159689616e-10,6.22550760942530701e-10
95,2.68439933891887299e-02,3.58612256486812442e-02,3.34230935022051829e-03,3.84340084049239643e-10,6.22550760942530701e-10
96,2.63853230887923750e-02,3.46604596439148011e-02,3.31346430673337472e-03,3.58868506973486246e-10,6.22550760942530701e-10
97,2.59410773789684503e-02,3.35000588447705513e-02,3.28529446010656289e-03,3.88216724433159410e-10,6.22550760942530701e-10
98,2.55106920881310560e-02,3.23786729336077717e-02,3.25777451919290716e-03,4.85594916640394953e-10,6.22550760942530701e-10
99,2.50936634560699062e-02,3.12949744918790199e-02,3.23088031366685876e-03,2.96986504079191091e-10,6.22550760942530701e-10
100,2.46894497278114904e-02,3.02477120723072812e-02,3.20458879872551798e-03,3.51762822645684438e-10,6.22550760942530701e-10
101,2.42975936945359905e-02,2.92356331509243846e-02,3.17887786778569582e-03,2.51258452340550754e-10,6.22550760942530701e-10
102,2.39175860626443387e-02,2.82575535750674914e-02,3.15372650549943043e-03,3.72130105620744237e-10,6.22550760942530701e-10
103,2.35489979210786182e-02,2.73123367137203463e-02,3.12911452477676556e-03,2.51222761022261159e-10,6.22550760942530701e-10
104,2.31913490937276610e-02,2.63988686814896657e-02,3.10502273708625036e-03,3.54687288426944184e-10,6.22550760942530701e-10
105,2.28442573523716941e-02,2.55160783956386618e-02,3.08143270130638866e-03,2.16006473866787971e-10,6.22550760942530701e-10
106,2.25072796976706693e-02,2.46629329138747036e-02,3.05832689063222822e-03,3.42779094663549849e-10,6.22550760942530701e-10
107,2.21800662424322184e-02,2.38384306923374555e-02,3.03568845523878713e-03,4.69123392849190361e-10,6.22550760942530701e-10
108,2.18622019658465186e-02,2.30416070394437213e-02,3.01350137720516774e-03,3.46548797292592192e-10,6.22550760942530701e-10
109,2.15533826171742104e-02,2.22715288411603207e-02,2.99175025265183050e-03,5.00315688361769951e-10,6.22550760942530701e-10
110,2.12532063959297163e-02,2.15272903380844677e-02,2.97042043513422085e-03,4.94880421053800453e-10,6.22550760942530701e-10
111,2.09613995761808621e-02,2.08080353293032712e-02,2.94949783137096570e-03,2.74772708613697508e-10,6.22550760942530701e-10
112,2.06775942424538631e-02,2.01129109114840110e-02,2.92896904009561348e-03,2.98340496685770988e-10,6.22550760942530701e-10
113,2.04015352344275071e-02,1.94411153688112022e-02,2.90882115944040773e-03,4.99467445918667848e-10,6.22550760942530701e-10
114,2.01328872317222199e-02,1.87918608483472679e-02,2.88904191943740616e-03,5.00758001855725027e-10,6.22550760942530701e-10
115,1.98714263568770949e-02,1.81643733510222539e-02,2.86961950301843150e-03,4.68433524395702988e-10,6.22550760942530701e-10
116,1.96168268480630716e-02,1.75579458795183663e-02,2.85054266206174979e-03,4.87859698439619227e-10,6.22550760942530701e-10
117,1.93688868134353070e-02,1.69718509220863276e-02,2.83180056188141356e-03,4.65076456780915400e-10,6.22550760942530701e-10
118,1.91273165459755132e-02,1.64054066499643089e-02,2.81338288920485874e-03,4.71748707250635993e-10,6.22550760942530701e-10
119,1.88919167824838259e-02,1.58579689676787983e-02,2.79527969578051384e-03,4.69901343671490753e-10,6.22550760942530701e-10
120,1.86624309373106430e-02,1.53288958311417912e-02,2.77748151352479261e-03,4.58860520432616025e-10,6.22550760942530701e-10
121,1.84386746241245250e-02,1.48175515981905231e-02,2.75997920631699699e-03,4.49849169133112316e-10,6.22550760942530701e-10
122,1.82204106030442840e-02,1.43233600689369207e-02,2.74276407276577167e-03,4.62352330300321311e-10,6.22550760942530701e-10
123,1.80074672986621047e-02,1.38457440331522588e-02,2.72582770790034132e-03,4.17109596804849496e-10,6.22550760942530701e-10
124,1.77996329432774728e-02,1.33841382714122090e-02,2.70916210860355300e-03,4.78874956841007054e-10,6.22550760942530701e-10
125,1.75967464277046459e-02,1.29380143181336421e-02,2.69275953700794449e-03,4.54983099224159924e-10,6.22550760942530701e-10
126,1.73986110761747588e-02,1.25068476598106954e-02,2.67661262255819475e-03,4.67712662796704466e-10,6.22550760942530701e-10
127,1.72050791207366931e-02,1.20901428338498155e-02,2.66071423075362563e-03,4.39335441472617608e-10,6.22550760942530701e-10
128,1.70159744821779708e-02,1.16874081299241737e-02,2.64505756661409823e-03,4.52377112997651557e-10,6.22550760942530701e-10
129,1.68311286855449237e-02,1.12981853508232755e-02,2.62963608193284666e-03,4.23844118616471725e-10,6.22550760942530701e-10
130,1.66503425269613238e-02,1.09220196066972860e-02,2.61444355200434906e-03,5.09652467084214019e-10,6.22550760942530701e-10
131,1.64735563961638104e-02,1.05584647166163271e-02,2.59947384998087186e-03,4.39280711114286334e-10,6.22550760942530701e-10
132,1.63006492195121380e-02,1.02071113681770787e-02,2.58472115306738592e-03,4.00288625805567879e-10,6.22550760942530701e-10
133,1.61315061245104370e-02,9.86754293097711135e-03,2.57017982296633800e-03,3.98306126500649559e-10,6.22550760942530701e-10
134,1.59659762094731400e-02,9.53937562969758845e-03,2.55584448332109955e-03,4.04531361131997710e-10,6.22550760942530701e-10
135,1.58039514426557351e-02,9.22221349436157765e-03,2.54170991798342459e-03,3.91363273406761157e-10,6.22550760942530701e-10
136,1.56452933655587580e-02,8.91569319241086733e-03,2.52777114730378142e-03,3.80648178288568775e-10,6.22550760942530701e-10
137,1.54899102531497537e-02,8.61947715383854472e-03,2.51402333227986529e-03,3.83045466591047319e-10,6.22550760942530701e-10
138,1.53376752318959385e-02,8.33320085256241370e-03,2.50046185529678939e-03,4.84210679700764782e-10,6.22550760942530701e-10
139,1.51885024535249515e-02,8.05654933824614429e-03,2.48708222112453432e-03,3.73740480181147707e-10,6.22550760942530701e-10
140,1.50422828170756213e-02,7.78918446281711124e-03,2.47388014063916299e-03,4.70709365638588277e-10,6.22550760942530701e-10
141,1.48989313263913625e-02,7.53080922419249472e-03,2.46085143085720626e-03,4.76287479889968703e-10,6.22550760942530701e-10
142,1.47583513391934575e-02,7.28110700296692986e-03,2.44799210166181998e-03,3.30894457739498707e-10,6.22550760942530701e-10
143,1.46204646966992084e-02,7.03982133220578711e-03,2.43529825473665432e-03,5.09120122567167865e-10,6.22550760942530701e-10
144,1.44851817611740836e-02,6.80664999969549708e-03,2.42276616751255008e-03,4.67001956154745958e-10,6.22550760942530701e-10
145,1.43524390978927198e-02,6.58131668491539201e-03,2.41039222205300524e-03,3.84441832683957951e-10,6.22550760942530701e-10
146,1.42220977722945317e-02,6.36357878699127764e-03,2.39817291580739136e-03,4.56344469224892533e-10,6.22550760942530701e-10
147,1.40936164938316125e-02,6.15317400433426469e-03,2.38610489706725859e-03,4.42581649806714355e-10,6.22550760942530701e-10
148,1.39678048068346428e-02,5.94985428543079453e-03,2.37418490440417405e-03,3.75764033114054556e-10,6.22550760942530701e-10
149,1.38443564475074637e-02,5.75338880543664177e-03,2.36240975743213372e-03,4.99091303060417907e-10,6.22550760942530701e-10
150,1.37231392915146255e-02,5.56355125613545564e-03,2.35077641303997262e-03,4.71203320386589776e-10,6.22550760942530701e-10
151,1.36040548408268361e-02,5.38011808285204611e-03,2.33928191439097084e-03,4.75034385420216906e-10,6.22550760942530701e-10
152,1.34870295554331901e-02,5.20289344160392193e-03,2.32792338337424985e-03,4.62748798029454321e-10,6.22550760942530701e-10
153,1.33720258108600675e-02,5.03165739981845453e-03,2.31669805410033040e-03,4.92668149984835965e-10,6.22550760942530701e-10
154,1.32589582030597404e-02,4.86620819414611445e-03,2.30560324568519640e-03,4.89488155333711629e-10,6.22550760942530701e-10
155,1.31477782110206928e-02,4.70636866572283694e-03,2.29463633692186114e-03,5.09515693827765407e-10,6.22550760942530701e-10
156,1.30384508476872035e-02,4.55194582390034807e-03,2.28379481174993551e-03,5.01447905736761639e-10,6.22550760942530701e-10
157,1.29309101261709091e-02,4.40275894950134701e-03,2.27307622448977287e-03,4.89304255200772025e-10,6.22550760942530701e-10
158,1.28251037720952931e-02,4.25863555676575002e-03,2.26247818531869621e-03,4.86412978617707802e-10,6.22550760942530701e-10
159,1.27210090720352963e-02,4.11941158713054895e-03,2.25199839495067401e-03,3.42020347566409545e-10,6.22550760942530701e-10
160,1.26185561537666639e-02,3.98492327494584520e-03,2.24163461983926428e-03,4.98429024027363920e-10,6.22550760942530701e-10
161,1.25177109999670463e-02,3.85501156037767502e-03,2.23138467169921827e-03,4.81877108985038060e-10,6.22550760942530701e-10
162,1.24184479949260573e-02,3.72953945829041390e-03,2.22124644283329268e-03,4.60019198592633751e-10,6.22550760942530701e-10
163,1.23207036718668249e-02,3.60834479810696060e-03,2.21121788714565047e-03,4.72219603399059492e-10,6.22550760942530701e-10
164,1.22244511171452786e-02,3.49129446794210980e-03,2.20129699585327023e-03,4.77892768246811707e-10,6.22550760942530701e-10
165,1.21296642422289193e-02,3.37825936364097778e-03,2.19148183299610472e-03,4.92489443200638699e-10,6.22550760942530701e-10
166,1.20362873324413883e-02,3.26909357957913147e-03,2.18177051749165931e-03,4.72977152102028763e-10,6.22550760942530701e-10
167,1.19442928319152247e-02,3.16367584332194300e-03,2.17216120068405892e-03,4.92725438140936252e-10,6.22550760942530701e-10
168,1.18536623319211113e-02,3.06189534359554765e-03,2.16265209920623452e-03,2.75160941397445192e-10,6.22550760942530701e-10
169,1.17643449073376385e-02,2.96360659020471337e-03,2.15324147985611683e-03,4.42236316513687105e-10,6.22550760942530701e-10
170,1.16763123581499519e-02,2.86871898436174243e-03,2.14392763571838582e-03,4.69100365027452094e-10,6.22550760942530701e-10
171,1.15895520075802762e-02,2.77712399691531836e-03,2.13470892046726049e-03,4.97181183778930289e-10,6.22550760942530701e-10
172,1.15040127681068968e-02,2.68869088676307148e-03,2.12558373224722543e-03,5.03854496515941585e-10,6.22550760942530701e-10
173,1.14196706995437318e-02,2.60333458281003256e-03,2.11655049270013853e-03,4.84329657416661756e-10,6.22550760942530701e-10
174,1.13365246014248862e-02,2.52095317143176791e-03,2.10760767757057783e-03,2.74385193259343488e-10,6.22550760942530701e-10
175,1.12545133148400176e-02,2.44143980218988668e-03,2.09875380303692436e-03,4.94422273150877276e-10,6.22550760942530701e-10
176,1.11736197156560562e-02,2.36470831592890205e-03,2.08998740510307800e-03,4.87488844727873670e-10,6.22550760942530701e-10
177,1.10938479473265128e-02,2.29067091929661352e-03,2.08130706995975859e-03,4.57476166860107186e-10,6.22550760942530701e-10
178,1.10151362038887375e-02,2.21922980825041069e-03,2.07271141946656573e-03,4.94391356297764928e-10,6.22550760942530701e-10
179,1.09374738874908565e-02,2.15031346688215799e-03,2.06419909334392467e-03,4.82246576756906504e-10,6.22550760942530701e-10
180,1.08608620004087292e-02,2.08383472677266387e-03,2.05576877713927646e-03,4.92378031981233971e-10,6.22550760942530701e-10
181,1.07852436593765949e-02,2.01970593671429869e-03,2.04741918782520458e-03,5.09302771752461871e-10,6.22550760942530701e-10
182,1.07106202971697685e-02,1.95785472078913647e-03,2.03914905701554038e-03,5.04711256577869367e-10,6.22550760942530701e-10
183,1.06369577068320242e-02,1.89823086513742838e-03,2.03095716471538880e-03,4.95291165975085854e-10,6.22550760942530701e-10
184,1.05642473558346418e-02,1.84072568698468537e-03,2.02284231098659624e-03,4.58558288214403623e-10,6.22550760942530701e-10
185,1.04924591903120760e-02,1.78529351546555921e-03,2.01480331474567561e-03,5.02397400954393691e-10,6.22550760942530701e-10
186,1.04216020065942740e-02,1.73185828111698296e-03,2.00683903226500909e-03,4.61549880435659182e-10,6.22550760942530701e-10
187,1.03516205082256323e-02,1.68034977541869782e-03,1.99894834542938427e-03,4.99384551147364742e-10,6.22550760942530701e-10
188,1.02825212128775344e-02,1.63070748064994054e-03,1.99113014743796096e-03,4.84475419920323827e-10,6.22550760942530701e-10
189,1.02142747970801143e-02,1.58289791142304358e-03,1.98338337359748240e-03,4.27949671881037648e-10,6.22550760942530701e-10
190,1.01468688675482536e-02,1.53682057238111900e-03,1.97570697398600842e-03,4.93049749340420956e-10,6.22550760942530701e-10
191,1.00802944939557548e-02,1.49243328416534798e-03,1.96809991201658601e-03,4.61764221388242847e-10,6.22550760942530701e-10
192,1.00145280220878211e-02,1.44969509687887491e-03,1.96056119117142590e-03,4.47221547847612726e-10,6.22550760942530701e-10
193,9.94954959454542008e-03,1.40853946482186881e-03,1.95308982498276795e-03,4.80561888649655036e-10,6.22550760942530701e-10
194,9.88535839307754481e-03,1.36890818026835347e-03,1.94568484253518055e-03,4.85514152168822889e-10,6.22550760942530701e-10
195,9.82193222626669138e-03,1.33076787384135199e-03,1.93834530853213556e-03,4.17580486750017124e-10,6.22550760942530701e-10
196,9.75924953720980551e-03,1.29405745206418008e-03,1.93107029556854838e-03,4.75854545473627951e-10,6.22550760942530701e-10
197,9.69731214082078519e-03,1.25872393331255832e-03,1.92385889183569305e-03,4.62866827998663203e-10,6.22550760942530701e-10
198,9.63609303156048869e-03,1.22473708162531203e-03,1.91671022144445312e-03,4.23032880531825119e-10,6.22550760942530701e-10
199,9.57559229294018162e-03,1.19204520163587496e-03,1.90962340394910013e-03,4.58420322161465368e-10,6.22550760942530701e-10
200,9.51578684108230800e-03,1.16059396765993473e-03,1.90259758720633695e-03,5.02530606369026025e-10,6.22550760942530701e-10
201,9.45666378290379965e-03,1.13035949966693808e-03,1.89563194690989213e-03,4.54890341874306412e-10,6.22550760942530701e-10
202,9.39822344760804854e-03,1.10128822109092461e-03,1.88872565083862578e-03,4.56970286479037764e-10,6.22550760942530701e-10
203,9.34043871179884681e-03,1.07333964316420742e-03,1.88187789765336842e-03,4.89480052101686712e-10,6.22550760942530701e-10
204,9.28330441188038660e-03,1.04648626828885392e-03,1.87508791181595293e-03,4.23428055804736592e-10,6.22550760942530701e-10
205,9.22681853773790750e-03,1.02067918616817466e-03,1.86835490392430804e-03,5.01681204301420185e-10,6.22550760942530701e-10
206,9.17095224861473948e-03,9.95883621393075808e-04,1.86167812234666759e-03,3.83919352013663981e-10,6.22550760942530701e-10
207,9.11570494358780563e-03,9.72064187295806057e-04,1.85505683187683966e-03,4.91092489428755515e-10,6.22550760942530701e-10
208,9.06107347288803711e-03,9.49191055088373804e-04,1.84849028941941134e-03,4.86247349986539118e-10,6.22550760942530701e-10
209,9.00703291166714791e-03,9.27221299932654117e-04,1.84197778912730567e-03,4.71511283173282867e-10,6.22550760942530701e-10
210,8.95358382451378818e-03,9.06133511446607985e-04,1.83551862042958787e-03,4.01461537204478664e-10,6.22550760942530701e-10
211,8.90071049247810261e-03,8.85881338282192769e-04,1.82911210132764715e-03,4.74848632432810215e-10,6.22550760942530701e-10
212,8.84841064493981956e-03,8.66451226817298087e-04,1.82275754630929375e-03,4.87569743220539395e-10,6.22550760942530701e-10
213,8.79666647306186211e-03,8.47796298775553504e-04,1.81645429819228131e-03,3.97050696681142628e-10,6.22550760942530701e-10
214,8.74547876654499685e-03,8.29886960439239697e-04,1.81020169716340903e-03,4.74480700933908124e-10,6.22550760942530701e-10
215,8.69482380170615889e-03,8.12714390306881187e-04,1.80399910771709970e-03,4.09094270469573039e-10,6.22550760942530701e-10
216,8.64471246883136667e-03,7.96223902078420408e-04,1.79784589508884761e-03,4.79053656471188036e-10,6.22550760942530701e-10
217,8.59511610467331502e-03,7.80410997380691428e-04,1.79174144524575835e-03,4.34418852353158992e-10,6.22550760942530701e-10
218,8.54604640786589022e-03,7.65233984594495056e-04,1.78568514603861194e-03,4.90748580624509956e-10,6.22550760942530701e-10
219,8.49747074862674916e-03,7.50682065373562053e-04,1.77967641093929908e-03,4.76335941070254501e-10,6.22550760942530701e-10
220,8.44941151159038506e-03,7.36708933428896766e-04,1.77371462490118832e-03,4.51412360461637209e-10,6.22550760942530701e-10
221,8.40184773825582848e-03,7.23305080632885393e-04,1.76779925247789647e-03,4.32279392043426352e-10,6.22550760942530701e-10
222,8.35475252200576848e-03,7.10451446456149033e-04,1.76192969438929820e-03,4.41155113404962523e-10,6.22550760942530701e-10
223,8.30814572703197397e-03,6.98117407820770803e-04,1.75610540844428707e-03,4.53151297831332542e-10,6.22550760942530701e-10
224,8.26200414245989619e-03,6.86270380698661723e-04,1.75032584656967466e-03,4.98139309884013175e-10,6.22550760942530701e-10
