cell_id,x,y,velocity_x,velocity_y,velocity_magnitude,pressure,density,pressure_absolute,compressible_temperature,mach_number
27,5.72916666666666630e-01,3.12500000000000017e-03,7.27385894762613461e+00,3.53109936319637683e-06,7.27385894762699170e+00,2.26187962795350031e+04,1.58260580906291048e+00,1.36286099247452541e+05,3.00000000000000000e+02,2.70196187676479752e-02
28,5.93750000000000000e-01,3.12500000000000017e-03,7.27164392245547120e+00,-3.64020632079261230e-06,7.27164392245638247e+00,2.45499614336856066e+04,1.53707026596328511e+00,1.32364805953428295e+05,3.00000000000000000e+02,2.67477709033322672e-02
29,6.14583333333333259e-01,3.12500000000000017e-03,7.27376196335350844e+00,3.72113205136061723e-06,7.27376196335446057e+00,2.03378902365403628e+04,1.54926648127648825e+00,1.33415083035124786e+05,3.00000000000000000e+02,2.75922202622007964e-02
30,6.35416666666666630e-01,3.12500000000000017e-03,7.27174318721230240e+00,-3.79992779602116932e-06,7.27174318721329538e+00,2.22670540932755939e+04,1.50110237074350716e+00,1.29267430656577111e+05,3.00000000000000000e+02,2.74020009019170403e-02
31,6.56250000000000000e-01,3.12500000000000017e-03,7.27366054807391382e+00,3.87868557557456161e-06,7.27366054807494766e+00,1.80568908734127363e+04,1.51499306190209215e+00,1.30463627525698670e+05,3.00000000000000000e+02,2.82099981272406278e-02
32,6.77083333333333259e-01,3.12500000000000017e-03,7.27184667776299598e+00,-3.94659850009759397e-06,7.27184667776406624e+00,1.99842421059742810e+04,1.46441391599452819e+00,1.26108004375868797e+05,3.00000000000000000e+02,2.80999307297080496e-02
33,6.97916666666666630e-01,3.12500000000000017e-03,7.27355512338225108e+00,4.01981677299590184e-06,7.27355512338336219e+00,1.57757942048684763e+04,1.47973356256891053e+00,1.27427255740621738e+05,3.00000000000000000e+02,2.88783188290362633e-02
34,7.18750000000000000e-01,3.12500000000000017e-03,7.27195396033740860e+00,-4.08066901871575704e-06,7.27195396033855346e+00,1.77015292633587924e+04,1.42693251321679249e+00,1.22880293375664085e+05,3.00000000000000000e+02,2.88475035446184962e-02
35,7.39583333333333259e-01,3.12500000000000017e-03,7.27344614076475349e+00,4.13307005366626677e-06,7.27344614076592766e+00,1.34945966424045673e+04,1.44342788280889955e+00,1.24300792128088389e+05,3.00000000000000000e+02,2.96035543492669390e-02
36,7.60416666666666630e-01,3.12500000000000017e-03,7.27206456102162502e+00,-4.20236995711152201e-06,7.27206456102283916e+00,1.54189189312949857e+04,1.38857736054311953e+00,1.19577339403170743e+05,3.00000000000000000e+02,2.96517871363099830e-02
37,7.81250000000000000e-01,3.12500000000000017e-03,7.27333406243708680e+00,4.23538949100505449e-06,7.27333406243832048e+00,1.12132950488351144e+04,1.40600627755641727e+00,1.21078230591770873e+05,3.00000000000000000e+02,3.03933363189019361e-02
38,8.02083333333333259e-01,3.12500000000000017e-03,7.27217801792607155e+00,-4.29308395438574945e-06,7.27217801792733898e+00,1.31364140445303092e+04,1.34925752573086255e+00,1.16191311828313235e+05,3.00000000000000000e+02,3.05212662744840518e-02
39,8.22916666666666630e-01,3.12500000000000017e-03,7.27321936058354179e+00,4.32641668992767098e-06,7.27321936058482876e+00,8.93188671232197703e+03,1.36738742007585667e+00,1.17752567679832398e+05,3.00000000000000000e+02,3.12568931010777720e-02
40,8.43750000000000000e-01,3.12500000000000017e-03,7.27229386113103882e+00,-4.37590065913577415e-06,7.27229386113235510e+00,1.08540170805844664e+04,1.30886976440321656e+00,1.12713319761582999e+05,3.00000000000000000e+02,3.14662343834912900e-02
41,8.64583333333333259e-01,3.12500000000000017e-03,7.27310252639983723e+00,4.39889268981520186e-06,7.27310252640116683e+00,6.65036937475280502e+03,1.32747592287153937e+00,1.14315589098082608e+05,3.00000000000000000e+02,3.22055059492212803e-02
42,8.85416666666666630e-01,3.12500000000000017e-03,7.27241157805721095e+00,-4.43803746555691015e-06,7.27241157805856542e+00,8.57173006966745925e+03,1.26729570644856970e+00,1.09133169760818579e+05,3.00000000000000000e+02,3.24993360258650568e-02
43,9.06250000000000000e-01,3.12500000000000017e-03,7.27298406195472413e+00,4.44335454176441065e-06,7.27298406195608127e+00,4.36874124583843968e+03,1.28615911768487412e+00,1.10757592419432927e+05,3.00000000000000000e+02,3.32531484759722856e-02
44,9.27083333333333259e-01,3.12500000000000017e-03,7.27253068429021532e+00,-4.46435219573677498e-06,7.27253068429158578e+00,6.28955456930149376e+03,1.22439813952058008e+00,1.05439045784814749e+05,3.00000000000000000e+02,3.36363318438278047e-02
45,9.47916666666666630e-01,3.12500000000000017e-03,7.27286449453521477e+00,4.44646272862440560e-06,7.27286449453657458e+00,2.08700100603497822e+03,1.24330305977794708e+00,1.07067042992777904e+05,3.00000000000000000e+02,3.44183065327602067e-02
46,9.68750000000000000e-01,3.12500000000000017e-03,7.27265132619414434e+00,-4.65277675125400040e-06,7.27265132619563293e+00,4.00749166271234981e+03,1.18001197211401787e+00,1.01616730978598644e+05,3.00000000000000000e+02,3.49010388553959924e-02
47,9.89583333333333259e-01,3.12500000000000017e-03,7.27274739219867605e+00,2.80753290022133196e-06,7.27274739219921784e+00,-1.94852957702014720e+02,1.19873738685109710e+00,1.03229270068682235e+05,3.00000000000000000e+02,3.57669950547527329e-02
48,1.04166666666666661e-02,9.37500000000000139e-03,1.90528476068398724e+01,4.46787281110165413e+00,1.95696931346826517e+01,5.65504822454836612e+04,1.99459945815725703e+00,1.71764932339212188e+05,3.00000000000000000e+02,5.55490558657177266e-02
49,3.12500000000000000e-02,9.37500000000000139e-03,1.84604117220058832e+01,3.98234124323525507e-01,1.84647066416920893e+01,5.22830601655392747e+04,1.94570556798673544e+00,1.67554434987177723e+05,3.00000000000000000e+02,5.59337191742581771e-02
50,5.20833333333333287e-02,9.37500000000000139e-03,1.82111457828921601e+01,1.35902602131066308e-01,1.82116528696056825e+01,5.42347191365866747e+04,1.96277220702664978e+00,1.69024128608099942e+05,3.00000000000000000e+02,5.22746407488771866e-02
51,7.29166666666666574e-02,9.37500000000000139e-03,1.81918793678819277e+01,5.43813651145598920e-03,1.81918801806986643e+01,4.99842910572374676e+04,1.92161582628418559e+00,1.65479946880462638e+05,3.00000000000000000e+02,5.56446196720471742e-02
52,9.37500000000000000e-02,9.37500000000000139e-03,1.81783407157934995e+01,1.90138077845173172e-03,1.81783408152318628e+01,5.19503163214236047e+04,1.93171251245685771e+00,1.66349423010222294e+05,3.00000000000000000e+02,5.30084102505540347e-02
53,1.14583333333333329e-01,9.37500000000000139e-03,1.81852583335820341e+01,-2.23578093057477922e-04,1.81852583349564227e+01,4.77040815801198987e+04,1.89721600727037987e+00,1.63378756466088758e+05,3.00000000000000000e+02,5.62972546605182839e-02
54,1.35416666666666657e-01,9.37500000000000139e-03,1.81783509140981465e+01,-8.07684941196316042e-06,1.81783509140999406e+01,4.96667781834796624e+04,1.90051827685464514e+00,1.63663131411337759e+05,3.00000000000000000e+02,5.39182302376177147e-02
55,1.56250000000000000e-01,9.37500000000000139e-03,1.81852140308000436e+01,-1.12917398223404315e-05,1.81852140308035501e+01,4.54238600748059980e+04,1.87216085527747067e+00,1.61221132052219386e+05,3.00000000000000000e+02,5.70180833501912204e-02
56,1.77083333333333315e-01,9.37500000000000139e-03,1.81784455169275283e+01,-4.15877168608001655e-06,1.81784455169280044e+01,4.73831804851498018e+04,1.86913158303706273e+00,1.60960266273236659e+05,3.00000000000000000e+02,5.48617598676017504e-02
57,1.97916666666666657e-01,9.37500000000000139e-03,1.81851545940524026e+01,3.30773249559954044e-06,1.81851545940527046e+01,4.31435912856559735e+04,1.84644080039316316e+00,1.59006249525857245e+05,3.00000000000000000e+02,5.77820129931404039e-02
58,2.18750000000000000e-01,9.37500000000000139e-03,1.81785193706188721e+01,-4.07472775524527292e-06,1.81785193706193269e+01,4.50996077433701357e+04,1.83752284851206049e+00,1.58238280099616095e+05,3.00000000000000000e+02,5.58403964457536220e-02
59,2.39583333333333315e-01,9.37500000000000139e-03,1.81850756437618664e+01,4.41648545985127136e-06,1.81850756437624028e+01,4.08632865016867363e+04,1.82004598987685595e+00,1.56733260418245452e+05,3.00000000000000000e+02,5.85920725072504589e-02
60,2.60416666666666630e-01,9.37500000000000139e-03,1.81786056538605933e+01,-4.79884536206266913e-06,1.81786056538612257e+01,4.28160732655383254e+04,1.80565992252257135e+00,1.55494404228031228e+05,3.00000000000000000e+02,5.68576555437011188e-02
61,2.81250000000000000e-01,9.37500000000000139e-03,1.81849824259736152e+01,5.12908761448537266e-06,1.81849824259743400e+01,3.85829396642674474e+04,1.79296420065826045e+00,1.54401112139686098e+05,3.00000000000000000e+02,5.94516662421584047e-02
62,3.02083333333333315e-01,9.37500000000000139e-03,1.81787057104683392e+01,-5.48246005727564980e-06,1.81787057104691669e+01,4.05325842331477324e+04,1.77350889887066510e+00,1.52725718826247321e+05,3.00000000000000000e+02,5.79172943265580595e-02
63,3.22916666666666630e-01,9.37500000000000139e-03,1.81848757476323932e+01,5.79993270687578802e-06,1.81848757476333169e+01,3.63025439822305416e+04,1.76518103851636932e+00,1.52008565131837153e+05,3.00000000000000000e+02,6.03645809590516169e-02
64,3.43750000000000000e-01,9.37500000000000139e-03,1.81788189432824332e+01,-6.13744025520743488e-06,1.81788189432834706e+01,3.82491473126405617e+04,1.74103400733842362e+00,1.49929143541948346e+05,3.00000000000000000e+02,5.90235100306911592e-02
65,3.64583333333333315e-01,9.37500000000000139e-03,1.81847560133619055e+01,6.44196910604725497e-06,1.81847560133630459e+01,3.40220929554163085e+04,1.73667971817292255e+00,1.49554173930461227e+05,3.00000000000000000e+02,6.13350859599052847e-02
66,3.85416666666666630e-01,9.37500000000000139e-03,1.81789451024805295e+01,-6.76467722906552402e-06,1.81789451024817872e+01,3.59657689298413607e+04,1.70819735772046766e+00,1.47101415460098069e+05,3.00000000000000000e+02,6.01810229636045996e-02
67,4.06250000000000000e-01,9.37500000000000139e-03,1.81846236166266095e+01,7.07055547331920125e-06,1.81846236166279844e+01,3.17415802245625782e+04,1.70744078240115371e+00,1.47036262976475351e+05,3.00000000000000000e+02,6.23680159608658580e-02
68,4.27083333333333315e-01,9.37500000000000139e-03,1.81790835797382293e+01,-7.37512260101848401e-06,1.81790835797397250e+01,3.36824553188476202e+04,1.67495863679300383e+00,1.44239063007429533e+05,3.00000000000000000e+02,6.13951663184382629e-02
69,4.47916666666666630e-01,9.37500000000000139e-03,1.81844792545766438e+01,7.66119770390044626e-06,1.81844792545782568e+01,2.94609997082322989e+04,1.67744177004026263e+00,1.44452898027017218e+05,3.00000000000000000e+02,6.34688695202426933e-02
70,4.68750000000000000e-01,9.37500000000000139e-03,1.81792336793047511e+01,-7.93866859592431244e-06,1.81792336793064848e+01,3.13992124095191721e+04,1.64127474778335958e+00,1.41338374905364006e+05,3.00000000000000000e+02,6.26719941300506456e-02
71,4.89583333333333315e-01,9.37500000000000139e-03,1.81843235585025660e+01,8.21550032353903647e-06,1.81843235585044205e+01,2.71803456676761925e+04,1.64665682461656893e+00,1.41801852451855841e+05,3.00000000000000000e+02,6.46439290558191576e-02
72,5.10416666666666630e-01,9.37500000000000139e-03,1.81793948534443643e+01,-8.51189947175980048e-06,1.81793948534463574e+01,2.91160457674026948e+04,1.60709938621484394e+00,1.38395363643891294e+05,3.00000000000000000e+02,6.40184148495465261e-02
73,5.31250000000000000e-01,9.37500000000000139e-03,1.81841570828110868e+01,8.77396996662297228e-06,1.81841570828132042e+01,2.48996126446708222e+04,1.61505623045178037e+00,1.39080567285355064e+05,3.00000000000000000e+02,6.59004079872994308e-02
74,5.52083333333333259e-01,9.37500000000000139e-03,1.81795664730292117e+01,-8.98432354975852762e-06,1.81795664730314321e+01,2.68329607236088123e+04,1.57238253385040272e+00,1.35405721902527439e+05,3.00000000000000000e+02,6.54423548330879401e-02
75,5.72916666666666630e-01,9.37500000000000139e-03,1.81839805269445343e+01,9.23496071700772431e-06,1.81839805269468791e+01,2.26187954818677135e+04,1.58260585802629961e+00,1.36286103463934793e+05,3.00000000000000000e+02,6.72466342874472323e-02
76,5.93750000000000000e-01,9.37500000000000139e-03,1.81797477717833509e+01,-9.47252636019743433e-06,1.81797477717858200e+01,2.45499622618745670e+04,1.53706985189564205e+00,1.32364770295993221e+05,3.00000000000000000e+02,6.69529637193636284e-02
77,6.14583333333333259e-01,9.37500000000000139e-03,1.81837947014981829e+01,9.69476998181958672e-06,1.81837947015007657e+01,2.03378893884055178e+04,1.54926649499883085e+00,1.33415084216824325e+05,3.00000000000000000e+02,6.86922789465609085e-02
78,6.35416666666666630e-01,9.37500000000000139e-03,1.81799379340652756e+01,-9.89161768423869014e-06,1.81799379340679650e+01,2.22670549619056801e+04,1.50110194744474956e+00,1.29267394204204611e+05,3.00000000000000000e+02,6.85608708855114934e-02
79,6.56250000000000000e-01,9.37500000000000139e-03,1.81836004071387265e+01,1.01023225513791243e-05,1.81836004071415331e+01,1.80568899905709186e+04,1.51499303712477684e+00,1.30463625392000162e+05,3.00000000000000000e+02,7.02486462073996926e-02
80,6.77083333333333259e-01,9.37500000000000139e-03,1.81801361727236923e+01,-1.02829597857407004e-05,1.81801361727265984e+01,1.99842430065311928e+04,1.46441347912869047e+00,1.26107966755167174e+05,3.00000000000000000e+02,7.02785126989348835e-02
81,6.97916666666666630e-01,9.37500000000000139e-03,1.81833984506523834e+01,1.04655090995046242e-05,1.81833984506553961e+01,1.57757932838849283e+04,1.47973349537160637e+00,1.27427249953925886e+05,3.00000000000000000e+02,7.19290422279604685e-02
82,7.18750000000000000e-01,9.37500000000000139e-03,1.81803416399078763e+01,-1.06236875026760570e-05,1.81803416399109814e+01,1.77015301965934086e+04,1.42693205768620968e+00,1.22880254147647938e+05,3.00000000000000000e+02,7.21205526110650225e-02
83,7.39583333333333259e-01,9.37500000000000139e-03,1.81831897013703916e+01,1.07698798594674274e-05,1.81831897013735819e+01,1.34945957008144833e+04,1.44342776807565554e+00,1.24300782247835072e+05,3.00000000000000000e+02,7.37492530056780837e-02
84,7.60416666666666630e-01,9.37500000000000139e-03,1.81805534585616790e+01,-1.09381580415949452e-05,1.81805534585649688e+01,1.54189198937026558e+04,1.38857687989349454e+00,1.19577298012028274e+05,3.00000000000000000e+02,7.41044260700105539e-02
85,7.81250000000000000e-01,9.37500000000000139e-03,1.81829750517188593e+01,1.10323480808341252e-05,1.81829750517222060e+01,1.12132940821032626e+04,1.40600610846418128e+00,1.21078216030392970e+05,3.00000000000000000e+02,7.57281690419723957e-02
86,8.02083333333333259e-01,9.37500000000000139e-03,1.81807707294822656e+01,-1.11995789779699296e-05,1.81807707294857153e+01,1.31364150219013736e+04,1.34925701148808508e+00,1.16191267544296439e+05,3.00000000000000000e+02,7.62510596181347616e-02
87,8.22916666666666630e-01,9.37500000000000139e-03,1.81827553957118653e+01,1.12751214244973858e-05,1.81827553957153611e+01,8.93188572412406029e+03,1.36738718826125916e+00,1.17752547717118330e+05,3.00000000000000000e+02,7.78886139518587817e-02
88,8.43750000000000000e-01,9.37500000000000139e-03,1.81809925375916634e+01,-1.13860789509257386e-05,1.81809925375952304e+01,1.08540180816216871e+04,1.30886920546647545e+00,1.12713271628745541e+05,3.00000000000000000e+02,7.85858325256825196e-02
89,8.64583333333333259e-01,9.37500000000000139e-03,1.81825316772287735e+01,1.14532728184035972e-05,1.81825316772323795e+01,6.65036836908018904e+03,1.32747561163286631e+00,1.14315562295764292e+05,3.00000000000000000e+02,8.02584638328440875e-02
90,8.85416666666666630e-01,9.37500000000000139e-03,1.81812179241779575e+01,-1.15406463583623996e-05,1.81812179241816203e+01,8.57173108622062864e+03,1.26729508066677043e+00,1.09133115871618938e+05,3.00000000000000000e+02,8.11399004309173860e-02
91,9.06250000000000000e-01,9.37500000000000139e-03,1.81823048675826335e+01,1.15856001761241143e-05,1.81823048675863248e+01,4.36874023223753011e+03,1.28615868780610754e+00,1.10757555400422949e+05,3.00000000000000000e+02,8.28722101003412370e-02
92,9.27083333333333259e-01,9.37500000000000139e-03,1.81814459632309813e+01,-1.16306454397766668e-05,1.81814459632347010e+01,6.28955558745390954e+03,1.22439729167578815e+00,1.05438972772660491e+05,3.00000000000000000e+02,8.39520660577743744e-02
93,9.47916666666666630e-01,9.37500000000000139e-03,1.81820759394951494e+01,1.15093693285103365e-05,1.81820759394987910e+01,2.08699996165222592e+03,1.24330184198169680e+00,1.07066938122253821e+05,3.00000000000000000e+02,8.57740510817296131e-02
94,9.68750000000000000e-01,9.37500000000000139e-03,1.81816762075248874e+01,-1.21332798970640194e-05,1.81816762075289340e+01,4.00749267110242272e+03,1.18001157214858066e+00,1.01616696535575029e+05,3.00000000000000000e+02,8.70749031599442058e-02
95,9.89583333333333259e-01,9.37500000000000139e-03,1.81818491973053611e+01,6.85645014287722470e-06,1.81818491973066543e+01,-1.94853644299386048e+02,1.19873689263008432e+00,1.03229227508839715e+05,3.00000000000000000e+02,8.90427890617928042e-02
96,1.04166666666666661e-02,1.56250000000000000e-02,2.46814788038889183e+01,3.15658561817355832e+00,2.48825125080181166e+01,5.66276313512885827e+04,1.99544502570357407e+00,1.71837748388463282e+05,3.00000000000000000e+02,7.00190804394503763e-02
97,3.12500000000000000e-02,1.56250000000000000e-02,2.52514954187740166e+01,4.06469909115252492e-01,2.52547666524832763e+01,5.22994217365609948e+04,1.94607648971518077e+00,1.67586376911822794e+05,3.00000000000000000e+02,7.57851854492955501e-02
98,5.20833333333333287e-02,1.56250000000000000e-02,2.54462942845938045e+01,1.42380123240341772e-01,2.54466926125507555e+01,5.42400877509745769e+04,1.96283338305903610e+00,1.69029396782128897e+05,3.00000000000000000e+02,7.33065501699316363e-02
99,7.29166666666666574e-02,1.56250000000000000e-02,2.54583329509390666e+01,1.00770256299151841e-02,2.54583349453045606e+01,4.99846099555310429e+04,1.92163077172109387e+00,1.65481233906762005e+05,3.00000000000000000e+02,7.74197255189845446e-02
100,9.37500000000000000e-02,1.56250000000000000e-02,2.54508826563970274e+01,2.80636360966674426e-03,2.54508828111200849e+01,5.19505672003818254e+04,1.93171136534046606e+00,1.66349324226294237e+05,3.00000000000000000e+02,7.45359608635693255e-02
101,1.14583333333333329e-01,1.56250000000000000e-02,2.54587501550159203e+01,-1.35852126222183475e-04,2.54587501553783859e+01,4.77040819602736810e+04,1.89722034114335081e+00,1.63379129677559657e+05,3.00000000000000000e+02,7.84000804834918685e-02
102,1.35416666666666657e-01,1.56250000000000000e-02,2.54504841308850196e+01,4.04420626617780305e-06,2.54504841308853429e+01,4.96667905629681336e+04,1.90051475009709048e+00,1.63662827704610943e+05,3.00000000000000000e+02,7.57804285927884957e-02
103,1.56250000000000000e-01,1.56250000000000000e-02,2.54585956185734048e+01,-1.45057093257765443e-05,2.54585956185775402e+01,4.54238594500803811e+04,1.87216476207693305e+00,1.61221468486255093e+05,3.00000000000000000e+02,7.94326012740183274e-02
104,1.77083333333333315e-01,1.56250000000000000e-02,2.54505358732608293e+01,-4.12136930933878395e-06,2.54505358732611597e+01,4.73831815734272095e+04,1.86912812824790286e+00,1.60959968764068151e+05,3.00000000000000000e+02,7.70728511483574491e-02
105,1.97916666666666657e-01,1.56250000000000000e-02,2.54585143598478574e+01,2.56034267235738445e-06,2.54585143598479853e+01,4.31435907204111354e+04,1.84644453744191295e+00,1.59006571341810341e+05,3.00000000000000000e+02,8.05245162287858834e-02
106,2.18750000000000000e-01,1.56250000000000000e-02,2.54506216863302157e+01,-3.52350591632410327e-06,2.54506216863304573e+01,4.50996083809510965e+04,1.83751956698136309e+00,1.58237997510600078e+05,3.00000000000000000e+02,7.84157443015928435e-02
107,2.39583333333333315e-01,1.56250000000000000e-02,2.54584197969422341e+01,3.78513444983385894e-06,2.54584197969425148e+01,4.08632858420151315e+04,1.82004957217581920e+00,1.56733568907920679e+05,3.00000000000000000e+02,8.16796922535201753e-02
108,2.60416666666666630e-01,1.56250000000000000e-02,2.54507245093010326e+01,-4.09650239418172126e-06,2.54507245093013630e+01,4.28160739760333818e+04,1.80565681804379086e+00,1.55494136885841057e+05,3.00000000000000000e+02,7.98136706284304637e-02
109,2.81250000000000000e-01,1.56250000000000000e-02,2.54583086304632040e+01,4.40659853130730625e-06,2.54583086304635842e+01,3.85829388976693444e+04,1.79296763371379941e+00,1.54401407777263841e+05,3.00000000000000000e+02,8.29028293783246328e-02
110,3.02083333333333315e-01,1.56250000000000000e-02,2.54508437465942947e+01,-4.69495323902974466e-06,2.54508437465947281e+01,4.05325850443636009e+04,1.77350597127745080e+00,1.52725466716557683e+05,3.00000000000000000e+02,8.12718242234676119e-02
111,3.22916666666666630e-01,1.56250000000000000e-02,2.54581814773890116e+01,4.96890856417473540e-06,2.54581814773894983e+01,3.63025431183798137e+04,1.76518432758135502e+00,1.52008848369668383e+05,3.00000000000000000e+02,8.41992208250622876e-02
112,3.43750000000000000e-01,1.56250000000000000e-02,2.54509786752615241e+01,-5.24812593381254234e-06,2.54509786752620641e+01,3.82491482234990181e+04,1.74103125641827794e+00,1.49928906646460004e+05,3.00000000000000000e+02,8.27960274281552000e-02
113,3.64583333333333315e-01,1.56250000000000000e-02,2.54580387986722343e+01,5.51843316804418675e-06,2.54580387986728311e+01,3.40220919937139333e+04,1.73668286871045474e+00,1.49554445239000808e+05,3.00000000000000000e+02,8.55748333501060582e-02
114,3.85416666666666630e-01,1.56250000000000000e-02,2.54511289685452624e+01,-5.78642748498427044e-06,2.54511289685459232e+01,3.59657699299836386e+04,1.70819478369713806e+00,1.47101193798079039e+05,3.00000000000000000e+02,8.43928306722614013e-02
115,4.06250000000000000e-01,1.56250000000000000e-02,2.54578810462059870e+01,6.06026679455948798e-06,2.54578810462067082e+01,3.17415791734616760e+04,1.70744380019518238e+00,1.47036522853808128e+05,3.00000000000000000e+02,8.70364203387001406e-02
116,4.27083333333333315e-01,1.56250000000000000e-02,2.54512939079704701e+01,-6.31056606329915384e-06,2.54512939079712517e+01,3.36824564222962726e+04,1.67495624027373879e+00,1.44238856631173025e+05,3.00000000000000000e+02,8.60696361898714568e-02
117,4.47916666666666630e-01,1.56250000000000000e-02,2.54577091004818499e+01,6.55290807513027975e-06,2.54577091004826954e+01,2.94609985698942728e+04,1.67744466136592685e+00,1.44453147013526788e+05,3.00000000000000000e+02,8.85916576280734586e-02
118,4.68750000000000000e-01,1.56250000000000000e-02,2.54514726755658884e+01,-6.79389252588490566e-06,2.54514726755667979e+01,3.13992135807557424e+04,1.64127252979529836e+00,1.41338183903322119e+05,3.00000000000000000e+02,8.78348480741578536e-02
119,4.89583333333333315e-01,1.56250000000000000e-02,2.54575236415479331e+01,7.02859948842652574e-06,2.54575236415489030e+01,2.71803444450954848e+04,1.64665959647285653e+00,1.41802091150260036e+05,3.00000000000000000e+02,9.02493105107280563e-02
120,5.10416666666666630e-01,1.56250000000000000e-02,2.54516646069427033e+01,-7.26841663244389178e-06,2.54516646069437407e+01,2.91160470343052802e+04,1.60709734837168106e+00,1.38395188155027310e+05,3.00000000000000000e+02,8.96980576284114456e-02
121,5.31250000000000000e-01,1.56250000000000000e-02,2.54573253959841281e+01,7.51277632143492628e-06,2.54573253959852366e+01,2.48996113362931101e+04,1.61505889037876194e+00,1.39080796344967093e+05,3.00000000000000000e+02,9.20194378257197798e-02
122,5.52083333333333259e-01,1.56250000000000000e-02,2.54518689489995538e+01,-7.70660759216011257e-06,2.54518689490007191e+01,2.68329620715161873e+04,1.57238067853545660e+00,1.35405562132080842e+05,3.00000000000000000e+02,9.16702700728259240e-02
123,5.72916666666666630e-01,1.56250000000000000e-02,2.54571151617224807e+01,7.88216357820079796e-06,2.54571151617236993e+01,2.26187940977844337e+04,1.58260841422392828e+00,1.36286323590893589e+05,3.00000000000000000e+02,9.39136465107201224e-02
124,5.93750000000000000e-01,1.56250000000000000e-02,2.54520847952797986e+01,-8.11145193242418805e-06,2.54520847952810918e+01,2.45499636718050679e+04,1.53706818259651179e+00,1.32364626544298604e+05,3.00000000000000000e+02,9.37641891954567042e-02
125,6.14583333333333259e-01,1.56250000000000000e-02,2.54568939116590371e+01,8.28696918979448510e-06,2.54568939116603872e+01,2.03378879440052915e+04,1.54926895767928885e+00,1.33415296290551953e+05,3.00000000000000000e+02,9.59454082243907380e-02
126,6.35416666666666630e-01,1.56250000000000000e-02,2.54523111900048704e+01,-8.44740015935555738e-06,2.54523111900062737e+01,2.22670564320602934e+04,1.50110046904515371e+00,1.29267266891823412e+05,3.00000000000000000e+02,9.59945733043216093e-02
127,6.56250000000000000e-01,1.56250000000000000e-02,2.54566625936015214e+01,8.64018278887299675e-06,2.54566625936029887e+01,1.80568884834954843e+04,1.51499541746438027e+00,1.30463830374945115e+05,3.00000000000000000e+02,9.81304619156756625e-02
128,6.77083333333333259e-01,1.56250000000000000e-02,2.54525471676280546e+01,-8.77990715938602830e-06,2.54525471676295680e+01,1.99842445400904435e+04,1.46441219800533418e+00,1.26107856431229360e+05,3.00000000000000000e+02,9.83786883033187093e-02
129,6.97916666666666630e-01,1.56250000000000000e-02,2.54564221798508719e+01,8.95583068264861802e-06,2.54564221798524493e+01,1.57757917324834416e+04,1.47973580610603417e+00,1.27427448942821124e+05,3.00000000000000000e+02,1.00487324328626393e-01
130,7.18750000000000000e-01,1.56250000000000000e-02,2.54527917432490796e+01,-9.08041163479518180e-06,2.54527917432506996e+01,1.77015317776781922e+04,1.42693098196787505e+00,1.22880161512163555e+05,3.00000000000000000e+02,1.00936889510288508e-01
131,7.39583333333333259e-01,1.56250000000000000e-02,2.54561736938199914e+01,9.20653938390329806e-06,2.54561736938216576e+01,1.34945940925584928e+04,1.44343002428897416e+00,1.24300976541645010e+05,3.00000000000000000e+02,1.03037952120915627e-01
132,7.60416666666666630e-01,1.56250000000000000e-02,2.54530438535300192e+01,-9.34938551539532286e-06,2.54530438535317352e+01,1.54189215166869144e+04,1.38857602062838437e+00,1.19577224016413325e+05,3.00000000000000000e+02,1.03693376147615340e-01
133,7.81250000000000000e-01,1.56250000000000000e-02,2.54559181991890178e+01,9.44479300205115359e-06,2.54559181991907728e+01,1.12132924356928888e+04,1.40600832935483266e+00,1.21078407282391418e+05,3.00000000000000000e+02,1.05808606186622786e-01
134,8.02083333333333259e-01,1.56250000000000000e-02,2.54533024425187797e+01,-9.56951338452012638e-06,2.54533024425205774e+01,1.31364166932936223e+04,1.34925638388721114e+00,1.16191213498447192e+05,3.00000000000000000e+02,1.06677186783726619e-01
135,8.22916666666666630e-01,1.56250000000000000e-02,2.54556567824793518e+01,9.64100050061295985e-06,2.54556567824811779e+01,8.93188404265124154e+03,1.36738939619262179e+00,1.17752737853127619e+05,3.00000000000000000e+02,1.08830998478001525e-01
136,8.43750000000000000e-01,1.56250000000000000e-02,2.54535664115690459e+01,-9.73087353486393486e-06,2.54535664115709075e+01,1.08540197743668614e+04,1.30886883018067324e+00,1.12713239311008685e+05,3.00000000000000000e+02,1.09923527125458304e-01
137,8.64583333333333259e-01,1.56250000000000000e-02,2.54553905319688027e+01,9.79540586335889892e-06,2.54553905319706892e+01,6.65036666349105326e+03,1.32747784326255713e+00,1.14315754472555112e+05,3.00000000000000000e+02,1.12143835415166995e-01
138,8.85416666666666630e-01,1.56250000000000000e-02,2.54538346353647960e+01,-9.85533278984727747e-06,2.54538346353667038e+01,8.57173280108924519e+03,1.26729499455067818e+00,1.09133108455731650e+05,3.00000000000000000e+02,1.13475564279458610e-01
139,9.06250000000000000e-01,1.56250000000000000e-02,2.54551206183241376e+01,9.90518639420168451e-06,2.54551206183260632e+01,4.36873850125318586e+03,1.28616099306800513e+00,1.10757753918051254e+05,3.00000000000000000e+02,1.15794925580131727e-01
