iteration,u_residual,v_residual,p_residual,continuity_residual,global_mass_imbalance
47,1.71119018126290873e-04,1.51742114373437735e-04,1.02695950938854592e-03,2.60745847282432973e-11,0.00000000000000000e+00
48,1.62788499456214370e-04,1.43847450634673057e-04,1.00254748332610343e-03,2.57348249177950957e-11,0.00000000000000000e+00
49,1.55003209363076646e-04,1.36480889724560541e-04,9.79221818377498969e-04,2.80453604759942491e-11,0.00000000000000000e+00
50,1.47724298496220672e-04,1.29605135611541233e-04,9.56915206266545208e-04,2.10708698618800336e-11,0.00000000000000000e+00
51,1.40915180233745438e-04,1.23186382022987608e-04,9.35565779925553033e-04,1.58067419901212967e-11,0.00000000000000000e+00
52,1.34542450297866432e-04,1.17192602568111685e-04,9.15116581271760866e-04,1.28663898417741767e-11,0.00000000000000000e+00
53,1.28574920932924869e-04,1.11594256443799344e-04,8.95515090030670900e-04,3.30539362718385964e-11,0.00000000000000000e+00
54,1.22983646220282511e-04,1.06363852495198726e-04,8.76712807494646322e-04,1.41175265458882733e-11,0.00000000000000000e+00
55,1.17741681098631660e-04,1.01475878978745705e-04,8.58664882657892499e-04,6.20826467876506426e-11,0.00000000000000000e+00
56,1.12824149105880667e-04,9.69063648624624783e-05,8.41329776650525285e-04,2.85200027636272372e-11,0.00000000000000000e+00
57,1.08207688862411126e-04,9.26332924541609646e-05,8.24668963852570646e-04,2.33243414190040403e-11,0.00000000000000000e+00
58,1.03870869528729394e-04,8.86357948720884457e-05,8.08646665120724335e-04,1.11760810541884355e-11,0.00000000000000000e+00
59,9.97936192834096802e-05,8.48946628952547514e-05,7.93229603255424351e-04,2.93199083952249173e-12,0.00000000000000000e+00
60,9.59573957941668395e-05,8.13918430772268126e-05,7.78386787200281032e-04,5.13570424561758868e-11,0.00000000000000000e+00
61,9.23411556223330021e-05,7.81198278938292993e-05,7.64090747154038221e-04,1.24904930517940519e-11,0.00000000000000000e+00
62,8.89329268027270065e-05,7.50506265032200518e-05,7.50314134959565956e-04,7.96030348932425862e-11,0.00000000000000000e+00
63,8.57196019276456228e-05,7.21670720961742611e-05,7.37031100096622476e-04,1.03726918656570024e-11,0.00000000000000000e+00
64,8.26864953764146264e-05,6.94599442560408576e-05,7.24217942906821613e-04,1.09048586642403045e-11,0.00000000000000000e+00
65,7.98205279486886507e-05,6.69175501270896444e-05,7.11852489301340887e-04,7.46885897039555385e-11,0.00000000000000000e+00
66,7.71094858652104741e-05,6.45287384696659270e-05,6.99913906300262735e-04,7.65822554833301541e-12,0.00000000000000000e+00
67,7.45426096056383674e-05,6.22824085174913575e-05,6.88382601008977147e-04,5.42814950955026764e-12,0.00000000000000000e+00
68,7.21096053656128459e-05,6.01686872294834413e-05,6.77240140510684645e-04,6.76752607473382024e-11,0.00000000000000000e+00
69,6.98013120520604930e-05,5.81779729149179092e-05,6.66469166233919471e-04,5.96790726315080159e-11,0.00000000000000000e+00
70,6.76090758911496566e-05,5.63015956840954968e-05,6.56053316131870873e-04,6.14087285421115943e-11,0.00000000000000000e+00
71,6.55250687955430676e-05,5.45313153057933937e-05,6.45977150786223729e-04,6.99717437918038004e-11,0.00000000000000000e+00
72,6.35419848698577801e-05,5.28595841736470811e-05,6.36226084489117895e-04,2.50848339424713245e-11,0.00000000000000000e+00
73,6.16530441979140062e-05,5.12794876553979436e-05,6.26786328016697299e-04,7.63112179369907686e-11,0.00000000000000000e+00
74,5.98521406743338173e-05,4.97844265364370600e-05,6.17644826741745468e-04,7.34703577363347637e-11,0.00000000000000000e+00
75,5.81334610894243667e-05,4.83685342192952740e-05,6.08789210930748117e-04,6.54710589540136226e-11,0.00000000000000000e+00
76,5.64917683334326825e-05,4.70262394920391424e-05,6.00207752901661109e-04,2.29503891818282902e-11,0.00000000000000000e+00
77,5.49222166876080900e-05,4.57524081921258438e-05,5.91889316512489026e-04,1.29516202343439827e-11,0.00000000000000000e+00
78,5.34203356666282752e-05,4.45423118151169073e-05,5.83823324742646210e-04,6.10125415194292978e-11,0.00000000000000000e+00
79,5.19820188843971229e-05,4.33915624718103849e-05,5.75999716419836757e-04,4.48266333537117714e-11,0.00000000000000000e+00
80,5.06032399200851923e-05,4.22959284563453964e-05,5.68408845977663529e-04,3.28429237782206585e-11,0.00000000000000000e+00
81,4.92807357564490481e-05,4.12519492465610838e-05,5.61041636022402033e-04,7.92212224278076087e-11,0.00000000000000000e+00
82,4.80112542392439271e-05,4.02562525065729447e-05,5.53889428138287527e-04,4.25060569205364637e-11,0.00000000000000000e+00
83,4.67917494958546004e-05,3.93056873693699974e-05,5.46943946833740465e-04,3.93455541066891972e-11,0.00000000000000000e+00
84,4.56194997203715534e-05,3.83972567859399019e-05,5.40197289609361522e-04,3.96911761546518856e-11,0.00000000000000000e+00
85,4.44919900584289015e-05,3.75281895685249440e-05,5.33641905366557829e-04,5.26817338622434655e-11,0.00000000000000000e+00
86,4.34067472510447032e-05,3.66961333690592613e-05,5.27270580764541206e-04,2.68454145408277179e-11,0.00000000000000000e+00
87,4.23616281938278311e-05,3.58987018102949448e-05,5.21076417321310196e-04,6.44392910921224686e-11,0.00000000000000000e+00
88,4.13546135539909633e-05,3.51337587351633788e-05,5.15052817866401991e-04,6.78424467096976996e-11,0.00000000000000000e+00
89,4.03837764331662784e-05,3.43993805625498168e-05,5.09193466106835110e-04,1.57512660263826295e-11,0.00000000000000000e+00
90,3.94473623733845446e-05,3.36937424561469277e-05,5.03492317669002780e-04,2.19759122398532164e-11,0.00000000000000000e+00
91,3.85437842162135265e-05,3.30151063757938630e-05,4.97943580431377481e-04,1.96558354744733870e-11,0.00000000000000000e+00
92,3.76714509043133300e-05,3.23620012702956425e-05,4.92541704511929900e-04,8.99844330267080745e-11,0.00000000000000000e+00
93,3.68290028100189302e-05,3.17329056126029480e-05,4.87281369802147941e-04,4.85174085196676902e-11,0.00000000000000000e+00
94,3.60150316298035736e-05,3.11265819431472420e-05,4.82157475035870542e-04,2.09271653045195930e-11,0.00000000000000000e+00
95,3.52283541562758548e-05,3.05417146119423656e-05,4.77165125666661636e-04,4.72844379786541068e-11,0.00000000000000000e+00
96,3.44677978433604367e-05,2.99771668438185405e-05,4.72299625314300583e-04,7.31591692370511850e-11,0.00000000000000000e+00
97,3.37322484653177393e-05,2.94318887854963110e-05,4.67556465993081193e-04,5.55740548496313826e-11,0.00000000000000000e+00
98,3.30206790069042432e-05,2.89048789481600396e-05,4.62931319614318820e-04,5.57103811952893044e-11,0.00000000000000000e+00
99,3.23321327679350210e-05,2.83952021954140764e-05,4.58420029241005523e-04,8.16254616817512268e-11,0.00000000000000000e+00
100,3.16656928059852924e-05,2.79019985416708505e-05,4.54018601579233953e-04,8.45290208822929370e-11,0.00000000000000000e+00
101,3.10204929354890828e-05,2.74244767256954529e-05,4.49723200738509545e-04,3.28812043363050679e-11,0.00000000000000000e+00
102,3.03957078677745990e-05,2.69618781324327441e-05,4.45530139979881878e-04,5.69713224434748155e-11,0.00000000000000000e+00
103,2.97905871551308420e-05,2.65134817111984011e-05,4.41435875525298803e-04,5.44701599656697256e-11,0.00000000000000000e+00
104,2.92043772802106198e-05,2.60786555818773961e-05,4.37437000954567093e-04,6.53294390795782143e-11,0.00000000000000000e+00
105,2.86363925949556615e-05,2.56567691791230195e-05,4.33530241206074596e-04,6.49623996209277326e-12,0.00000000000000000e+00
106,2.80859613480196767e-05,2.52472561500900617e-05,4.29712447268256836e-04,3.66732286108158102e-11,0.00000000000000000e+00
107,2.75533686950018516e-05,2.48526677590160052e-05,4.25981307586367698e-04,6.40077517638316263e-11,0.00000000000000000e+00
108,2.70389898016380322e-05,2.44759952516131805e-05,4.22335351465841756e-04,5.09364795574005903e-11,0.00000000000000000e+00
109,2.65380799813527809e-05,2.41022091870794532e-05,4.18769811079801779e-04,3.51583947486101139e-11,0.00000000000000000e+00
110,2.60521024706464198e-05,2.37370346048311397e-05,4.15281576123269463e-04,3.55449140033931859e-11,0.00000000000000000e+00
111,2.55808238927991169e-05,2.33814310363680754e-05,4.11867990551686958e-04,7.01683028370494756e-11,0.00000000000000000e+00
112,2.51237487263742823e-05,2.30353031998595121e-05,4.08526571100237452e-04,3.37340135416236448e-12,0.00000000000000000e+00
113,2.46803365637270842e-05,2.26983889104034799e-05,4.05254942139179788e-04,5.61210056863814258e-11,0.00000000000000000e+00
114,2.42501407371248213e-05,2.23703026585721081e-05,4.02050814960726169e-04,6.31189287472960577e-11,0.00000000000000000e+00
115,2.38327002508537469e-05,2.20507291283306531e-05,3.98911984370774241e-04,8.63979280380088583e-11,0.00000000000000000e+00
116,2.34275976714684936e-05,2.17393314013428572e-05,3.95836326032293661e-04,8.48067043744840499e-11,0.00000000000000000e+00
117,2.30344222107021606e-05,2.14358026253042495e-05,3.92821794199899597e-04,7.41771305385562492e-11,0.00000000000000000e+00
118,2.26527727433996192e-05,2.11398454805910785e-05,3.89866417740452633e-04,7.27773389252779464e-11,0.00000000000000000e+00
119,2.22822891038215924e-05,2.08511779772071508e-05,3.86968298829633197e-04,8.54475103769778287e-11,0.00000000000000000e+00
120,2.19225980496339626e-05,2.05695364832180581e-05,3.84125608758454317e-04,9.00040520746431103e-11,0.00000000000000000e+00
121,2.15733424422085058e-05,2.02946695247592920e-05,3.81336586963180123e-04,7.99099556304757753e-11,0.00000000000000000e+00
122,2.12341803538884741e-05,2.00263353469180212e-05,3.78599537460907890e-04,4.91558994952789276e-11,0.00000000000000000e+00
123,2.09047819623528017e-05,1.97643056783959213e-05,3.75912826198489779e-04,5.68810588311534043e-11,0.00000000000000000e+00
124,2.05848292314496513e-05,1.95083593459106770e-05,3.73274879043223782e-04,8.87429464075604986e-11,0.00000000000000000e+00
125,2.02740132735773931e-05,1.92582915392630213e-05,3.70684179620244436e-04,2.73206962696431569e-11,0.00000000000000000e+00
126,1.99720322329206151e-05,1.90139070640052113e-05,3.68139267743782948e-04,8.21123010697419546e-11,0.00000000000000000e+00
127,1.96786038348328334e-05,1.87750052539985292e-05,3.65638735251271594e-04,6.64244812616706222e-11,0.00000000000000000e+00
128,1.93934435931775497e-05,1.85414174975481102e-05,3.63181226229580931e-04,7.02309577405531513e-12,0.00000000000000000e+00
129,1.91162828598587906e-05,1.83129651722820934e-05,3.60765434596957684e-04,8.83100019111569938e-11,0.00000000000000000e+00
130,1.88468647521341259e-05,1.80894765761381036e-05,3.58390100292975628e-04,7.00270770595711587e-11,0.00000000000000000e+00
131,1.85849315990700561e-05,1.78708052680809799e-05,3.56054009920819445e-04,8.76918099462362144e-11,0.00000000000000000e+00
132,1.83302390892577836e-05,1.76567904688480467e-05,3.53755995358673607e-04,3.08442493615569725e-11,0.00000000000000000e+00
133,1.80825510894524810e-05,1.74472904277564198e-05,3.51494928485673701e-04,5.45361090057970524e-11,0.00000000000000000e+00
134,1.78416398746665726e-05,1.72421604656725237e-05,3.49269723080690084e-04,8.84254740372756890e-11,0.00000000000000000e+00
135,1.76072827329449961e-05,1.70412715478146619e-05,3.47079331748494210e-04,8.50270225951490215e-11,0.00000000000000000e+00
136,1.73792633685026733e-05,1.68444944210692918e-05,3.44922745606596811e-04,7.35364582575872185e-11,0.00000000000000000e+00
137,1.71573736102957856e-05,1.66517036398020440e-05,3.42798991658734464e-04,7.29184938147671466e-11,0.00000000000000000e+00
138,1.69414132696691195e-05,1.64627811502687599e-05,3.40707130994322854e-04,7.32491845575076093e-11,0.00000000000000000e+00
139,1.67311865218389486e-05,1.62776135116060099e-05,3.38646259283405195e-04,4.71014371501896845e-11,0.00000000000000000e+00
140,1.65265085747979915e-05,1.60960902555343319e-05,3.36615504311843386e-04,7.15999310708397178e-11,0.00000000000000000e+00
141,1.63271892981474609e-05,1.59181059130837799e-05,3.34614024606385240e-04,2.23250383771573951e-11,0.00000000000000000e+00
142,1.61330540173111043e-05,1.57435613214303072e-05,3.32641008929825414e-04,9.71524818688567500e-11,0.00000000000000000e+00
143,1.59439324568073714e-05,1.55723517175655125e-05,3.30695674044704157e-04,7.62514435948959868e-11,0.00000000000000000e+00
144,1.57596599316291249e-05,1.54043932058279477e-05,3.28777265301097592e-04,8.15375210003496073e-11,0.00000000000000000e+00
145,1.55800727309799706e-05,1.52395871291378537e-05,3.26885054823013003e-04,4.74329416746143179e-11,0.00000000000000000e+00
146,1.54050165342108823e-05,1.50778503060041403e-05,3.25018339936205809e-04,8.92019274828186355e-11,0.00000000000000000e+00
147,1.52343426880309674e-05,1.49190951108809417e-05,3.23176441720761690e-04,8.93705070102465957e-11,0.00000000000000000e+00
148,1.50679068514789926e-05,1.47632439542318299e-05,3.21358705989376763e-04,3.53038108182410447e-11,0.00000000000000000e+00
149,1.49055657748773116e-05,1.46102164139172558e-05,3.19564501881712830e-04,7.86042063512661408e-11,0.00000000000000000e+00
150,1.47471839723567880e-05,1.44599350824292613e-05,3.17793218939013808e-04,6.99162111831085580e-11,0.00000000000000000e+00
151,1.45926322036135872e-05,1.43123314640488771e-05,3.16044269078289460e-04,4.51683753845672816e-11,0.00000000000000000e+00
152,1.44417808247811205e-05,1.41673317090366016e-05,3.14317083879789554e-04,9.25214706524151751e-11,0.00000000000000000e+00
153,1.42945077774999966e-05,1.40248680561057134e-05,3.12611114729243269e-04,8.18307135621547826e-11,0.00000000000000000e+00
154,1.41506956047686896e-05,1.38848769193237983e-05,3.10925831564745050e-04,4.58517095557864855e-11,0.00000000000000000e+00
155,1.40102273329253621e-05,1.37472920266496380e-05,3.09260723155998141e-04,5.15761499856378425e-11,0.00000000000000000e+00
156,1.38729928210762381e-05,1.36120536631087648e-05,3.07615294744520364e-04,4.42039969927995480e-11,0.00000000000000000e+00
157,1.37388859901349290e-05,1.34791029957690545e-05,3.05989068508095681e-04,4.37198639203881806e-11,0.00000000000000000e+00
158,1.36078029049805659e-05,1.33483814231307014e-05,3.04381583205150133e-04,5.56971993637023109e-11,0.00000000000000000e+00
159,1.34796431848546423e-05,1.32198342464916696e-05,3.02792392678873817e-04,8.31890282477965641e-11,0.00000000000000000e+00
160,1.33543110710721801e-05,1.30934075432512992e-05,3.01221065812044191e-04,4.28160633370479328e-11,0.00000000000000000e+00
161,1.32317136962631185e-05,1.29690500814926408e-05,2.99667186320231910e-04,9.21754440041013993e-11,0.00000000000000000e+00
162,1.31117586065965606e-05,1.28467093885240279e-05,2.98130350821751715e-04,9.41863386336554842e-11,0.00000000000000000e+00
163,1.29943623662983222e-05,1.27263395483597030e-05,2.96610169729735090e-04,4.24027477911514099e-11,0.00000000000000000e+00
164,1.28794393343828619e-05,1.26078920152877349e-05,2.95106266957632544e-04,6.10162649852114279e-11,0.00000000000000000e+00
165,1.27669077887486462e-05,1.24913201766308977e-05,2.93618277294580953e-04,4.14880546063654441e-11,0.00000000000000000e+00
166,1.26566926873366182e-05,1.23765819455062507e-05,2.92145848456382520e-04,8.85974028742542294e-11,0.00000000000000000e+00
167,1.25487162266849032e-05,1.22636324777932114e-05,2.90688639115634323e-04,5.61384602074268759e-11,0.00000000000000000e+00
168,1.24429083949238763e-05,1.21524322768469826e-05,2.89246319304433915e-04,7.17967445475530672e-11,0.00000000000000000e+00
169,1.23391954455815701e-05,1.20429387478650252e-05,2.87818569581468106e-04,4.85600208239354571e-11,0.00000000000000000e+00
170,1.22375131713440891e-05,1.19351147462224590e-05,2.86405080344501824e-04,8.34912402820120748e-11,0.00000000000000000e+00
171,1.21377941724593160e-05,1.18289208007581932e-05,2.85005551964859574e-04,4.66380251760597102e-11,0.00000000000000000e+00
172,1.20399789000497149e-05,1.17243221844636054e-05,2.83619694784365711e-04,1.03165805514441668e-11,0.00000000000000000e+00
173,1.19440027182335730e-05,1.16212810564848085e-05,2.82247227504039435e-04,2.80635634816306871e-11,0.00000000000000000e+00
174,1.18498113350906653e-05,1.15197640310163654e-05,2.80887878013576730e-04,2.17264317963817736e-11,0.00000000000000000e+00
175,1.17573456104635533e-05,1.14197370575965579e-05,2.79541382372319692e-04,4.48552366268532657e-11,0.00000000000000000e+00
176,1.16665536318724645e-05,1.13211683356293719e-05,2.78207484614754726e-04,5.69031801291665976e-11,0.00000000000000000e+00
177,1.15773812713355900e-05,1.12240259606242918e-05,2.76885937725848458e-04,8.06974866118364567e-11,0.00000000000000000e+00
178,1.14897778813189539e-05,1.11282778799681076e-05,2.75576501053827097e-04,5.56761693246441377e-11,0.00000000000000000e+00
179,1.14036967363280192e-05,1.10338963996446426e-05,2.74278941993165686e-04,1.77151804928825967e-11,0.00000000000000000e+00
180,1.13190866745406132e-05,1.09408491150035058e-05,2.72993034876377848e-04,7.88804286200707477e-11,0.00000000000000000e+00
181,1.12359111156849956e-05,1.08491115857173836e-05,2.71718558762733351e-04,5.69803565126085547e-11,0.00000000000000000e+00
182,1.11541215006523231e-05,1.07586550947455490e-05,2.70455302867166091e-04,8.23780429060119958e-11,0.00000000000000000e+00
183,1.10736738011653812e-05,1.06694513309106624e-05,2.69203060209129597e-04,9.17707124613758525e-11,0.00000000000000000e+00
184,1.09945313961932077e-05,1.05814764756125163e-05,2.67961630529678157e-04,8.73235582360989577e-11,0.00000000000000000e+00
185,1.09166544452574318e-05,1.04947044684316600e-05,2.66730819388995527e-04,8.78929177398348669e-11,0.00000000000000000e+00
186,1.08400051411313014e-05,1.04091106941902386e-05,2.65510437866179456e-04,9.69927266834849575e-11,0.00000000000000000e+00
187,1.07645477836880832e-05,1.03246714873053783e-05,2.64300302571092883e-04,3.25509837561299197e-11,0.00000000000000000e+00
188,1.06902484660669207e-05,1.02413639496625732e-05,2.63100235408261730e-04,8.70578377975862031e-11,0.00000000000000000e+00
189,1.06170702368461211e-05,1.01591641663595213e-05,2.61910063268845910e-04,8.88612391274020495e-11,0.00000000000000000e+00
190,1.05449870575130553e-05,1.00780522014526475e-05,2.60729617439108810e-04,2.43074951014961528e-11,0.00000000000000000e+00
191,1.04739638084740564e-05,9.99800551306127841e-06,2.59558735116151122e-04,4.28196413985617594e-11,0.00000000000000000e+00
192,1.04039685269124216e-05,9.91900210077388130e-06,2.58397257133650146e-04,6.22665989119629379e-11,0.00000000000000000e+00
193,1.03349776138437000e-05,9.84102374055799950e-06,2.57245028298118048e-04,2.46125375283010806e-11,0.00000000000000000e+00
194,1.02669611467991345e-05,9.76405013375818648e-06,2.56101898726691273e-04,6.97087179927077122e-11,0.00000000000000000e+00
195,1.01998887492668113e-05,9.68806004094857476e-06,2.54967722495076611e-04,5.66503593792137334e-11,0.00000000000000000e+00
196,1.01337427466712142e-05,9.61303816090491966e-06,2.53842355990942941e-04,6.28948389821002094e-11,0.00000000000000000e+00
197,1.00684902920894418e-05,9.53896305685687662e-06,2.52725661942487182e-04,7.13348748184795353e-11,0.00000000000000000e+00
198,1.00041109265758449e-05,9.46581830735436268e-06,2.51617504979862220e-04,4.31597129354852616e-11,0.00000000000000000e+00
199,9.94058165647062644e-06,9.39358657730331917e-06,2.50517753787342292e-04,8.15406241717931043e-11,0.00000000000000000e+00
200,9.87787864644897802e-06,9.32225006373453882e-06,2.49426280605063836e-04,7.35768896703820782e-11,0.00000000000000000e+00
201,9.81598345159511171e-06,9.25179360181766045e-06,2.48342960442209950e-04,7.64797632623101288e-11,0.00000000000000000e+00
202,9.75487216657520612e-06,9.18219970525651041e-06,2.47267672395816613e-04,5.87047622792881092e-11,0.00000000000000000e+00
203,9.69452652422409460e-06,9.11345344723336210e-06,2.46200298029147985e-04,8.38560881538859012e-11,0.00000000000000000e+00
204,9.63492619754671394e-06,9.04553889426230228e-06,2.45140722500804167e-04,8.02377116593694501e-11,0.00000000000000000e+00
205,9.57605099301532631e-06,8.97844200202916926e-06,2.44088832334848991e-04,8.59980610782522930e-11,0.00000000000000000e+00
206,9.51788754207097954e-06,8.91214708715861878e-06,2.43044518543272461e-04,8.75756218542759945e-11,0.00000000000000000e+00
207,9.46041738523234786e-06,8.84664048440490719e-06,2.42007674294030228e-04,9.86081878932137199e-11,0.00000000000000000e+00
208,9.40362277003401119e-06,8.78190788011215091e-06,2.40978195102286549e-04,9.23024734007469248e-11,0.00000000000000000e+00
209,9.34748865853589404e-06,8.71793634314614898e-06,2.39955979357768360e-04,8.11490866540198264e-11,0.00000000000000000e+00
210,9.29199799529075736e-06,8.65471147653093977e-06,2.38940927525576295e-04,6.59479998909385737e-11,0.00000000000000000e+00
211,9.23713684741158303e-06,8.59222146631818816e-06,2.37932943114376225e-04,3.95719502664646474e-11,0.00000000000000000e+00
212,9.18289062549360673e-06,8.53045314065620125e-06,2.36931931169229924e-04,5.59826407416339561e-12,0.00000000000000000e+00
213,9.12924498892742137e-06,8.46939405260016751e-06,2.35937799427127036e-04,4.34217630210258781e-11,0.00000000000000000e+00
214,9.07618659018709886e-06,8.40903221189526590e-06,2.34950457613628460e-04,9.04571658442703986e-11,0.00000000000000000e+00
215,9.02370278239253945e-06,8.34935584432102588e-06,2.33969817516702983e-04,7.60791458354590375e-11,0.00000000000000000e+00
216,8.97178081200102457e-06,8.29035304368776310e-06,2.32995792930865066e-04,7.45660999974013781e-11,0.00000000000000000e+00
217,8.92040935598399512e-06,8.23201282449203642e-06,2.32028299279422921e-04,6.84286173406008192e-11,0.00000000000000000e+00
218,8.86957543421456467e-06,8.17432411332327895e-06,2.31067254822123636e-04,6.58635100322987690e-11,0.00000000000000000e+00
219,8.81926836035520834e-06,8.11727609982143052e-06,2.30112578851557868e-04,7.03813284913248219e-11,0.00000000000000000e+00
220,8.76947705347704572e-06,8.06085824154238803e-06,2.29164192674751089e-04,7.46777123748723648e-11,0.00000000000000000e+00
221,8.72019066610487431e-06,8.00506001297276146e-06,2.28222019256822765e-04,6.10259526005535046e-11,0.00000000000000000e+00
222,8.67139935683963442e-06,7.94987167600659252e-06,2.27285983399391436e-04,6.30544635220677565e-11,0.00000000000000000e+00
223,8.62309337969801559e-06,7.89528318368286453e-06,2.26356011155541998e-04,6.03592995335835183e-11,0.00000000000000000e+00
224,8.57526244228973080e-06,7.84128472932529853e-06,2.25432030644237113e-04,4.07691213893078200e-11,0.00000000000000000e+00
