iteration,u_residual,v_residual,w_residual,p_residual,continuity_residual,global_mass_imbalance
43,8.70079842870939441e-05,6.43206251033576068e-05,3.15488659688132218e-05,6.72871543709137787e-05,3.92645299398018352e-09,0.00000000000000000e+00
44,8.43542774974917134e-05,6.25717967293677908e-05,3.08355759246242738e-05,6.46922824610380356e-05,5.58618770720157732e-09,0.00000000000000000e+00
45,8.15665305917556563e-05,6.08872624955589145e-05,3.01640685485427283e-05,6.18976229767952797e-05,2.27513270074212350e-09,0.00000000000000000e+00
46,7.88529101260053455e-05,5.92154230587573798e-05,2.94439958570421435e-05,5.91051631510667845e-05,2.20101775492546104e-09,0.00000000000000000e+00
47,7.62438763366679676e-05,5.76685774447710062e-05,2.86735898259000640e-05,5.64632721600104279e-05,4.81411635977756517e-09,0.00000000000000000e+00
48,7.39777718308195668e-05,5.61712571904596724e-05,2.78957028375583078e-05,5.41778749158253488e-05,4.50622740277278599e-09,0.00000000000000000e+00
49,7.16454666499759539e-05,5.47319400848794366e-05,2.71225865222270186e-05,5.20784904701145941e-05,1.16081985903827632e-09,0.00000000000000000e+00
50,6.93195893081746786e-05,5.33748853143064440e-05,2.63459264581504979e-05,4.99641710649122064e-05,4.12239597354950872e-09,0.00000000000000000e+00
51,6.71003802126456334e-05,5.20574512371256405e-05,2.55260765782840133e-05,4.79021012339206839e-05,2.82645048897804752e-09,0.00000000000000000e+00
52,6.51075257957778059e-05,5.07647582065954192e-05,2.47245405110819499e-05,4.60757279887168638e-05,4.05975069745389297e-09,0.00000000000000000e+00
53,6.33070208546770302e-05,4.95332790682135468e-05,2.39049839514770317e-05,4.47145346451057474e-05,2.97366049797450145e-09,0.00000000000000000e+00
54,6.14334143099914043e-05,4.83585808263902733e-05,2.31089779716603020e-05,4.34012375587218191e-05,3.29230613005107313e-09,0.00000000000000000e+00
55,5.96302961192288113e-05,4.72517020037456601e-05,2.22926569219971458e-05,4.20201055234113938e-05,1.14081097795369717e-09,0.00000000000000000e+00
56,5.78775865474352369e-05,4.61706332054514446e-05,2.14956321358930555e-05,4.05571353573113086e-05,6.32357663545304475e-10,0.00000000000000000e+00
57,5.63053009201080156e-05,4.51281697448350353e-05,2.07058075133639790e-05,3.92957965840132724e-05,3.17361465123623176e-09,0.00000000000000000e+00
58,5.48664074401542263e-05,4.41121680645832401e-05,1.99135488637268177e-05,3.83525008341549726e-05,3.30842006559163619e-09,0.00000000000000000e+00
59,5.34090998554701481e-05,4.31324498912977655e-05,1.91410838829246425e-05,3.74498546271609305e-05,2.86794047729057858e-09,0.00000000000000000e+00
60,5.20735253248075811e-05,4.22056995663485550e-05,1.83919695090801857e-05,3.65157478459359264e-05,9.42700621875169369e-10,0.00000000000000000e+00
61,5.07494512947396611e-05,4.12487374809551651e-05,1.76578172235993089e-05,3.54646445445010893e-05,3.45389839191152620e-09,0.00000000000000000e+00
62,4.94275033834266911e-05,4.02952449348615771e-05,1.69209640473816959e-05,3.42171176104453639e-05,7.17957201649666672e-10,0.00000000000000000e+00
63,4.81867172527061037e-05,3.93503539074345008e-05,1.62231243064953072e-05,3.29036940800331938e-05,2.22370970621006411e-09,0.00000000000000000e+00
64,4.70714662646802779e-05,3.84320430263539376e-05,1.55534228657484886e-05,3.17755444102904824e-05,7.47636883302629720e-10,0.00000000000000000e+00
65,4.60822234708547804e-05,3.75243887293075749e-05,1.49039746221205874e-05,3.09808787562807327e-05,2.52246947780059503e-09,0.00000000000000000e+00
66,4.50085063849868939e-05,3.66879857508991706e-05,1.42704738796699207e-05,3.02306647448032736e-05,2.74559036351961150e-09,0.00000000000000000e+00
67,4.39202257278166870e-05,3.58674122575272904e-05,1.36747937732804358e-05,2.92215980130402919e-05,2.68694802415229363e-09,0.00000000000000000e+00
68,4.29390673291543673e-05,3.50856460657352395e-05,1.31089596536319478e-05,2.83376924062045021e-05,1.43725609411400471e-09,0.00000000000000000e+00
69,4.19642601790126932e-05,3.43244859225172899e-05,1.25606885477008773e-05,2.75535212126686791e-05,2.67937713238133567e-09,0.00000000000000000e+00
70,4.11254060528985771e-05,3.35382822789212761e-05,1.20351247167274010e-05,2.69722082375495135e-05,1.09371717357749952e-09,0.00000000000000000e+00
71,4.04450602284605007e-05,3.27812644289351591e-05,1.15336753824858548e-05,2.67207328668839613e-05,1.53235405502028325e-09,0.00000000000000000e+00
72,3.97140190610901353e-05,3.20648180353426133e-05,1.10622010913073429e-05,2.65592361925224471e-05,1.46687106643656872e-09,0.00000000000000000e+00
73,3.88935721996408069e-05,3.13899298573415772e-05,1.06321089043622458e-05,2.62095323850964258e-05,2.05278884095244151e-09,0.00000000000000000e+00
74,3.80686946389218858e-05,3.07183943417014096e-05,1.02295509288206438e-05,2.56892834185824745e-05,2.09178344255995236e-09,0.00000000000000000e+00
75,3.72823133423672980e-05,3.00290360721557638e-05,9.84885621579251869e-06,2.50391833693233117e-05,9.62774636728147850e-10,0.00000000000000000e+00
76,3.65884447149364758e-05,2.93701556157344251e-05,9.49354262945176352e-06,2.46011813322934466e-05,2.34679514020034156e-09,0.00000000000000000e+00
77,3.58799185776096944e-05,2.87206678658647130e-05,9.17453845205248231e-06,2.43383379885703349e-05,7.52804441340471778e-10,0.00000000000000000e+00
78,3.52018747972437354e-05,2.80371020343410892e-05,8.88483478222948177e-06,2.40986334076530206e-05,2.16641915197424747e-09,0.00000000000000000e+00
79,3.44911952561225487e-05,2.73406215518564269e-05,8.62124511709360033e-06,2.36869044111215113e-05,2.17847652482133916e-09,0.00000000000000000e+00
80,3.37164759459424615e-05,2.66751359018773791e-05,8.38438669328321525e-06,2.29978395601891990e-05,9.58431567566404169e-10,0.00000000000000000e+00
81,3.30293910043656091e-05,2.59957894635802301e-05,8.17057999044307765e-06,2.23176751122964701e-05,2.14864451849756663e-09,0.00000000000000000e+00
82,3.23179046843800517e-05,2.53519106423383632e-05,7.97654538686891592e-06,2.17164188300335248e-05,1.16544596591453012e-09,0.00000000000000000e+00
83,3.14981504410112879e-05,2.47235607980302401e-05,7.79789318361091474e-06,2.09009125738698070e-05,1.69115096036489463e-09,0.00000000000000000e+00
84,3.07295971554277572e-05,2.40939362499681217e-05,7.63880493086912390e-06,2.00802754602726550e-05,5.89872216974449588e-11,0.00000000000000000e+00
85,3.00408725754742410e-05,2.34779444624238594e-05,7.48943026517798938e-06,1.94507729900323057e-05,1.89810487905045427e-09,0.00000000000000000e+00
86,2.93879857733156287e-05,2.28413023289764631e-05,7.35560585711252060e-06,1.89478611284970685e-05,1.80062856456473749e-09,0.00000000000000000e+00
87,2.87923173458155514e-05,2.22188923437238454e-05,7.22801038097185854e-06,1.86403563553127284e-05,1.71202618672877811e-09,0.00000000000000000e+00
88,2.82039967090980588e-05,2.16298178233703507e-05,7.09959374835517907e-06,1.84463446575454498e-05,1.33514522179682002e-09,0.00000000000000000e+00
89,2.75648307474016145e-05,2.10493593618943150e-05,6.98067515001327194e-06,1.82118860726374350e-05,1.30983720187902993e-09,0.00000000000000000e+00
90,2.68585603396175633e-05,2.04905934349524120e-05,6.86612589173821399e-06,1.77903986840327690e-05,1.05413207083415817e-09,0.00000000000000000e+00
91,2.61527523262367895e-05,1.99284184351272452e-05,6.76072865549468566e-06,1.72720779412581601e-05,1.55815202302147296e-09,0.00000000000000000e+00
92,2.54850851082893811e-05,1.93731587402697987e-05,6.65474005329827368e-06,1.67792473907465125e-05,9.99628657074829430e-10,0.00000000000000000e+00
93,2.48744896090122747e-05,1.88387421855522517e-05,6.54922332703193604e-06,1.63823982682422854e-05,3.10630517328395885e-11,0.00000000000000000e+00
94,2.42612299808457622e-05,1.83337048531848743e-05,6.44450453330562401e-06,1.60809188206839509e-05,5.20127123296327391e-10,0.00000000000000000e+00
95,2.37069489218211788e-05,1.78447490246754922e-05,6.33620946369216538e-06,1.59602990930210813e-05,4.59843895394008167e-10,0.00000000000000000e+00
96,2.31118075937930645e-05,1.73760035642697944e-05,6.22687412187137168e-06,1.58947715147166632e-05,8.81994867718919751e-10,0.00000000000000000e+00
97,2.25388025953439753e-05,1.69210305210414804e-05,6.11730214658585015e-06,1.58710277698080300e-05,1.44305385733461347e-09,0.00000000000000000e+00
98,2.19148669298335819e-05,1.64664944999535290e-05,6.00574191854085570e-06,1.56843897613166029e-05,6.63487049861919507e-10,0.00000000000000000e+00
99,2.12868837162340293e-05,1.60176028011702325e-05,5.89518219119859640e-06,1.53807593609382026e-05,1.02492396301230525e-09,0.00000000000000000e+00
100,2.07028799584372248e-05,1.55663535737164507e-05,5.78187893233338188e-06,1.50555172821432171e-05,8.07854554785843023e-10,0.00000000000000000e+00
101,2.01346126527480191e-05,1.51057903780169126e-05,5.66590650960523727e-06,1.46795041799127117e-05,1.18431311615681099e-09,0.00000000000000000e+00
102,1.95620667015621001e-05,1.46445625450655658e-05,5.55318311029594439e-06,1.42792398078783584e-05,7.42645914371500949e-10,0.00000000000000000e+00
103,1.90097090610553036e-05,1.41900105759939309e-05,5.43798103505054943e-06,1.38859499234211052e-05,1.34684770436058522e-09,0.00000000000000000e+00
104,1.84450528298594925e-05,1.37408334003568472e-05,5.32032389416738745e-06,1.34898827919948810e-05,5.81300581785375723e-10,0.00000000000000000e+00
105,1.78729232065426137e-05,1.32987667853797068e-05,5.20676338384174376e-06,1.30621024038764819e-05,1.07393943640224896e-09,0.00000000000000000e+00
106,1.73048842337115017e-05,1.28733258780575797e-05,5.09241942118345016e-06,1.25880115066180872e-05,7.33986297735867826e-10,0.00000000000000000e+00
107,1.67742662468947559e-05,1.24580097175394969e-05,4.98022193463572144e-06,1.21890261860008077e-05,1.00429925936441380e-09,0.00000000000000000e+00
108,1.62687301410904688e-05,1.20495244662354769e-05,4.86962743948418864e-06,1.18767371392663134e-05,4.66981100714858392e-10,0.00000000000000000e+00
109,1.57907486065777347e-05,1.16238086275416137e-05,4.76265730164721720e-06,1.15856475029610404e-05,8.50080875753311621e-10,0.00000000000000000e+00
110,1.53224027110299928e-05,1.12192683738667500e-05,4.65595289657676612e-06,1.12965419427547361e-05,1.07244702740834776e-09,0.00000000000000000e+00
111,1.48428714456710156e-05,1.08280160837145607e-05,4.55218314425398035e-06,1.10008594498953932e-05,4.58676263588090345e-10,0.00000000000000000e+00
112,1.43698442664251956e-05,1.04467658705962796e-05,4.45072474862159343e-06,1.06703909743108077e-05,9.91317333606390572e-10,0.00000000000000000e+00
113,1.39136770172305906e-05,1.00748839933475577e-05,4.35135962445462168e-06,1.03554855374671147e-05,9.54564190951445383e-10,0.00000000000000000e+00
114,1.34772880486488556e-05,9.71755424292923470e-06,4.25487510791449672e-06,1.00685912390384957e-05,2.60277737283774840e-10,0.00000000000000000e+00
115,1.29955072913359813e-05,9.36999555531941966e-06,4.16078548885013131e-06,9.68536189698614488e-06,9.50838902732202024e-10,0.00000000000000000e+00
116,1.25248049977059903e-05,9.02990165279088673e-06,4.06757267467215495e-06,9.23999692156350031e-06,6.96752813087702794e-10,0.00000000000000000e+00
117,1.20929231253696907e-05,8.69888883636274398e-06,3.97672646934725446e-06,8.84276147322070350e-06,7.84064920375748526e-10,0.00000000000000000e+00
118,1.16796153555543499e-05,8.38265314414889366e-06,3.88695807315519260e-06,8.49949966415386793e-06,5.87271521953391492e-10,0.00000000000000000e+00
119,1.12891031002489937e-05,8.07998493538075383e-06,3.79907805756191498e-06,8.21712884501050320e-06,5.54146960358709455e-10,0.00000000000000000e+00
120,1.08905474078261628e-05,7.78959762180297080e-06,3.71237599412059650e-06,7.92126380625168067e-06,7.61021544322210047e-10,0.00000000000000000e+00
121,1.05056900190286758e-05,7.51420589244263377e-06,3.62601880427181172e-06,7.62124334420038479e-06,7.26745946394712775e-10,0.00000000000000000e+00
122,1.01462792103292149e-05,7.25001845507788020e-06,3.54064719037380825e-06,7.36729741577794323e-06,7.18902807570113395e-10,0.00000000000000000e+00
123,9.78872781969868464e-06,6.99657612325094363e-06,3.45679027909456157e-06,7.12291537451896448e-06,5.10926025381832658e-10,0.00000000000000000e+00
124,9.44787180849430726e-06,6.75683995760295473e-06,3.37166314149611680e-06,6.89698141335630230e-06,4.75289459677700544e-10,0.00000000000000000e+00
125,9.10074245785920155e-06,6.52879298176500450e-06,3.28639925953630310e-06,6.65781003387430094e-06,5.86910235983779453e-10,0.00000000000000000e+00
126,8.77056995306814390e-06,6.31116044015016146e-06,3.20061808848766300e-06,6.42214100711638157e-06,6.26078840334831106e-10,0.00000000000000000e+00
127,8.45173384459592438e-06,6.10352074658801934e-06,3.11400675204642725e-06,6.20593715396103992e-06,3.55812944026885209e-10,0.00000000000000000e+00
128,8.14016006510599081e-06,5.90465970361237054e-06,3.02841365706557345e-06,5.98580550348917306e-06,4.41636990161029131e-10,0.00000000000000000e+00
129,7.84631585813758386e-06,5.71425142144412175e-06,2.94262147973612932e-06,5.79330137786046805e-06,5.00099561666685455e-10,0.00000000000000000e+00
130,7.55631502938343251e-06,5.53448193621976167e-06,2.85801213996141933e-06,5.61261322103069462e-06,5.37469987250970041e-10,0.00000000000000000e+00
131,7.27536533951438150e-06,5.36203907644466048e-06,2.77418819650589001e-06,5.42394368214091126e-06,5.28348386379319207e-10,0.00000000000000000e+00
132,7.01135118360222090e-06,5.19684996054029089e-06,2.69151962439977500e-06,5.25383523544050416e-06,3.96315494682121546e-10,0.00000000000000000e+00
133,6.75750133952337063e-06,5.03771837766676244e-06,2.60946928415135561e-06,5.09813551947783769e-06,4.87939638326701427e-10,0.00000000000000000e+00
134,6.51990638601157821e-06,4.88484065037310455e-06,2.52876602595215115e-06,4.96852616008771024e-06,3.30080856302990819e-10,0.00000000000000000e+00
135,6.29399873241280348e-06,4.73810638503863421e-06,2.45120547848569430e-06,4.86035461639920133e-06,4.50309106697721271e-10,0.00000000000000000e+00
136,6.07323963741822107e-06,4.59557839368097506e-06,2.37529990193797877e-06,4.74476001315612043e-06,4.33382116332578474e-10,0.00000000000000000e+00
137,5.85541196675250691e-06,4.45756545925261112e-06,2.30201758916250656e-06,4.61465966651935577e-06,4.60463679861556730e-10,0.00000000000000000e+00
138,5.63900249770566546e-06,4.32438268304717848e-06,2.23146099777157969e-06,4.46136422816423504e-06,4.45693501385921386e-10,0.00000000000000000e+00
139,5.44103431297517297e-06,4.19352172598523197e-06,2.16277164526857998e-06,4.32066005048644394e-06,4.07628610248224317e-10,0.00000000000000000e+00
140,5.24539606123846244e-06,4.06554249719716277e-06,2.09735888459080544e-06,4.17338652537709723e-06,3.38250190694680924e-10,0.00000000000000000e+00
141,5.06675527224501009e-06,3.94108704727508281e-06,2.03688187588727287e-06,4.03920852281608195e-06,2.39657210170378793e-10,0.00000000000000000e+00
142,4.89399628890349717e-06,3.81993587436358207e-06,1.97981302487638465e-06,3.90308147047245366e-06,1.11697495567846483e-10,0.00000000000000000e+00
143,4.73446570378612698e-06,3.70193971418020027e-06,1.92489430310654633e-06,3.77771521802452816e-06,4.26754135688105575e-11,0.00000000000000000e+00
144,4.58205394137419653e-06,3.58630852129364787e-06,1.87432578308765905e-06,3.65493026373141732e-06,2.28261180824439263e-10,0.00000000000000000e+00
145,4.43605974368615677e-06,3.47274633905929895e-06,1.82773572553951762e-06,3.52933405891893113e-06,2.25158799547055316e-10,0.00000000000000000e+00
146,4.29991970497160991e-06,3.36183703507945416e-06,1.78254722355479279e-06,3.40314868957824820e-06,2.36502268073964579e-10,0.00000000000000000e+00
147,4.17364013023727578e-06,3.25449629303752899e-06,1.74274189350331596e-06,3.28778265720498766e-06,3.19480502118639217e-10,0.00000000000000000e+00
148,4.05549632097845070e-06,3.15061131180561686e-06,1.70744871862055949e-06,3.18356036750782443e-06,3.03268591220907472e-10,0.00000000000000000e+00
149,3.94634836705622904e-06,3.05008399641552196e-06,1.67528022102932344e-06,3.09441385249264477e-06,1.72466765058243196e-10,0.00000000000000000e+00
150,3.84642893905512424e-06,2.95241891512419366e-06,1.64542429211771765e-06,3.02008162469565666e-06,6.02915522449931230e-11,0.00000000000000000e+00
151,3.74528753889408336e-06,2.85727412003258692e-06,1.62000703234121266e-06,2.93899166832815284e-06,2.73880426765585192e-10,0.00000000000000000e+00
152,3.65001215367867639e-06,2.76553008455815988e-06,1.59572511260792451e-06,2.85544704560000605e-06,1.46091869763612296e-10,0.00000000000000000e+00
153,3.56192137828817372e-06,2.67748052693482587e-06,1.57401868333043623e-06,2.78188573579069427e-06,2.74696155053497107e-10,0.00000000000000000e+00
154,3.47945718522949628e-06,2.59159678787624900e-06,1.55230235046108937e-06,2.72529774975095884e-06,6.54734859388847593e-11,0.00000000000000000e+00
155,3.39839597548230252e-06,2.50919410079467470e-06,1.53329435760725906e-06,2.67468161762858199e-06,8.89023028548698847e-11,0.00000000000000000e+00
156,3.31769339151503952e-06,2.43103865562954859e-06,1.51504407970757238e-06,2.61518902365716465e-06,2.44104103921711549e-10,0.00000000000000000e+00
157,3.23954752840090376e-06,2.35663500623859748e-06,1.49753877964379990e-06,2.56151806719938558e-06,4.40552982900056203e-11,0.00000000000000000e+00
158,3.16330942771990331e-06,2.28540409311107449e-06,1.47892350683753990e-06,2.51443282358091401e-06,6.48237361886772485e-11,0.00000000000000000e+00
159,3.08506555462476864e-06,2.21776424079677642e-06,1.46176246179036180e-06,2.46725464865129538e-06,2.01682521704863163e-10,0.00000000000000000e+00
160,3.00895682628331875e-06,2.15327403506084675e-06,1.44261869229537797e-06,2.42486534726712586e-06,8.29221251851583331e-11,0.00000000000000000e+00
161,2.93167496458833050e-06,2.09167650284007109e-06,1.42394284729483749e-06,2.38309091947427014e-06,1.27515051073693529e-10,0.00000000000000000e+00
162,2.85495626973555140e-06,2.03227621344926925e-06,1.40423696882142978e-06,2.34306465048116548e-06,1.84263741514108596e-10,0.00000000000000000e+00
163,2.77741137778567680e-06,1.97463536115636266e-06,1.38315676682090476e-06,2.29981707851948477e-06,1.90309333261251900e-10,0.00000000000000000e+00
164,2.70008442220860200e-06,1.91962394066695399e-06,1.36161855062819136e-06,2.25684620967985062e-06,2.08974989400255981e-10,0.00000000000000000e+00
165,2.62235712299203670e-06,1.86329737019120753e-06,1.33721201545699751e-06,2.20942266875829019e-06,8.85861292941745413e-11,0.00000000000000000e+00
166,2.54389365597605244e-06,1.80925748651370910e-06,1.31322732794595698e-06,2.15758401368531681e-06,3.76970728760757749e-11,0.00000000000000000e+00
167,2.46480962530740284e-06,1.75802617193325890e-06,1.28808283064409293e-06,2.10226591672783021e-06,5.49129570931600680e-11,0.00000000000000000e+00
168,2.38458976864728622e-06,1.70977029073554450e-06,1.26262185150541159e-06,2.05180786579207368e-06,3.56067951590717222e-11,0.00000000000000000e+00
169,2.30365225503222175e-06,1.66221578605418981e-06,1.23354966609182037e-06,1.99819670704962915e-06,1.68087453616391380e-11,0.00000000000000000e+00
170,2.22388146363245387e-06,1.61615411019056469e-06,1.20415578991464976e-06,1.94576685401561580e-06,6.81653112003399356e-11,0.00000000000000000e+00
171,2.14391547750171588e-06,1.57120034747362692e-06,1.17609158126776015e-06,1.89148738813034482e-06,7.57652117812592497e-11,0.00000000000000000e+00
172,2.06439863959295559e-06,1.52767881952311138e-06,1.14654013302596850e-06,1.83499773673532524e-06,3.12420735308823988e-11,0.00000000000000000e+00
173,1.98572975224554070e-06,1.48507153290281223e-06,1.11607371654889889e-06,1.77795698188113352e-06,9.45884091699979710e-11,0.00000000000000000e+00
174,1.90836841129740607e-06,1.44282158173133610e-06,1.08170098756081462e-06,1.72159487331995324e-06,4.49694928996967548e-12,0.00000000000000000e+00
175,1.83208805633266105e-06,1.40135930239272048e-06,1.04872190760219020e-06,1.66696468638344853e-06,4.74852139340763988e-11,0.00000000000000000e+00
176,1.75764097353984649e-06,1.35965401568868483e-06,1.01468871956676145e-06,1.61329990341511099e-06,4.16682109567222508e-11,0.00000000000000000e+00
177,1.68471588419184847e-06,1.31763260994109502e-06,9.80393323602875479e-07,1.55499765642041793e-06,1.34584171110875030e-10,0.00000000000000000e+00
178,1.61364220555812631e-06,1.27686948692225504e-06,9.45887823787034109e-07,1.49799861911433850e-06,1.06923498371435276e-10,0.00000000000000000e+00
179,1.54484924073854678e-06,1.23695994108561431e-06,9.10347312831710425e-07,1.44344310602679113e-06,1.35745529136475205e-10,0.00000000000000000e+00
180,1.47816285321157265e-06,1.19734144778975558e-06,8.74228732236298866e-07,1.39054502850771677e-06,3.44943964245210843e-11,0.00000000000000000e+00
181,1.41315066574065170e-06,1.15832466980756291e-06,8.39871947986758216e-07,1.33657094759431178e-06,6.85807139056495264e-11,0.00000000000000000e+00
182,1.35078731067037975e-06,1.11933651933813708e-06,8.05021352900835711e-07,1.28181527486875435e-06,9.51461214360624826e-11,0.00000000000000000e+00
183,1.29092476415291384e-06,1.08108997074535125e-06,7.71541874288997484e-07,1.22860710877323661e-06,9.26947937449170737e-11,0.00000000000000000e+00
184,1.23400849306730117e-06,1.04354709663606245e-06,7.38240365416873908e-07,1.17738948097831850e-06,4.69569554487356646e-11,0.00000000000000000e+00
185,1.17960787498707892e-06,1.00680326500921670e-06,7.03713808658393140e-07,1.12689201548164401e-06,3.09417863488760270e-11,0.00000000000000000e+00
186,1.12761638129750194e-06,9.70819230708265624e-07,6.67742317056768317e-07,1.07345409457959044e-06,3.99486735441448603e-11,0.00000000000000000e+00
187,1.07815475673263490e-06,9.35549755987783718e-07,6.33105086193547291e-07,1.02008275714924510e-06,3.59867531505505514e-11,0.00000000000000000e+00
