cell_id,x,y,z,velocity_x,velocity_y,velocity_z,velocity_magnitude,pressure
331,3.59375000000000000e-01,3.28125000000000000e-01,1.56250000000000000e-02,1.27014110240401303e-03,5.34512782386776519e-02,4.35747846770837260e-03,5.36436391603430790e-02,-2.38704055986904522e-02
332,3.90625000000000000e-01,3.28125000000000000e-01,1.56250000000000000e-02,-4.93541485987288898e-03,5.05697459537864935e-02,4.39054681842374235e-03,5.09993571237356905e-02,-2.48201942889599708e-02
333,4.21875000000000000e-01,3.28125000000000000e-01,1.56250000000000000e-02,-1.12128043786625907e-02,4.77263034820270826e-02,4.36953868023223519e-03,4.92201167651068333e-02,-2.55474563299972826e-02
334,4.53125000000000000e-01,3.28125000000000000e-01,1.56250000000000000e-02,-1.75936238195576501e-02,4.48116558244211274e-02,4.37204490821248987e-03,4.83397856171281434e-02,-2.60575826068402128e-02
335,4.84375000000000000e-01,3.28125000000000000e-01,1.56250000000000000e-02,-2.40273906516655297e-02,4.17602811536237697e-02,4.40023074298710130e-03,4.83797335063865103e-02,-2.63326388789131803e-02
336,5.15625000000000000e-01,3.28125000000000000e-01,1.56250000000000000e-02,-3.04034533624624563e-02,3.85183844948565543e-02,4.41456007453472268e-03,4.92699123310434903e-02,-2.63500216428706087e-02
337,5.46875000000000000e-01,3.28125000000000000e-01,1.56250000000000000e-02,-3.66217148086170757e-02,3.50247806386065827e-02,4.36868748978383892e-03,5.08622717216758585e-02,-2.60872234203322513e-02
338,5.78125000000000000e-01,3.28125000000000000e-01,1.56250000000000000e-02,-4.25336911429416986e-02,3.12739250491893897e-02,4.19182765650410061e-03,5.29598403446168361e-02,-2.55166374672433291e-02
339,6.09375000000000000e-01,3.28125000000000000e-01,1.56250000000000000e-02,-4.79730946785143497e-02,2.72698148699312484e-02,3.83700100218980697e-03,5.53153070385117782e-02,-2.46244865695084345e-02
340,6.40625000000000000e-01,3.28125000000000000e-01,1.56250000000000000e-02,-5.24982341055150875e-02,2.29407494947972274e-02,3.21450328747131982e-03,5.73818403588249454e-02,-2.33878786183691519e-02
341,6.71875000000000000e-01,3.28125000000000000e-01,1.56250000000000000e-02,-5.53535274396332322e-02,1.82449670575190286e-02,2.31903146210868383e-03,5.83289784743607001e-02,-2.17931099928370814e-02
342,7.03125000000000000e-01,3.28125000000000000e-01,1.56250000000000000e-02,-5.63632715606176907e-02,1.34388684942767806e-02,1.29216963434992884e-03,5.79576679119021831e-02,-1.99146500470695764e-02
343,7.34375000000000000e-01,3.28125000000000000e-01,1.56250000000000000e-02,-5.45316963982944922e-02,9.08617217033317291e-03,1.94942053374867709e-04,5.52838352431239688e-02,-1.78600654730485843e-02
344,7.65625000000000000e-01,3.28125000000000000e-01,1.56250000000000000e-02,-5.01423641466997166e-02,5.61069362319133094e-03,-9.68374004409827574e-04,5.04645847438178544e-02,-1.57444523425900977e-02
345,7.96875000000000000e-01,3.28125000000000000e-01,1.56250000000000000e-02,-4.30494561566686015e-02,3.37429445079535017e-03,-2.14875210116842420e-03,4.32349242397610314e-02,-1.37406794801623652e-02
346,8.28125000000000000e-01,3.28125000000000000e-01,1.56250000000000000e-02,-3.33791494546998579e-02,2.94128467955394280e-03,-3.09055976766754378e-03,3.36507107437999595e-02,-1.20260068760934553e-02
347,8.59375000000000000e-01,3.28125000000000000e-01,1.56250000000000000e-02,-2.25467449310617907e-02,4.59579445677689782e-03,-3.33078751954267406e-03,2.32501866481893658e-02,-1.08460345298959319e-02
348,8.90625000000000000e-01,3.28125000000000000e-01,1.56250000000000000e-02,-1.27341899638773303e-02,7.31536423825404798e-03,-2.87465357600397544e-03,1.49645508170633979e-02,-1.02148979380363072e-02
349,9.21875000000000000e-01,3.28125000000000000e-01,1.56250000000000000e-02,-5.39092769733120689e-03,9.98016733542457339e-03,-2.07604323895913640e-03,1.15315132142731515e-02,-1.00149877199979878e-02
350,9.53125000000000000e-01,3.28125000000000000e-01,1.56250000000000000e-02,-1.09003520013224416e-03,1.09383136690551965e-02,-1.18930285730510575e-03,1.10566416215124377e-02,-1.00724998596292345e-02
351,9.84375000000000000e-01,3.28125000000000000e-01,1.56250000000000000e-02,-5.61624987539373086e-05,7.05260524714374296e-03,-3.04285674083068990e-04,7.05938982984775573e-03,-1.02428060810351544e-02
352,1.56250000000000000e-02,3.59375000000000000e-01,1.56250000000000000e-02,1.05630995017969519e-03,2.12127306101050975e-02,-1.57304089570366938e-03,2.12971873332441393e-02,-8.09433914504030516e-03
353,4.68750000000000000e-02,3.59375000000000000e-01,1.56250000000000000e-02,5.83600045332675205e-03,4.11310016928091923e-02,-4.58939584298124776e-03,4.17957025990552816e-02,-7.82749338126181166e-03
354,7.81250000000000000e-02,3.59375000000000000e-01,1.56250000000000000e-02,1.47827683132786877e-02,5.16708137397078535e-02,-5.40024649243895684e-03,5.40144970698307747e-02,-8.48207548513526394e-03
355,1.09375000000000000e-01,3.59375000000000000e-01,1.56250000000000000e-02,2.29099542487752952e-02,5.69413701969595995e-02,-4.21542383609819875e-03,6.15219915290956820e-02,-1.01286680742187704e-02
356,1.40625000000000000e-01,3.59375000000000000e-01,1.56250000000000000e-02,2.79819155056033053e-02,5.94173272926432280e-02,-2.23119730611324920e-03,6.57144171349226536e-02,-1.23770349210656598e-02
357,1.71875000000000000e-01,3.59375000000000000e-01,1.56250000000000000e-02,2.96224498991645956e-02,6.03981971115206823e-02,-2.51550582850821442e-04,6.72717996640966459e-02,-1.48528657953621111e-02
358,2.03125000000000000e-01,3.59375000000000000e-01,1.56250000000000000e-02,2.84929506340895061e-02,6.06682914999579007e-02,1.32208724376439821e-03,6.70390762469222079e-02,-1.73114404687083126e-02
359,2.34375000000000000e-01,3.59375000000000000e-01,1.56250000000000000e-02,2.53393454595637301e-02,6.02409779287939803e-02,2.51055287076643822e-03,6.54015345833220546e-02,-1.95553614393683232e-02
360,2.65625000000000000e-01,3.59375000000000000e-01,1.56250000000000000e-02,2.07213308542464406e-02,5.87969004764583442e-02,3.40596926899663097e-03,6.24343630116544271e-02,-2.15262537911690109e-02
361,2.96875000000000000e-01,3.59375000000000000e-01,1.56250000000000000e-02,1.52481374160057404e-02,5.64138303935333638e-02,4.01627577290802375e-03,5.85760738306331935e-02,-2.32147814565446149e-02
362,3.28125000000000000e-01,3.59375000000000000e-01,1.56250000000000000e-02,9.32407179721753653e-03,5.34456149066873873e-02,4.34572468401940755e-03,5.44266239138795765e-02,-2.46235246107410592e-02
363,3.59375000000000000e-01,3.59375000000000000e-01,1.56250000000000000e-02,3.27731430996291680e-03,5.03798364423211631e-02,4.41358239938249332e-03,5.06788754673725764e-02,-2.57754376509567867e-02
364,3.90625000000000000e-01,3.59375000000000000e-01,1.56250000000000000e-02,-2.73850484648716303e-03,4.75026565633074882e-02,4.40132126081625632e-03,4.77846567237506376e-02,-2.67158236720698612e-02
365,4.21875000000000000e-01,3.59375000000000000e-01,1.56250000000000000e-02,-8.77003883506477858e-03,4.47182110548124748e-02,4.42367196989723165e-03,4.57842861122519998e-02,-2.74722957454968594e-02
366,4.53125000000000000e-01,3.59375000000000000e-01,1.56250000000000000e-02,-1.49025310250200903e-02,4.17783722475418701e-02,4.51968859159574809e-03,4.45863813688761254e-02,-2.80446927198800440e-02
367,4.84375000000000000e-01,3.59375000000000000e-01,1.56250000000000000e-02,-2.11441343452895593e-02,3.85427895901936587e-02,4.68703537132461514e-03,4.42107379171354925e-02,-2.84083780583249852e-02
368,5.15625000000000000e-01,3.59375000000000000e-01,1.56250000000000000e-02,-2.74492451689693114e-02,3.50618094027302443e-02,4.84809912766806170e-03,4.47916912394616326e-02,-2.85309415659757565e-02
369,5.46875000000000000e-01,3.59375000000000000e-01,1.56250000000000000e-02,-3.37781934058337882e-02,3.13868309149653441e-02,4.94058015148218267e-03,4.63735790820565957e-02,-2.83848231414146439e-02
370,5.78125000000000000e-01,3.59375000000000000e-01,1.56250000000000000e-02,-4.00804823215077863e-02,2.75654235721532158e-02,4.93766983423899082e-03,4.88945623073657604e-02,-2.79443041477885380e-02
371,6.09375000000000000e-01,3.59375000000000000e-01,1.56250000000000000e-02,-4.62156417982445000e-02,2.35475446944269674e-02,4.77312538195701335e-03,5.20879557467132867e-02,-2.71859317388088405e-02
372,6.40625000000000000e-01,3.59375000000000000e-01,1.56250000000000000e-02,-5.18410974733178320e-02,1.91759409451200784e-02,4.37238780683677376e-03,5.54466759463734526e-02,-2.60764124026802852e-02
373,6.71875000000000000e-01,3.59375000000000000e-01,1.56250000000000000e-02,-5.63910328979803990e-02,1.44070053363592101e-02,3.62945871308142454e-03,5.83153784572556233e-02,-2.45803009641217159e-02
374,7.03125000000000000e-01,3.59375000000000000e-01,1.56250000000000000e-02,-5.89586503528910719e-02,9.34213521352963636e-03,2.55549898087839783e-03,5.97488787913514202e-02,-2.26753110681069507e-02
375,7.34375000000000000e-01,3.59375000000000000e-01,1.56250000000000000e-02,-5.93818268076963043e-02,4.46125209866291179e-03,1.31252396629686643e-03,5.95636369311777977e-02,-2.04942363040490280e-02
376,7.65625000000000000e-01,3.59375000000000000e-01,1.56250000000000000e-02,-5.61309394131419281e-02,4.87687319482477740e-04,2.57408081609520431e-05,5.61330638831749398e-02,-1.81878595422328496e-02
377,7.96875000000000000e-01,3.59375000000000000e-01,1.56250000000000000e-02,-5.00191953307209530e-02,-2.09329196197698651e-03,-1.29825984110561567e-03,5.00798088193827040e-02,-1.58800806804400042e-02
378,8.28125000000000000e-01,3.59375000000000000e-01,1.56250000000000000e-02,-4.06091285390227374e-02,-2.89524141175270680e-03,-2.66723457424436526e-03,4.07994838668976692e-02,-1.37648230741887236e-02
379,8.59375000000000000e-01,3.59375000000000000e-01,1.56250000000000000e-02,-2.86810068015698437e-02,-7.60142753830588122e-04,-3.33746794339543316e-03,2.88845401630541607e-02,-1.21818859264140478e-02
380,8.90625000000000000e-01,3.59375000000000000e-01,1.56250000000000000e-02,-1.68111786073468356e-02,3.21578134730162932e-03,-3.17490318071315947e-03,1.74079575495998812e-02,-1.12691940479614436e-02
381,9.21875000000000000e-01,3.59375000000000000e-01,1.56250000000000000e-02,-7.40118401178448473e-03,7.52576793612903198e-03,-2.34046887837026634e-03,1.08116836050349656e-02,-1.09447963929497089e-02
382,9.53125000000000000e-01,3.59375000000000000e-01,1.56250000000000000e-02,-1.68628064914701963e-03,1.00563761721807685e-02,-1.31194754750988611e-03,1.02808292715865102e-02,-1.09788941044879178e-02
383,9.84375000000000000e-01,3.59375000000000000e-01,1.56250000000000000e-02,-1.51449432448688437e-04,7.23478224026331135e-03,-3.20701338896115819e-04,7.24347018654651533e-03,-1.11817563754526075e-02
384,1.56250000000000000e-02,3.90625000000000000e-01,1.56250000000000000e-02,1.14883226555520784e-03,2.20016465402105982e-02,-1.32039010089474553e-03,2.20711507645904720e-02,-1.00683524015130425e-02
385,4.68750000000000000e-02,3.90625000000000000e-01,1.56250000000000000e-02,6.22501238230637605e-03,4.31023220178303815e-02,-4.16624521789870066e-03,4.37483547313984936e-02,-9.78721638413138431e-03
386,7.81250000000000000e-02,3.90625000000000000e-01,1.56250000000000000e-02,1.57752821231781741e-02,5.42873701948443574e-02,-4.98733988567604068e-03,5.67525475011756222e-02,-1.04313957926031198e-02
387,1.09375000000000000e-01,3.90625000000000000e-01,1.56250000000000000e-02,2.45436136477582001e-02,5.93885685033526609e-02,-3.81121558063621593e-03,6.43732584538791036e-02,-1.20870267406476967e-02
388,1.40625000000000000e-01,3.90625000000000000e-01,1.56250000000000000e-02,3.00879302498784501e-02,6.10562950243824509e-02,-1.78619311374097057e-03,6.80907129839712771e-02,-1.43510463937471817e-02
389,1.71875000000000000e-01,3.90625000000000000e-01,1.56250000000000000e-02,3.19635111998208474e-02,6.07616454051529073e-02,2.07784385623382024e-04,6.86562945032246907e-02,-1.68426366060318855e-02
390,2.03125000000000000e-01,3.90625000000000000e-01,1.56250000000000000e-02,3.07841702714091725e-02,6.01580372388753337e-02,1.78214031403273708e-03,6.76005222452602389e-02,-1.92862044058345720e-02
391,2.34375000000000000e-01,3.90625000000000000e-01,1.56250000000000000e-02,2.74707114838089045e-02,5.88171803456545364e-02,2.92601977388817942e-03,6.49820150884620196e-02,-2.14774529046875724e-02
392,2.65625000000000000e-01,3.90625000000000000e-01,1.56250000000000000e-02,2.26758168985133450e-02,5.65554853902613675e-02,3.70449535489141609e-03,6.10445647504950437e-02,-2.33647103510671549e-02
393,2.96875000000000000e-01,3.90625000000000000e-01,1.56250000000000000e-02,1.71344303465666460e-02,5.35741085660530608e-02,4.16632452257642647e-03,5.64015254401510485e-02,-2.49715013769178859e-02
394,3.28125000000000000e-01,3.90625000000000000e-01,1.56250000000000000e-02,1.13124593283843999e-02,5.02860616009554451e-02,4.33617234233587938e-03,5.17248694340921022e-02,-2.63190048267604865e-02
395,3.59375000000000000e-01,3.90625000000000000e-01,1.56250000000000000e-02,5.48513742890810452e-03,4.71003990191753152e-02,4.35736722465051868e-03,4.76184939861604359e-02,-2.74460057169641398e-02
396,3.90625000000000000e-01,3.90625000000000000e-01,1.56250000000000000e-02,-2.29909897411819319e-04,4.41704932274178813e-02,4.35067191592656503e-03,4.43848361113830039e-02,-2.83889776283348452e-02
397,4.21875000000000000e-01,3.90625000000000000e-01,1.56250000000000000e-02,-5.87953529719999375e-03,4.13128444833820094e-02,4.41721320751792181e-03,4.19622667064089711e-02,-2.91723275328189188e-02
398,4.53125000000000000e-01,3.90625000000000000e-01,1.56250000000000000e-02,-1.15846043219192500e-02,3.81932056817152754e-02,4.59331993728833137e-03,4.01749001938714045e-02,-2.97955329270165464e-02
399,4.84375000000000000e-01,3.90625000000000000e-01,1.56250000000000000e-02,-1.74147282402191683e-02,3.46596416549825315e-02,4.82851690913669446e-03,3.90880812380744319e-02,-3.02279048368393269e-02
400,5.15625000000000000e-01,3.90625000000000000e-01,1.56250000000000000e-02,-2.33688289833883373e-02,3.08889340552205606e-02,5.04980962058981797e-03,3.90605810546491572e-02,-3.04337400067545873e-02
401,5.46875000000000000e-01,3.90625000000000000e-01,1.56250000000000000e-02,-2.94630250005447382e-02,2.70431689300294625e-02,5.22813403360861562e-03,4.03328180695846222e-02,-3.03901843255167531e-02
402,5.78125000000000000e-01,3.90625000000000000e-01,1.56250000000000000e-02,-3.57465304725127497e-02,2.31787636244788764e-02,5.35037053251907584e-03,4.29382811581576485e-02,-3.00749193001305058e-02
403,6.09375000000000000e-01,3.90625000000000000e-01,1.56250000000000000e-02,-4.22169951292521439e-02,1.91770265221772492e-02,5.39206565495729904e-03,4.66809104024649354e-02,-2.94621282598544892e-02
404,6.40625000000000000e-01,3.90625000000000000e-01,1.56250000000000000e-02,-4.86829530273963154e-02,1.47934070523468922e-02,5.21336523898507324e-03,5.11473751506288030e-02,-2.85054242554460997e-02
405,6.71875000000000000e-01,3.90625000000000000e-01,1.56250000000000000e-02,-5.46426588810724131e-02,9.94727949683446577e-03,4.71986266625763588e-03,5.57408794563713159e-02,-2.71680809082668513e-02
406,7.03125000000000000e-01,3.90625000000000000e-01,1.56250000000000000e-02,-5.92059579469407862e-02,4.70288178043921142e-03,3.82368955124393365e-03,5.95154026722494803e-02,-2.53948399565527873e-02
407,7.34375000000000000e-01,3.90625000000000000e-01,1.56250000000000000e-02,-6.13843335058769021e-02,-7.01550074370909391e-04,2.58085842414898297e-03,6.14425699549837542e-02,-2.31985483880034100e-02
408,7.65625000000000000e-01,3.90625000000000000e-01,1.56250000000000000e-02,-6.06413542418518595e-02,-5.45431603518071410e-03,1.14563199212366408e-03,6.08969283327063307e-02,-2.07546801312961694e-02
409,7.96875000000000000e-01,3.90625000000000000e-01,1.56250000000000000e-02,-5.57345251755337889e-02,-8.65669417922269348e-03,-3.22958873725919774e-04,5.64037228655069889e-02,-1.82427908403208529e-02
410,8.28125000000000000e-01,3.90625000000000000e-01,1.56250000000000000e-02,-4.74358667871459250e-02,-1.00769190816205004e-02,-1.83821040281614227e-03,4.85292156696396915e-02,-1.58248838139245056e-02
411,8.59375000000000000e-01,3.90625000000000000e-01,1.56250000000000000e-02,-3.54093696922175363e-02,-7.99644513470301743e-03,-3.06670487441957273e-03,3.64303620017594407e-02,-1.37806102473995874e-02
412,8.90625000000000000e-01,3.90625000000000000e-01,1.56250000000000000e-02,-2.17528702039435050e-02,-2.89150995488521691e-03,-3.31090848425546471e-03,2.21925732379084015e-02,-1.25138563749603044e-02
413,9.21875000000000000e-01,3.90625000000000000e-01,1.56250000000000000e-02,-1.00217006923927366e-02,3.45438597855445180e-03,-2.55743725336467914e-03,1.09044831405085921e-02,-1.20020060821077294e-02
414,9.53125000000000000e-01,3.90625000000000000e-01,1.56250000000000000e-02,-2.51643264887579064e-03,8.15338158673987144e-03,-1.41116315603140481e-03,8.64878292179063410e-03,-1.19997283143941594e-02
415,9.84375000000000000e-01,3.90625000000000000e-01,1.56250000000000000e-02,-2.96930121111466821e-04,7.06353537556312933e-03,-3.15599164762057471e-04,7.07681441974095712e-03,-1.22428305324649017e-02
416,1.56250000000000000e-02,4.21875000000000000e-01,1.56250000000000000e-02,1.19177913337222018e-03,2.20119229256474820e-02,-1.06129459568824716e-03,2.20696949368636222e-02,-1.20131206682004797e-02
417,4.68750000000000000e-02,4.21875000000000000e-01,1.56250000000000000e-02,6.40165149384769403e-03,4.38157294417640467e-02,-3.68319275540408267e-03,4.44338294234923256e-02,-1.17173028922110106e-02
418,7.81250000000000000e-02,4.21875000000000000e-01,1.56250000000000000e-02,1.63508331954928879e-02,5.55764605061358913e-02,-4.51711036330152034e-03,5.81076328429506808e-02,-1.23199062047810119e-02
419,1.09375000000000000e-01,4.21875000000000000e-01,1.56250000000000000e-02,2.56230127234848663e-02,6.06574000926288354e-02,-3.40424190018089219e-03,6.59351790013499722e-02,-1.39325069549855653e-02
420,1.40625000000000000e-01,4.21875000000000000e-01,1.56250000000000000e-02,3.15979129336151632e-02,6.14101761164188228e-02,-1.42814883854503827e-03,6.90773294324189824e-02,-1.61652173404244481e-02
421,1.71875000000000000e-01,4.21875000000000000e-01,1.56250000000000000e-02,3.37809019690581969e-02,6.03174144914948793e-02,5.20617861061494261e-04,6.91347298522180798e-02,-1.86336976781227293e-02
422,2.03125000000000000e-01,4.21875000000000000e-01,1.56250000000000000e-02,3.26179832491020477e-02,5.88659396851190925e-02,2.08356247280129699e-03,6.73310694912003238e-02,-2.10204385968447843e-02
423,2.34375000000000000e-01,4.21875000000000000e-01,1.56250000000000000e-02,2.92800665217526901e-02,5.67446665934884381e-02,3.18623508498323263e-03,6.39330241451255277e-02,-2.31433906665005004e-02
424,2.65625000000000000e-01,4.21875000000000000e-01,1.56250000000000000e-02,2.44488226352342145e-02,5.38673464579673827e-02,3.84695307320188700e-03,5.92809833810071796e-02,-2.49451669065319653e-02
425,2.96875000000000000e-01,4.21875000000000000e-01,1.56250000000000000e-02,1.89878142015991146e-02,5.04848796395328120e-02,4.15270368562198778e-03,5.40971820733126760e-02,-2.64742384488252207e-02
426,3.28125000000000000e-01,4.21875000000000000e-01,1.56250000000000000e-02,1.33848705679976941e-02,4.69923298666208716e-02,4.24287139059949161e-03,4.90452422162693247e-02,-2.77764699400004401e-02
427,3.59375000000000000e-01,4.21875000000000000e-01,1.56250000000000000e-02,7.87358335687864987e-03,4.36857507227838282e-02,4.24822581618019245e-03,4.45924383015347606e-02,-2.88893346180934436e-02
428,3.90625000000000000e-01,4.21875000000000000e-01,1.56250000000000000e-02,2.51113486794283646e-03,4.05982027051134398e-02,4.28373915751075526e-03,4.09007369417724517e-02,-2.98396257789037105e-02
429,4.21875000000000000e-01,4.21875000000000000e-01,1.56250000000000000e-02,-2.72369973813156975e-03,3.75152566163116236e-02,4.39312320439148949e-03,3.78696785138212394e-02,-3.06397612294934327e-02
430,4.53125000000000000e-01,4.21875000000000000e-01,1.56250000000000000e-02,-7.93322651724755017e-03,3.41180095921652451e-02,4.57169738138666140e-03,3.53252753485661722e-02,-3.12876521585573261e-02
431,4.84375000000000000e-01,4.21875000000000000e-01,1.56250000000000000e-02,-1.32298920182467843e-02,3.02974075447956619e-02,4.77830081779843496e-03,3.34035193573264735e-02,-3.17583746221932472e-02
432,5.15625000000000000e-01,4.21875000000000000e-01,1.56250000000000000e-02,-1.86508232566983366e-02,2.62954125919392517e-02,4.96648700208673650e-03,3.26185211908022188e-02,-3.20178621043878744e-02
433,5.46875000000000000e-01,4.21875000000000000e-01,1.56250000000000000e-02,-2.42433784696062631e-02,2.23499387784572359e-02,5.13983371394162534e-03,3.33718302409131556e-02,-3.20495733382759676e-02
434,5.78125000000000000e-01,4.21875000000000000e-01,1.56250000000000000e-02,-3.01406305210537816e-02,1.85111128559443915e-02,5.32771080870031531e-03,3.57701469081877083e-02,-3.18396055153379529e-02
435,6.09375000000000000e-01,4.21875000000000000e-01,1.56250000000000000e-02,-3.64786296693477147e-02,1.46113598156485114e-02,5.51249667408838361e-03,3.96808502655575518e-02,-3.13628804141173126e-02
436,6.40625000000000000e-01,4.21875000000000000e-01,1.56250000000000000e-02,-4.32615858094916317e-02,1.03175456779315677e-02,5.60085828104596711e-03,4.48261772745855852e-02,-3.05781945353447195e-02
437,6.71875000000000000e-01,4.21875000000000000e-01,1.56250000000000000e-02,-5.01961638386944700e-02,5.44138168757098400e-03,5.42615651146769254e-03,5.07809676284120687e-02,-2.94300624147777225e-02
438,7.03125000000000000e-01,4.21875000000000000e-01,1.56250000000000000e-02,-5.65213006786800254e-02,-1.48444689399062211e-05,4.83611365052776052e-03,5.67278207408748805e-02,-2.78601666028674665e-02
439,7.34375000000000000e-01,4.21875000000000000e-01,1.56250000000000000e-02,-6.09717041915636276e-02,-5.90224189570064030e-03,3.73567919921375053e-03,6.13705179259417671e-02,-2.58020198681250361e-02
440,7.65625000000000000e-01,4.21875000000000000e-01,1.56250000000000000e-02,-6.26346927896690164e-02,-1.16609652022813953e-02,2.28602629619223830e-03,6.37519314729515924e-02,-2.33425777792611762e-02
441,7.96875000000000000e-01,4.21875000000000000e-01,1.56250000000000000e-02,-5.99496333617681731e-02,-1.60008029153334216e-02,7.43672541226649236e-04,6.20526976286635279e-02,-2.07043019243991384e-02
442,8.28125000000000000e-01,4.21875000000000000e-01,1.56250000000000000e-02,-5.31280883117819305e-02,-1.79591645863094486e-02,-8.03203664171172975e-04,5.60871687325077001e-02,-1.80938760312212878e-02
443,8.59375000000000000e-01,4.21875000000000000e-01,1.56250000000000000e-02,-4.20392577364407521e-02,-1.70263653051322822e-02,-2.44895616572034930e-03,4.54223919761644196e-02,-1.56575750793659894e-02
444,8.90625000000000000e-01,4.21875000000000000e-01,1.56250000000000000e-02,-2.74537377355912673e-02,-1.11515249090200341e-02,-3.22969391003666327e-03,2.98076357030149265e-02,-1.39653848719348047e-02
445,9.21875000000000000e-01,4.21875000000000000e-01,1.56250000000000000e-02,-1.33614084738407392e-02,-2.67694206010533637e-03,-2.73036641985216141e-03,1.38977752170856630e-02,-1.31873608724062657e-02
446,9.53125000000000000e-01,4.21875000000000000e-01,1.56250000000000000e-02,-3.66980396032658921e-03,4.88217344464025437e-03,-1.48914045646231642e-03,6.28654260701794632e-03,-1.31228973680962095e-02
447,9.84375000000000000e-01,4.21875000000000000e-01,1.56250000000000000e-02,-5.15319125714031067e-04,6.35960662328685818e-03,-2.87009549337357249e-04,6.38690258933793161e-03,-1.34156310815843737e-02
448,1.56250000000000000e-02,4.53125000000000000e-01,1.56250000000000000e-02,1.18553398119891737e-03,2.14133723111270269e-02,-8.13985191565385550e-04,2.14616070332024934e-02,-1.38603191120228852e-02
449,4.68750000000000000e-02,4.53125000000000000e-01,1.56250000000000000e-02,6.35281384015492709e-03,4.32825002925494168e-02,-3.19503452248838570e-03,4.38627555092255539e-02,-1.35557633547440607e-02
450,7.81250000000000000e-02,4.53125000000000000e-01,1.56250000000000000e-02,1.64800570921210671e-02,5.54208149774613051e-02,-4.06327358325702954e-03,5.79617909207260779e-02,-1.40951063962158393e-02
451,1.09375000000000000e-01,4.53125000000000000e-01,1.56250000000000000e-02,2.61659106920577311e-02,6.05659446678932026e-02,-3.04789692372481194e-03,6.60467880484486014e-02,-1.56270909707111327e-02
452,1.40625000000000000e-01,4.53125000000000000e-01,1.56250000000000000e-02,3.25183420415328592e-02,6.08892320611547286e-02,-1.20024730727523606e-03,6.90389871284761703e-02,-1.77783739915321204e-02
453,1.71875000000000000e-01,4.53125000000000000e-01,1.56250000000000000e-02,3.51074601027416625e-02,5.92051733580092332e-02,6.96761539050241895e-04,6.88351057517879034e-02,-2.01764746622853895e-02
454,2.03125000000000000e-01,4.53125000000000000e-01,1.56250000000000000e-02,3.40808639927928578e-02,5.69803357813029043e-02,2.25770546169490761e-03,6.64331332258011192e-02,-2.24943298397186665e-02
455,2.34375000000000000e-01,4.53125000000000000e-01,1.56250000000000000e-02,3.08589162157829923e-02,5.42034212763632395e-02,3.32983257261677563e-03,6.24609587905699815e-02,-2.45507558988572530e-02
456,2.65625000000000000e-01,4.53125000000000000e-01,1.56250000000000000e-02,2.61199335696400865e-02,5.08799384364379756e-02,3.89374714347631538e-03,5.73252154971567451e-02,-2.62766598058934535e-02
457,2.96875000000000000e-01,4.53125000000000000e-01,1.56250000000000000e-02,2.08402053648892582e-02,4.72487406530452195e-02,4.08722213633208944e-03,5.18021528292136740e-02,-2.77399943494528803e-02
458,3.28125000000000000e-01,4.53125000000000000e-01,1.56250000000000000e-02,1.55258996986395083e-02,4.36075645273700171e-02,4.09811453693320095e-03,4.64700741146253996e-02,-2.89991320074639257e-02
459,3.59375000000000000e-01,4.53125000000000000e-01,1.56250000000000000e-02,1.03690657785315294e-02,4.01436558815118985e-02,4.10977723361714235e-03,4.16643840895640286e-02,-3.00971115416208621e-02
460,3.90625000000000000e-01,4.53125000000000000e-01,1.56250000000000000e-02,5.37267213713566415e-03,3.68089701388209026e-02,4.19218043048209203e-03,3.74344796322251538e-02,-3.10514583658550412e-02
461,4.21875000000000000e-01,4.53125000000000000e-01,1.56250000000000000e-02,5.08635311200999010e-04,3.33972935168431462e-02,4.32202326777601179e-03,3.36796349335495432e-02,-3.18572629262738327e-02
462,4.53125000000000000e-01,4.53125000000000000e-01,1.56250000000000000e-02,-4.25671279474964907e-03,2.97234911157061819e-02,4.45623859508692283e-03,3.03556187605983734e-02,-3.25057342502052468e-02
463,4.84375000000000000e-01,4.53125000000000000e-01,1.56250000000000000e-02,-9.02090565120558692e-03,2.57200924007656463e-02,4.57237700315866157e-03,2.76370498304520547e-02,-3.29830509657580914e-02
464,5.15625000000000000e-01,4.53125000000000000e-01,1.56250000000000000e-02,-1.38553770954287971e-02,2.16147058919411994e-02,4.66803237709267817e-03,2.60951626077561734e-02,-3.32662049636558849e-02
465,5.46875000000000000e-01,4.53125000000000000e-01,1.56250000000000000e-02,-1.88326685703048072e-02,1.76826506042123931e-02,4.77940286214207852e-03,2.62714337177903448e-02,-3.33448647431481976e-02
466,5.78125000000000000e-01,4.53125000000000000e-01,1.56250000000000000e-02,-2.41329460940177577e-02,1.39610642335209426e-02,4.96472643824385097e-03,2.83188790441264125e-02,-3.32145939040315308e-02
467,6.09375000000000000e-01,4.53125000000000000e-01,1.56250000000000000e-02,-2.99931836105617432e-02,1.02582785887031670e-02,5.21731582450863339e-03,3.21254373839950022e-02,-3.28555808460519391e-02
468,6.40625000000000000e-01,4.53125000000000000e-01,1.56250000000000000e-02,-3.65835299501890282e-02,6.15784733893929952e-03,5.46321774850644284e-03,3.74982732353591891e-02,-3.22312733233993468e-02
469,6.71875000000000000e-01,4.53125000000000000e-01,1.56250000000000000e-02,-4.38480785206900522e-02,1.35464913789605035e-03,5.59486341264912434e-03,4.42243322261580626e-02,-3.12854089303433933e-02
