iteration,u_residual,v_residual,p_residual,continuity_residual,global_mass_imbalance
52,1.15253340966068002e-03,9.37367257534177183e-04,2.65916972515460332e-03,4.19578878529502814e-10,1.51239643766953868e-07
53,1.12204894168237861e-03,9.00196240927754010e-04,2.61554646862965055e-03,4.24271846634636713e-10,1.51239643766953868e-07
54,1.09312106284741007e-03,8.65204626871341679e-04,2.57378563170716909e-03,3.68783885500427861e-10,1.51239643766953868e-07
55,1.06563420992138906e-03,8.32235467770704404e-04,2.53376248742432589e-03,3.95706738175763770e-10,1.51239643766953868e-07
56,1.03948357031022559e-03,8.01143948662108975e-04,2.49536296106744708e-03,3.70100926793377746e-10,1.51239643766953868e-07
57,1.01457451239263165e-03,7.71796991501237065e-04,2.45848259519223285e-03,3.75871383283227514e-10,1.51239643766953868e-07
58,9.90820498528530852e-04,7.44071712630069875e-04,2.42302556191885963e-03,4.29095542869853641e-10,1.51239643766953868e-07
59,9.68142644102410149e-04,7.17854964859209431e-04,2.38890390196143170e-03,4.15115614511619660e-10,1.51239643766953868e-07
60,9.46468799144430215e-04,6.93042395028322386e-04,2.35603678185282005e-03,4.15190302664744076e-10,1.51239643766953868e-07
61,9.25733712752911686e-04,6.69537495292759602e-04,2.32434970454420799e-03,3.11174616100779342e-10,1.51239643766953868e-07
62,9.05876661377213966e-04,6.47251389321305067e-04,2.29377410060366488e-03,4.24424447220659277e-10,1.51239643766953868e-07
63,8.86842263455261612e-04,6.26101683226905283e-04,2.26424656144452339e-03,2.16461857797919616e-10,1.51239643766953868e-07
64,8.68581454895254925e-04,6.06012666245290556e-04,2.23570865166106830e-03,4.39449281410865480e-10,1.51239643766953868e-07
65,8.51044010782208587e-04,5.86913659589639414e-04,2.20810610749684524e-03,4.10966210780556991e-10,1.51239643766953868e-07
66,8.34191520499712636e-04,5.68740018568558020e-04,2.18138877038246250e-03,4.41210063168773187e-10,1.51239643766953868e-07
67,8.17980289703853732e-04,5.51431580034774781e-04,2.15551021912151197e-03,4.38227582460927276e-10,1.51239643766953868e-07
68,8.02378643220615843e-04,5.34932305723538832e-04,2.13042699113947598e-03,4.27543035293417331e-10,1.51239643766953868e-07
69,7.87346464404963778e-04,5.19191047027389805e-04,2.10609913395512927e-03,3.98680814343527829e-10,1.51239643766953868e-07
70,7.72858651896811345e-04,5.04159731640806000e-04,2.08248900660977900e-03,4.28375200307606905e-10,1.51239643766953868e-07
71,7.58881122751969817e-04,4.89794328301350400e-04,2.05956191868156367e-03,4.26870868649924498e-10,1.51239643766953868e-07
72,7.45391862777461107e-04,4.76053371627895711e-04,2.03728506450279222e-03,4.41750346483835342e-10,1.51239643766953868e-07
73,7.32360043106513627e-04,4.62899296884203596e-04,2.01562831356756969e-03,4.33487848548564797e-10,1.51239643766953868e-07
74,7.19769000890448834e-04,4.50296182300550455e-04,1.99456290591039712e-03,4.36594803880702922e-10,1.51239643766953868e-07
75,7.07589657902854487e-04,4.38211739601632633e-04,1.97406246606110199e-03,4.40882683941661025e-10,1.51239643766953868e-07
76,6.95808410988237058e-04,4.26615112252561339e-04,1.95410180658851535e-03,4.18509939015913179e-10,1.51239643766953868e-07
77,6.84400460408983555e-04,4.15478301328347415e-04,1.93465770173004213e-03,4.25584806154250923e-10,1.51239643766953868e-07
78,6.73354388100155560e-04,4.04774492085089037e-04,1.91570784138139208e-03,4.34514613034761000e-10,1.51239643766953868e-07
79,6.62646427213843211e-04,3.94479732755954752e-04,1.89723180066303856e-03,4.25356952506227055e-10,1.51239643766953868e-07
80,6.52266386166746562e-04,3.84570961978060889e-04,1.87920991912909788e-03,4.41789213983876653e-10,1.51239643766953868e-07
81,6.42197160056490147e-04,3.75027003410995823e-04,1.86162388702469542e-03,4.25478724972971325e-10,1.51239643766953868e-07
82,6.32426023860963504e-04,3.65828078560779580e-04,1.84445633998120331e-03,4.01573985532480106e-10,1.51239643766953868e-07
83,6.22939077095677695e-04,3.56955838677325775e-04,1.82769094728754060e-03,4.36640233436339714e-10,1.51239643766953868e-07
84,6.13724676709591094e-04,3.48393044278063376e-04,1.81131222553313756e-03,2.83279175673785162e-10,1.51239643766953868e-07
85,6.04770938036120484e-04,3.40123802682449380e-04,1.79530559225279528e-03,4.34320212421340574e-10,1.51239643766953868e-07
86,5.96067798451622131e-04,3.32132915706679602e-04,1.77965708764986331e-03,4.25187193899537082e-10,1.51239643766953868e-07
87,5.87603741994521833e-04,3.24406712374369194e-04,1.76435370807748160e-03,4.25278391005401398e-10,1.51239643766953868e-07
88,5.79369765308185465e-04,3.16932013304041158e-04,1.74938298165540503e-03,4.01957488129158848e-10,1.51239643766953868e-07
89,5.71356871263094192e-04,3.09696538136920913e-04,1.73473305265777096e-03,3.86963422203845477e-10,1.51239643766953868e-07
90,5.63555615707807852e-04,3.02689007510161250e-04,1.72039275398678192e-03,4.38553357209769533e-10,1.51239643766953868e-07
91,5.55958791160252280e-04,2.95898556992967108e-04,1.70635135414266338e-03,4.09155733295821498e-10,1.51239643766953868e-07
92,5.48557307218448895e-04,2.89315360602790850e-04,1.69259878203535598e-03,4.41336592358867910e-10,1.51239643766953868e-07
93,5.41345208035468994e-04,2.82929816047327329e-04,1.67912527718542225e-03,3.09331613275063894e-10,1.51239643766953868e-07
94,5.34313514696563383e-04,2.76733378264986968e-04,1.66592178608233757e-03,4.40961153742728918e-10,1.51239643766953868e-07
95,5.27458293960651574e-04,2.70717309312937422e-04,1.65297926830567472e-03,4.33500844667315033e-10,1.51239643766953868e-07
96,5.20770536154777628e-04,2.64874238280440855e-04,1.64028952433220641e-03,4.37943479522612285e-10,1.51239643766953868e-07
97,5.14244778900269659e-04,2.59196801917736157e-04,1.62784455278963073e-03,4.29523943250301533e-10,1.51239643766953868e-07
98,5.07876302880432636e-04,2.53677906463536452e-04,1.61563662778676392e-03,4.13107880085219765e-10,1.51239643766953868e-07
99,5.01658513528029223e-04,2.48311229281629735e-04,1.60365848298111885e-03,4.18881788300970471e-10,1.51239643766953868e-07
100,4.95586703281820050e-04,2.43090577564466012e-04,1.59190309971870528e-03,4.33017645521263139e-10,1.51239643766953868e-07
101,4.89655743307934599e-04,2.38010191090653127e-04,1.58036377272771644e-03,4.31707261676482254e-10,1.51239643766953868e-07
102,4.83860384900247544e-04,2.33064678384564184e-04,1.56903411733417446e-03,4.29225385400207912e-10,1.51239643766953868e-07
103,4.78196932708893857e-04,2.28248809796807695e-04,1.55790793623084077e-03,4.05211182800862892e-10,1.51239643766953868e-07
104,4.72660370535135470e-04,2.23557758079605750e-04,1.54697934458066996e-03,4.33293095583403190e-10,1.51239643766953868e-07
105,4.67246658455316359e-04,2.18986917204582257e-04,1.53624267618148120e-03,4.41480067677226704e-10,1.51239643766953868e-07
106,4.61951714865236880e-04,2.14531940397691640e-04,1.52569250468723725e-03,4.35474684339885295e-10,1.51239643766953868e-07
107,4.56771962715393917e-04,2.10188657117961432e-04,1.51532358854709979e-03,4.40658272481623421e-10,1.51239643766953868e-07
108,4.51703397947564300e-04,2.05953178971742575e-04,1.50513092531596136e-03,3.67928308876350317e-10,1.51239643766953868e-07
109,4.46742943238987486e-04,2.01821837103473457e-04,1.49510973926366602e-03,3.52613930743067425e-10,1.51239643766953868e-07
110,4.41886876130204685e-04,1.97790849456587470e-04,1.48525523651279285e-03,4.40755422364930158e-10,1.51239643766953868e-07
111,4.37131716951575365e-04,1.93857091964868742e-04,1.47556304379073064e-03,3.79198744190351157e-10,1.51239643766953868e-07
112,4.32475200940201688e-04,1.90017283060281737e-04,1.46602882022665577e-03,3.84341425677661180e-10,1.51239643766953868e-07
113,4.27913632020748055e-04,1.86268418066421799e-04,1.45664845159482800e-03,4.31058912671944455e-10,1.51239643766953868e-07
114,4.23443380138257696e-04,1.82607617468308954e-04,1.44741797687055916e-03,4.33312272479213744e-10,1.51239643766953868e-07
115,4.19064260145646369e-04,1.79031903016871715e-04,1.43833342931168600e-03,4.22663149019137540e-10,1.51239643766953868e-07
116,4.14770110006661781e-04,1.75538925394404970e-04,1.42939126870038325e-03,4.31301089295536486e-10,1.51239643766953868e-07
117,4.10562319034418082e-04,1.72125822503100672e-04,1.42058768294882104e-03,4.00486680857729764e-10,1.51239643766953868e-07
118,4.06435944136698043e-04,1.68790394917071093e-04,1.41191931703132565e-03,4.41435995791056315e-10,1.51239643766953868e-07
119,4.02388524793389623e-04,1.65530340994895619e-04,1.40338285346559019e-03,4.25432291800274711e-10,1.51239643766953868e-07
120,3.98418336650527922e-04,1.62343402740120727e-04,1.39497504716755817e-03,4.34542972893336362e-10,1.51239643766953868e-07
121,3.94523740918425656e-04,1.59227403554836641e-04,1.38669274461337825e-03,4.39781942508043529e-10,1.51239643766953868e-07
122,3.90702100371671736e-04,1.56180344213065371e-04,1.37853293470773007e-03,4.32934723080894946e-10,1.51239643766953868e-07
123,3.86951029523637674e-04,1.53200319870682794e-04,1.37049272957896783e-03,4.39946010312755620e-10,1.51239643766953868e-07
124,3.83269497851529580e-04,1.50285373417783432e-04,1.36256925725872680e-03,4.40764329797728430e-10,1.51239643766953868e-07
125,3.79654955514003255e-04,1.47433752126342120e-04,1.35475980457315905e-03,4.32136351276239951e-10,1.51239643766953868e-07
126,3.76105654218898298e-04,1.44643740072166192e-04,1.34706173757866469e-03,4.33794302850350430e-10,1.51239643766953868e-07
127,3.72620409613194322e-04,1.41913598218548477e-04,1.33947244651898409e-03,4.18500755211934018e-10,1.51239643766953868e-07
128,3.69196471943883300e-04,1.39241834774578310e-04,1.33198951266093649e-03,4.35964361719708231e-10,1.51239643766953868e-07
129,3.65833289416556400e-04,1.36626809459481393e-04,1.32461048079763732e-03,4.40744372618384547e-10,1.51239643766953868e-07
130,3.62528624551813081e-04,1.34067083256846379e-04,1.31733304221375719e-03,4.21388011839486837e-10,1.51239643766953868e-07
131,3.59280976880192965e-04,1.31561233273494200e-04,1.31015495002567922e-03,4.29437712105546323e-10,1.51239643766953868e-07
132,3.56089458616480972e-04,1.29107813384606328e-04,1.30307397337277222e-03,4.38885047438780864e-10,1.51239643766953868e-07
133,3.52952143697299900e-04,1.26705537962537162e-04,1.29608800724164601e-03,4.30144567223928267e-10,1.51239643766953868e-07
134,3.49867614543291705e-04,1.24353121031901034e-04,1.28919499807343295e-03,4.40715867472280454e-10,1.51239643766953868e-07
135,3.46834692672874808e-04,1.22049306348078195e-04,1.28239293825717685e-03,4.01479017310320672e-10,1.51239643766953868e-07
136,3.43852085547835214e-04,1.19792891720038786e-04,1.27567988949496146e-03,4.29587329063432361e-10,1.51239643766953868e-07
137,3.40918972345127108e-04,1.17582674165650375e-04,1.26905393714002164e-03,4.19298326516858447e-10,1.51239643766953868e-07
138,3.38033189480443387e-04,1.15417596373468170e-04,1.26251329715886917e-03,4.41838297649685116e-10,1.51239643766953868e-07
139,3.35194515414061883e-04,1.13296510958238103e-04,1.25605614969218483e-03,4.39411483980321258e-10,1.51239643766953868e-07
140,3.32401538065868788e-04,1.11218367538491224e-04,1.24968076704097498e-03,4.26559474785999754e-10,1.51239643766953868e-07
141,3.29652487596176482e-04,1.09182204903027799e-04,1.24338551013440939e-03,4.41055419166378745e-10,1.51239643766953868e-07
142,3.26947643745624907e-04,1.07186925754621697e-04,1.23716868273937163e-03,4.28134994094549923e-10,1.51239643766953868e-07
143,3.24285000602806707e-04,1.05231471820627486e-04,1.23102876611720907e-03,4.39019412787202608e-10,1.51239643766953868e-07
144,3.21663562801668469e-04,1.03315417627940649e-04,1.22496418546344131e-03,4.23985143762263008e-10,1.51239643766953868e-07
145,3.19082929182720938e-04,1.01437345584624039e-04,1.21897342147686983e-03,4.37247549429749864e-10,1.51239643766953868e-07
146,3.16541417128589201e-04,9.95965506359896039e-05,1.21305504113135309e-03,4.39535845868592389e-10,1.51239643766953868e-07
147,3.14039117744759641e-04,9.77921201572929576e-05,1.20720757696191473e-03,4.24986294410800424e-10,1.51239643766953868e-07
148,3.11573719998016713e-04,9.60233101181831800e-05,1.20142971334777165e-03,4.34730276895229594e-10,1.51239643766953868e-07
149,3.09146147739982138e-04,9.42892228687678113e-05,1.19572002336925569e-03,4.21111853787496891e-10,1.51239643766953868e-07
150,3.06754012087478978e-04,9.25891812031086065e-05,1.19007726078150609e-03,4.22835592481027549e-10,1.51239643766953868e-07
151,3.04397704877356224e-04,9.09223376278199156e-05,1.18450009713111826e-03,4.37318221806152462e-10,1.51239643766953868e-07
152,3.02075434270549924e-04,8.92880224356386499e-05,1.17898733099199406e-03,4.36394331495063180e-10,1.51239643766953868e-07
153,2.99787191852453339e-04,8.76854687885408077e-05,1.17353772520957782e-03,4.30207485615871298e-10,1.51239643766953868e-07
154,2.97532071828729362e-04,8.61139812812654662e-05,1.16815009727764185e-03,4.39902735793828105e-10,1.51239643766953868e-07
155,2.95308877083126544e-04,8.45729170476526755e-05,1.16282332202016065e-03,4.41383220671361812e-10,1.51239643766953868e-07
156,2.93117457318227252e-04,8.30615822358983660e-05,1.15755626228938847e-03,4.32751353322230254e-10,1.51239643766953868e-07
157,2.90957604766776967e-04,8.15792824394278969e-05,1.15234778840565258e-03,4.41865367288831013e-10,1.51239643766953868e-07
158,2.88827059927788553e-04,8.01255138215543243e-05,1.14719690758814208e-03,4.19312206552346459e-10,1.51239643766953868e-07
159,2.86726413698558326e-04,7.86995858867837631e-05,1.14210254774123137e-03,4.36855697507478842e-10,1.51239643766953868e-07
160,2.84655616350454647e-04,7.73008373714944186e-05,1.13706364788048538e-03,4.38985983967495068e-10,1.51239643766953868e-07
161,2.82612473691836038e-04,7.59288136441631754e-05,1.13207928543724310e-03,4.30789702138935700e-10,1.51239643766953868e-07
162,2.80597003491207212e-04,7.45828966378441979e-05,1.12714848943537105e-03,4.40664562371603798e-10,1.51239643766953868e-07
163,2.78609441552279740e-04,7.32625202406026089e-05,1.12227027749695215e-03,4.38223533953441879e-10,1.51239643766953868e-07
164,2.76648464715903073e-04,7.19671554658227755e-05,1.11744375493893697e-03,4.41250778770665537e-10,1.51239643766953868e-07
165,2.74713427535379384e-04,7.06962917414020347e-05,1.11266803569414169e-03,4.33738018609609906e-10,1.51239643766953868e-07
166,2.72804351011074345e-04,6.94493825321871791e-05,1.10794222300070774e-03,4.39420369158748593e-10,1.51239643766953868e-07
167,2.70920239844502021e-04,6.82259656538557110e-05,1.10326547958227252e-03,4.20376481000182682e-10,1.51239643766953868e-07
168,2.69061185849057136e-04,6.70255072791821506e-05,1.09863694630014963e-03,4.40888159892378361e-10,1.51239643766953868e-07
169,2.67225539209024331e-04,6.58476152876761504e-05,1.09405585716180836e-03,4.39695620730657291e-10,1.51239643766953868e-07
170,2.65414259672035289e-04,6.46917390665789540e-05,1.08952136516754332e-03,4.37860315024187467e-10,1.51239643766953868e-07
171,2.63626256151546791e-04,6.35574419964545477e-05,1.08503270647672856e-03,4.39789408744376843e-10,1.51239643766953868e-07
172,2.61860426537039186e-04,6.24443454103434893e-05,1.08058915350873292e-03,4.33998154665657734e-10,1.51239643766953868e-07
173,2.60117668774993802e-04,6.13519130393388123e-05,1.07618991484365219e-03,4.39407351148427389e-10,1.51239643766953868e-07
174,2.58396438921790444e-04,6.02798057305985909e-05,1.07183430103744174e-03,4.09434567033798866e-10,1.51239643766953868e-07
175,2.56697020820334781e-04,5.92275752308964992e-05,1.06752158052709589e-03,4.41692776321382934e-10,1.51239643766953868e-07
176,2.55018321267117649e-04,5.81948627750490484e-05,1.06325108568511924e-03,3.98806653613186032e-10,1.51239643766953868e-07
177,2.53360978095819778e-04,5.71811971113875286e-05,1.05902210099506839e-03,4.40850401194049282e-10,1.51239643766953868e-07
178,2.51723159017367012e-04,5.61863089137537626e-05,1.05483401413385765e-03,4.40825122049881349e-10,1.51239643766953868e-07
179,2.50105866951974543e-04,5.52096910508361558e-05,1.05068613755627529e-03,4.41136337517516335e-10,1.51239643766953868e-07
180,2.48508359014530222e-04,5.42510254076840467e-05,1.04657783499653907e-03,4.40569096870539616e-10,1.51239643766953868e-07
181,2.46929664225142235e-04,5.33100042480192570e-05,1.04250851615576672e-03,4.41552536232405033e-10,1.51239643766953868e-07
182,2.45369945668123997e-04,5.23862364774659893e-05,1.03847755961399587e-03,4.38411435245676024e-10,1.51239643766953868e-07
183,2.43829073108633879e-04,5.14793638877731713e-05,1.03448436073487818e-03,4.40215736288597552e-10,1.51239643766953868e-07
184,2.42306187361032444e-04,5.05890903036349308e-05,1.03052835615024077e-03,4.40580578745570873e-10,1.51239643766953868e-07
185,2.40801256164104835e-04,4.97150609756875534e-05,1.02660897072643720e-03,4.41198326266307918e-10,1.51239643766953868e-07
186,2.39313822315085115e-04,4.88569676271529110e-05,1.02272565451618294e-03,4.37257428782224418e-10,1.51239643766953868e-07
187,2.37844095749350663e-04,4.80144662370843181e-05,1.01887783916731990e-03,4.38029375740770372e-10,1.51239643766953868e-07
188,2.36390533789787252e-04,4.71873543580172072e-05,1.01506504302186049e-03,4.08450048693563282e-10,1.51239643766953868e-07
189,2.34954796364629081e-04,4.63751535100251624e-05,1.01128666794441280e-03,4.40693198344560019e-10,1.51239643766953868e-07
190,2.33534522749299526e-04,4.55777440542825564e-05,1.00754227397374424e-03,4.31782044669437268e-10,1.51239643766953868e-07
191,2.32130885799236981e-04,4.47947035778579331e-05,1.00383131887162871e-03,4.39777925570562785e-10,1.51239643766953868e-07
192,2.30742548154653918e-04,4.40258838573223121e-05,1.00015334406910691e-03,4.31331424067412318e-10,1.51239643766953868e-07
193,2.29370173507708155e-04,4.32709609436078595e-05,9.96507844001042007e-04,4.34517839018160714e-10,1.51239643766953868e-07
194,2.28013365186901688e-04,4.25295895018182492e-05,9.92894342132574249e-04,4.40710446635457810e-10,1.51239643766953868e-07
195,2.26671036504726419e-04,4.18016256225340455e-05,9.89312411908728267e-04,4.30416004723825163e-10,1.51239643766953868e-07
196,2.25344202989894251e-04,4.10866794958084013e-05,9.85761555483069410e-04,4.40916064290110352e-10,1.51239643766953868e-07
197,2.24031175627129102e-04,4.03846578467091931e-05,9.82241382048464062e-04,4.37420064956294574e-10,1.51239643766953868e-07
198,2.22733038774957227e-04,3.96951790639531101e-05,9.78751414029555141e-04,3.83089813800756981e-10,1.51239643766953868e-07
199,2.21448777627704753e-04,3.90180728403251393e-05,9.75291250931306967e-04,4.41650527264547425e-10,1.51239643766953868e-07
200,2.20178384346300735e-04,3.83530814316668399e-05,9.71860466552199606e-04,4.18807663985620778e-10,1.51239643766953868e-07
201,2.18921763170574899e-04,3.76999695132118723e-05,9.68458649227643491e-04,4.37497017085993921e-10,1.51239643766953868e-07
202,2.17678195237319867e-04,3.70585495844354254e-05,9.65085417384455415e-04,4.33762288818193333e-10,1.51239643766953868e-07
203,2.16448367949494521e-04,3.64285300345761024e-05,9.61740344807091832e-04,4.20681726530359118e-10,1.51239643766953868e-07
204,2.15231088550596678e-04,3.58096237984517314e-05,9.58423082253864766e-04,4.39998623811186163e-10,1.51239643766953868e-07
205,2.14027177073461704e-04,3.52019476908756957e-05,9.55133207100784484e-04,4.15440268338582746e-10,1.51239643766953868e-07
206,2.12835177683950511e-04,3.46050366440260753e-05,9.51870398178696346e-04,4.27517002764175043e-10,1.51239643766953868e-07
207,2.11655664202433253e-04,3.40185872823925965e-05,9.48634274860283904e-04,4.38619850233734652e-10,1.51239643766953868e-07
208,2.10488594604791587e-04,3.34427329883541722e-05,9.45424464326119051e-04,4.31135057653496420e-10,1.51239643766953868e-07
209,2.09333813920052554e-04,3.28769912684101712e-05,9.42240613779367830e-04,4.41705849057184024e-10,1.51239643766953868e-07
210,2.08189904380025548e-04,3.23213310782305364e-05,9.39082429907528459e-04,4.41010345708967297e-10,1.51239643766953868e-07
211,2.07059221883354488e-04,3.17753559871717609e-05,9.35949479435354528e-04,4.13548310372171256e-10,1.51239643766953868e-07
212,2.05938395299446489e-04,3.12391483162808981e-05,9.32841536559495302e-04,4.33534106383081074e-10,1.51239643766953868e-07
213,2.04829723803748016e-04,3.07123606629573445e-05,9.29758210557618363e-04,4.20331881037675936e-10,1.51239643766953868e-07
214,2.03731447266041848e-04,3.01949277908732213e-05,9.26699229362650196e-04,4.41395289200269173e-10,1.51239643766953868e-07
215,2.02645256297423357e-04,2.96865142348496486e-05,9.23664211759695213e-04,4.34055801643998310e-10,1.51239643766953868e-07
216,2.01568864301648242e-04,2.91871277050914834e-05,9.20652919388441999e-04,4.01317175832900147e-10,1.51239643766953868e-07
217,2.00503561941918170e-04,2.86965026883455675e-05,9.17665011846974482e-04,4.41661873228951592e-10,1.51239643766953868e-07
218,1.99448795130247714e-04,2.82144897826735769e-05,9.14700195534657321e-04,4.14331334035456800e-10,1.51239643766953868e-07
219,1.98404148549796602e-04,2.77409604902311244e-05,9.11758192089165247e-04,4.40497293272679765e-10,1.51239643766953868e-07
220,1.97369787164074049e-04,2.72757338818498476e-05,9.08838705064864160e-04,4.35621920856392354e-10,1.51239643766953868e-07
221,1.96344909708024421e-04,2.68187259952774244e-05,9.05941486004654658e-04,4.37148504616344837e-10,1.51239643766953868e-07
222,1.95331400342053512e-04,2.63695888344184917e-05,9.03066170947202794e-04,4.37589149736754447e-10,1.51239643766953868e-07
223,1.94325873778904260e-04,2.59284442178392297e-05,9.00212599085760553e-04,3.85100894437986040e-10,1.51239643766953868e-07
224,1.93331058876562326e-04,2.54949526616037651e-05,8.97380425572302689e-04,4.36802143875318217e-10,1.51239643766953868e-07
