case,grid,cells,faces,arm,scheme,repeat,outer_budget,outer_iterations,wall_seconds,setup_s,momentum_assembly_s,momentum_solve_s,response_s,predicted_flux_s,pressure_assembly_s,pressure_solve_s,velocity_correction_s,face_flux_correction_s,bookkeeping_s,other_s,discretization_s,linear_solve_s,status,gpu_discretization,all_finite,mass_imbalance,u_residual,v_residual,p_residual,continuity_residual,momentum_lin_iters,pressure_lin_iters,h2d_calls,h2d_bytes,d2h_calls,d2h_bytes,allocations,reallocations,kernels,syncs,peak_device_bytes,device_used_bytes_after,gpu_solve_s
cavity2d,320x320,102400,205440,gpu-disc,upwind,0,10,10,3.70238,0.325167,0.418072,0.157347,0.00203694,0.000286021,0.182023,2.52481,0.0148692,0.00638575,0.0291473,0.00829217,0.623673,2.68216,MaxIterations,1,1,0,0.0172953,0.00409453,0.000434361,5.86242e-08,198,4973,505,690800592,20856,475504240,373,2,62570,20666,507555296,1383272448,2.67047
