case,grid,cells,faces,arm,scheme,repeat,outer_budget,outer_iterations,wall_seconds,setup_s,momentum_assembly_s,momentum_solve_s,response_s,predicted_flux_s,pressure_assembly_s,pressure_solve_s,velocity_correction_s,face_flux_correction_s,bookkeeping_s,other_s,discretization_s,linear_solve_s,status,gpu_discretization,all_finite,mass_imbalance,u_residual,v_residual,p_residual,continuity_residual,momentum_lin_iters,pressure_lin_iters,h2d_calls,h2d_bytes,d2h_calls,d2h_bytes,allocations,reallocations,kernels,syncs,peak_device_bytes,device_used_bytes_after,gpu_solve_s,upload_s,download_s,reduction_groups,resident_loop
cavity2d,160x160,25600,51520,gpu-disc,upwind,2,60,60,8.4513,0.123529,0.0146992,0.974645,0.00115703,0.000348913,0.00384211,7.18647,0.00564192,0.0658665,0.0551494,0.0114133,0.0915557,8.16112,MaxIterations,1,1,0,0.00230924,0.00103233,0.000132011,5.33697e-08,1137,10701,297,102443616,47778,91607200,358,0,146439,47294,120878180,1351815168,8.14877,0.0728934,4.08562,47294,1
cavity2d,160x160,25600,51520,disc-only,upwind,0,60,60,9.05135,0.127404,1.22693,0.709813,0.00291578,0.00033864,0.471723,6.08971,0.193039,0.07904,0.106333,0.0350032,1.97398,6.79952,MaxIterations,1,1,0,0.00230745,0.00103624,0.000132011,5.59308e-08,1137,10784,597,163883616,1024,502937360,347,0,3120,0,118830172,1351815168,0,0.176331,1.28353,0,0
cavity2d,160x160,25600,51520,disc-only,upwind,1,60,60,8.89692,0.125878,1.19732,0.714803,0.00262495,0.000323305,0.4517,5.96736,0.19707,0.0875889,0.107124,0.0343506,1.93663,6.68216,MaxIterations,1,1,0,0.00230745,0.00103624,0.000132011,5.59308e-08,1137,10784,597,163883616,1024,502937360,347,0,3120,0,118830172,1351815168,0,0.177554,1.31385,0,0
cavity2d,160x160,25600,51520,disc-only,upwind,2,60,60,8.72841,0.134255,1.18742,0.706637,0.00269922,0.000520854,0.456967,5.82359,0.186794,0.0768122,0.108536,0.0351485,1.91121,6.53022,MaxIterations,1,1,0,0.00230745,0.00103624,0.000132011,5.59308e-08,1137,10784,597,163883616,1024,502937360,347,0,3120,0,118830172,1351815168,0,0.176197,1.29134,0,0
cavity2d,320x320,102400,205440,cpu,upwind,0,20,20,28.6554,0.00498869,6.22436,0.974639,0.0234959,0.0879012,0.79795,19.8265,0.573473,0.0253404,0.0674974,0.0484046,7.73252,20.8011,MaxIterations,0,1,0,0.00913006,0.00244704,0.000215288,4.75451e-08,394,8543,0,0,0,0,0,0,0,0,0,1351815168,0,0,0,0,0
cavity2d,320x320,102400,205440,cpu,upwind,1,20,20,28.4362,0.00443415,6.0706,0.960598,0.0219883,0.0875169,0.810309,19.7583,0.57852,0.0241268,0.0660969,0.0533438,7.59307,20.7189,MaxIterations,0,1,0,0.00913006,0.00244704,0.000215288,4.75451e-08,394,8543,0,0,0,0,0,0,0,0,0,1351815168,0,0,0,0,0
cavity2d,320x320,102400,205440,cpu,upwind,2,20,20,28.7383,0.0053113,6.23572,0.960621,0.0234999,0.0888905,0.827492,19.8889,0.56347,0.0259892,0.0669378,0.0511333,7.76506,20.8496,MaxIterations,0,1,0,0.00913006,0.00244704,0.000215288,4.75451e-08,394,8543,0,0,0,0,0,0,0,0,0,1351815168,0,0,0,0,0
cavity2d,320x320,102400,205440,gpu-pipe,upwind,0,20,20,14.406,0.00449366,6.43203,0.60187,0.0218387,0.0879553,0.890296,5.61539,0.593536,0.0250532,0.0662038,0.0629563,8.05071,6.21726,MaxIterations,0,1,0,0.00913029,0.00244605,0.00021529,3.65372e-08,395,7244,184,353259200,30578,219830400,28,2,91721,30518,34372624,1351815168,6.2011,0.209491,2.73829,30518,0
cavity2d,320x320,102400,205440,gpu-pipe,upwind,1,20,20,14.5075,0.00578723,6.31894,0.639244,0.0228217,0.0942581,0.876963,5.80163,0.597117,0.0239496,0.0667541,0.0541961,7.93404,6.44087,MaxIterations,0,1,0,0.00913029,0.00244605,0.00021529,3.65372e-08,395,7244,184,353259200,30578,219830400,26,0,91721,30518,34365424,1351815168,6.42414,0.220917,2.77303,30518,0
cavity2d,320x320,102400,205440,gpu-pipe,upwind,2,20,20,14.1913,0.00569006,6.36805,0.582839,0.0233221,0.0933011,0.876146,5.50074,0.594365,0.0243864,0.0658993,0.0518427,7.97957,6.08358,MaxIterations,0,1,0,0.00913029,0.00244605,0.00021529,3.65372e-08,395,7244,184,353259200,30578,219830400,26,0,91721,30518,34365424,1351815168,6.066,0.198483,2.6134,30518,0
cavity2d,320x320,102400,205440,gpu-disc,upwind,0,20,20,5.40935,0.477176,0.0128949,0.389179,0.000724386,0.000352468,0.00411266,4.37878,0.00287721,0.0471933,0.057081,0.00775488,0.0681549,4.76796,MaxIterations,1,1,0,0.00913029,0.00244605,0.00021529,3.65372e-08,395,7244,297,408458336,30682,206826400,358,0,93081,30518,482191460,1351815168,4.76294,0.239517,2.34543,30518,1
cavity2d,320x320,102400,205440,gpu-disc,upwind,1,20,20,5.24753,0.35568,0.0104898,0.379309,0.000686064,0.000277095,0.0032151,4.35564,0.00256521,0.0467254,0.0542782,0.00756314,0.0639586,4.73495,MaxIterations,1,1,0,0.00913029,0.00244605,0.00021529,3.65372e-08,395,7244,297,408458336,30682,206826400,358,0,93081,30518,482191460,1351815168,4.73039,0.117884,2.46738,30518,1
cavity2d,320x320,102400,205440,gpu-disc,upwind,2,20,20,5.26242,0.357418,0.0136017,0.395455,0.000717922,0.000521286,0.00357054,4.33937,0.00284422,0.0466229,0.0593886,0.00814957,0.0678786,4.73483,MaxIterations,1,1,0,0.00913029,0.00244605,0.00021529,3.65372e-08,395,7244,297,408458336,30682,206826400,358,0,93081,30518,482191460,1351815168,4.72843,0.106594,2.48795,30518,1
cavity2d,320x320,102400,205440,disc-only,upwind,0,20,20,24.0456,0.342091,1.56121,1.02878,0.0016876,0.000495039,0.657996,20.0478,0.146473,0.0773004,0.0807116,0.0665521,2.44516,21.0765,MaxIterations,1,1,0,0.00913006,0.00244704,0.000215288,4.75451e-08,394,8543,397,490378336,344,673894320,347,0,1040,0,473999452,1351815168,0,0.159105,1.14969,0,0
cavity2d,320x320,102400,205440,disc-only,upwind,1,20,20,24.1078,0.48011,1.57397,1.00983,0.00174726,0.000389454,0.64853,19.9873,0.150917,0.0684237,0.0877149,0.0648104,2.44398,20.9972,MaxIterations,1,1,0,0.00913006,0.00244704,0.000215288,4.75451e-08,394,8543,397,490378336,344,673894320,347,0,1040,0,473999452,1351815168,0,0.275437,1.17012,0,0
cavity2d,320x320,102400,205440,disc-only,upwind,2,20,20,23.8785,0.48422,1.59632,0.992332,0.00175509,0.000565967,0.648737,19.7406,0.156568,0.0712725,0.0801701,0.0699854,2.47522,20.7329,MaxIterations,1,1,0,0.00913006,0.00244704,0.000215288,4.75451e-08,394,8543,397,490378336,344,673894320,347,0,1040,0,473999452,1351815168,0,0.27305,1.19298,0,0
cavity2d,640x640,409600,820480,cpu,upwind,0,8,8,92.8693,0.0248147,14.3739,2.07759,0.0328664,0.143956,2.29217,72.734,0.967963,0.0473202,0.118715,0.0504295,17.8581,74.8116,MaxIterations,0,1,0,0.0311647,0.00533118,0.000268289,2.85764e-10,156,5824,0,0,0,0,0,0,0,0,0,1351815168,0,0,0,0,0
cavity2d,640x640,409600,820480,cpu,upwind,1,8,8,92.761,0.0241332,14.653,2.05981,0.0374257,0.140277,2.30509,72.3743,0.943604,0.0438354,0.109839,0.0676191,18.1232,74.4341,MaxIterations,0,1,0,0.0311647,0.00533118,0.000268289,2.85764e-10,156,5824,0,0,0,0,0,0,0,0,0,1351815168,0,0,0,0,0
cavity2d,640x640,409600,820480,cpu,upwind,2,8,8,92.9653,0.0185926,14.7443,2.07955,0.0326331,0.144006,2.29675,72.4672,0.954515,0.04456,0.114029,0.0677401,18.2167,74.5467,MaxIterations,0,1,0,0.0311647,0.00533118,0.000268289,2.85764e-10,156,5824,0,0,0,0,0,0,0,0,0,1351815168,0,0,0,0,0
cavity2d,640x640,409600,820480,gpu-pipe,upwind,0,8,8,25.175,0.0241427,14.5554,0.507962,0.0339463,0.148855,2.29223,6.37892,1.00182,0.0453975,0.110843,0.0688327,18.0777,6.88688,MaxIterations,0,1,0,0.0311647,0.00533166,0.000268288,5.23623e-10,156,5629,76,589291392,23154,596416000,28,2,69453,23130,137572464,1351815168,6.85429,0.186311,2.07028,23130,0
cavity2d,640x640,409600,820480,gpu-pipe,upwind,1,8,8,25.9284,0.0196251,14.8323,0.460538,0.037957,0.165577,2.29693,6.85725,1.01969,0.0486947,0.110578,0.0726803,18.4011,7.31779,MaxIterations,0,1,0,0.0311647,0.00533166,0.000268288,5.23623e-10,156,5629,76,589291392,23154,596416000,26,0,69453,23130,137543664,1351815168,7.28412,0.140367,2.37908,23130,0
cavity2d,640x640,409600,820480,gpu-pipe,upwind,2,8,8,25.344,0.0204797,15.0679,0.46955,0.0381832,0.15422,2.29246,6.04784,1.0169,0.044542,0.110976,0.0734719,18.6142,6.51739,MaxIterations,0,1,0,0.0311647,0.00533166,0.000268288,5.23623e-10,156,5629,76,589291392,23154,596416000,26,0,69453,23130,137543664,1351815168,6.47899,0.127742,2.28821,23130,0
cavity2d,640x640,409600,820480,gpu-disc,upwind,0,8,8,5.0153,1.27445,0.0177712,0.140583,0.000739043,0.00023741,0.00617336,3.4084,0.00210219,0.0202699,0.077718,0.00858251,0.0472931,3.54898,MaxIterations,1,1,0,0.0311647,0.00533166,0.000268288,5.23623e-10,156,5629,297,1631201376,23198,583391040,358,0,69997,23130,1926123620,1351815168,3.54514,0.212728,1.68676,23130,1
cavity2d,640x640,409600,820480,gpu-disc,upwind,1,8,8,5.47811,1.3444,0.0184933,0.159864,0.00102976,0.000301486,0.00886631,3.78408,0.00252606,0.0209888,0.083374,0.00867819,0.0522058,3.94395,MaxIterations,1,1,0,0.0311647,0.00533166,0.000268288,5.23623e-10,156,5629,297,1631201376,23198,583391040,358,0,69997,23130,1926123620,1351815168,3.93872,0.250528,1.84149,23130,1
cavity2d,640x640,409600,820480,gpu-disc,upwind,2,8,8,5.34901,1.30059,0.0168713,0.159771,0.000795529,0.000277853,0.0084352,3.69269,0.00235946,0.0225033,0.0862172,0.00963641,0.0512427,3.85246,MaxIterations,1,1,0,0.0311647,0.00533166,0.000268288,5.23623e-10,156,5629,297,1631201376,23198,583391040,358,0,69997,23130,1926123620,1351815168,3.84717,0.215033,1.83214,23130,1
cavity2d,640x640,409600,820480,disc-only,upwind,0,8,8,83.6791,1.20363,3.13581,2.08917,0.00164039,0.000339752,1.49323,75.1452,0.299,0.0715087,0.114238,0.0760865,5.00153,77.2344,MaxIterations,1,1,0,0.0311647,0.00533118,0.000268289,2.85764e-10,156,5824,337,1762273376,140,1086996448,347,0,416,0,1893355612,1351815168,0,0.360036,1.80017,0,0
cavity2d,640x640,409600,820480,disc-only,upwind,1,8,8,84.3642,1.61326,3.17672,2.08366,0.0012926,0.000228946,1.51769,75.3531,0.299652,0.0703235,0.119322,0.0760183,5.06591,77.4367,MaxIterations,1,1,0,0.0311647,0.00533118,0.000268289,2.85764e-10,156,5824,337,1762273376,140,1086996448,347,0,416,0,1893355612,1351815168,0,0.774711,1.83612,0,0
cavity2d,640x640,409600,820480,disc-only,upwind,2,8,8,83.3956,1.23329,3.10299,2.09656,0.00156097,0.000301804,1.50236,74.848,0.295345,0.0713735,0.115917,0.0764574,4.97393,76.9446,MaxIterations,1,1,0,0.0311647,0.00533118,0.000268289,2.85764e-10,156,5824,337,1762273376,140,1086996448,347,0,416,0,1893355612,1351815168,0,0.451378,1.76529,0,0
