case,grid,cells,faces,arm,scheme,repeat,outer_budget,outer_iterations,wall_seconds,setup_s,momentum_assembly_s,momentum_solve_s,response_s,predicted_flux_s,pressure_assembly_s,pressure_solve_s,velocity_correction_s,face_flux_correction_s,bookkeeping_s,other_s,discretization_s,linear_solve_s,status,gpu_discretization,all_finite,mass_imbalance,u_residual,v_residual,p_residual,continuity_residual,momentum_lin_iters,pressure_lin_iters,h2d_calls,h2d_bytes,d2h_calls,d2h_bytes,allocations,reallocations,kernels,syncs,peak_device_bytes,device_used_bytes_after,gpu_solve_s
inletoutlet2d,160x160,25600,51520,gpu-pipe,upwind,2,60,60,19.9886,0.00118463,4.23246,1.51732,0.0118433,0.0655205,0.600189,13.0374,0.416294,0.012572,0.0465014,0.0457542,5.33888,14.5547,MaxIterations,0,1,7.60377e-06,0.00669985,0.00863449,0.00614156,6.1888e-10,1459,17786,544,259573776,77112,144415200,26,0,231270,76932,8581136,1351815168,14.5407
inletoutlet2d,160x160,25600,51520,gpu-disc,upwind,0,60,60,16.0772,0.13604,1.08539,1.37875,0.00952128,0.000625381,0.375671,12.855,0.10703,0.0569387,0.0476713,0.0138973,1.63518,14.2337,MaxIterations,1,1,7.60377e-06,0.00669985,0.00863449,0.00614156,6.1888e-10,1459,17786,1555,520478848,78072,646535040,371,0,234210,76932,127206552,1351815168,14.2086
inletoutlet2d,160x160,25600,51520,gpu-disc,upwind,1,60,60,15.906,0.135726,1.08169,1.37023,0.00953365,0.000503852,0.376547,12.6957,0.104486,0.0498102,0.0584652,0.0136059,1.62257,14.0659,MaxIterations,1,1,7.60377e-06,0.00669985,0.00863449,0.00614156,6.1888e-10,1459,17786,1555,520478848,78072,646535040,371,0,234210,76932,127206552,1351815168,14.04
inletoutlet2d,160x160,25600,51520,gpu-disc,upwind,2,60,60,15.5231,0.135101,1.0754,1.34906,0.00952444,0.000606893,0.377115,12.3468,0.105835,0.0531255,0.0466415,0.0141772,1.62161,13.6958,MaxIterations,1,1,7.60377e-06,0.00669985,0.00863449,0.00614156,6.1888e-10,1459,17786,1555,520478848,78072,646535040,371,0,234210,76932,127206552,1351815168,13.668
inletoutlet2d,160x160,25600,51520,disc-only,upwind,0,60,60,12.5929,0.125553,1.22714,0.911304,0.016155,0.000316419,0.434079,9.51393,0.185238,0.0814466,0.0551481,0.03369,1.94438,10.4252,MaxIterations,1,1,7.49946e-06,0.00669925,0.00863504,0.00614157,6.22333e-10,1459,17561,1011,260905072,960,502119840,345,0,2940,0,118625416,1351815168,0
inletoutlet2d,160x160,25600,51520,disc-only,upwind,1,60,60,12.3194,0.124144,1.22862,0.870268,0.0161743,0.000275608,0.435281,9.29245,0.181272,0.0761291,0.0525385,0.0333563,1.93775,10.1627,MaxIterations,1,1,7.49946e-06,0.00669925,0.00863504,0.00614157,6.22333e-10,1459,17561,1011,260905072,960,502119840,345,0,2940,0,118625416,1351815168,0
inletoutlet2d,160x160,25600,51520,disc-only,upwind,2,60,60,12.2365,0.118195,1.21679,0.870922,0.0162362,0.000353053,0.441356,9.21637,0.182124,0.0757155,0.0526949,0.0360697,1.93258,10.0873,MaxIterations,1,1,7.49946e-06,0.00669925,0.00863504,0.00614157,6.22333e-10,1459,17561,1011,260905072,960,502119840,345,0,2940,0,118625416,1351815168,0
inletoutlet2d,320x320,102400,205440,cpu,upwind,0,20,20,33.0963,0.00431346,5.97215,1.09962,0.0200143,0.0859891,0.798568,24.4272,0.53421,0.0234017,0.0660594,0.0645575,7.43433,25.5268,MaxIterations,0,1,1.25524e-05,0.0116726,0.0347002,0.0092065,3.10704e-10,453,10754,0,0,0,0,0,0,0,0,0,1351815168,0
inletoutlet2d,320x320,102400,205440,cpu,upwind,1,20,20,33.5321,0.00427943,5.96531,1.11055,0.0210688,0.0902005,0.803424,24.8529,0.534383,0.0227314,0.062984,0.0640845,7.43712,25.9634,MaxIterations,0,1,1.25524e-05,0.0116726,0.0347002,0.0092065,3.10704e-10,453,10754,0,0,0,0,0,0,0,0,0,1351815168,0
inletoutlet2d,320x320,102400,205440,cpu,upwind,2,20,20,33.7372,0.00496722,6.05128,1.10614,0.0199509,0.0979126,0.817049,24.9418,0.541884,0.0238312,0.0658045,0.0663203,7.55191,26.0479,MaxIterations,0,1,1.25524e-05,0.0116726,0.0347002,0.0092065,3.10704e-10,453,10754,0,0,0,0,0,0,0,0,0,1351815168,0
inletoutlet2d,320x320,102400,205440,gpu-pipe,upwind,0,20,20,16.3689,0.0042247,6.39864,0.551477,0.0199299,0.0876451,0.87977,7.66615,0.586997,0.0238505,0.0690033,0.0730725,7.99683,8.21763,MaxIterations,0,1,1.2732e-05,0.0116715,0.0347004,0.0092065,3.12321e-10,453,11083,184,353259536,46192,307289600,28,2,138552,46132,34372656,1351815168,8.20152
inletoutlet2d,320x320,102400,205440,gpu-pipe,upwind,1,20,20,17.7181,0.00595576,6.34875,0.662324,0.020112,0.0925535,0.864704,8.96978,0.586544,0.022527,0.0669519,0.073364,7.93519,9.63211,MaxIterations,0,1,1.2732e-05,0.0116715,0.0347004,0.0092065,3.12321e-10,453,11083,184,353259536,46192,307289600,26,0,138552,46132,34365456,1351815168,9.61535
inletoutlet2d,320x320,102400,205440,gpu-pipe,upwind,2,20,20,17.0269,0.00459905,6.32734,0.648461,0.0220112,0.0979006,0.864899,8.31265,0.582797,0.0234149,0.0670038,0.0714314,7.91836,8.96112,MaxIterations,0,1,1.2732e-05,0.0116715,0.0347004,0.0092065,3.12321e-10,453,11083,184,353259536,46192,307289600,26,0,138552,46132,34365456,1351815168,8.94435
inletoutlet2d,320x320,102400,205440,gpu-disc,upwind,0,20,20,10.0199,0.363443,1.33471,0.528745,0.00498656,0.00037322,0.512459,7.00366,0.0774085,0.0298603,0.0624274,0.0657843,1.95979,7.5324,MaxIterations,1,1,1.2732e-05,0.0116715,0.0347004,0.0092065,3.12321e-10,453,11083,715,969072768,46512,977907680,371,0,139532,46132,507545752,1351815168,7.50539
inletoutlet2d,320x320,102400,205440,gpu-disc,upwind,1,20,20,9.78986,0.356885,1.32715,0.509713,0.00482842,0.000312545,0.500307,6.82102,0.0768849,0.0344162,0.0636776,0.0644183,1.9439,7.33074,MaxIterations,1,1,1.2732e-05,0.0116715,0.0347004,0.0092065,3.12321e-10,453,11083,715,969072768,46512,977907680,371,0,139532,46132,507545752,1351815168,7.30279
inletoutlet2d,320x320,102400,205440,gpu-disc,upwind,2,20,20,10.3397,0.369698,1.35344,0.537677,0.00507779,0.00029713,0.507333,7.29268,0.0776587,0.0310414,0.0634742,0.0664535,1.97484,7.83036,MaxIterations,1,1,1.2732e-05,0.0116715,0.0347004,0.0092065,3.12321e-10,453,11083,715,969072768,46512,977907680,371,0,139532,46132,507545752,1351815168,7.80259
inletoutlet2d,320x320,102400,205440,disc-only,upwind,0,20,20,29.3415,0.422132,1.70072,1.16449,0.0119997,0.000628743,0.60136,25.069,0.137104,0.0578502,0.0695102,0.070171,2.50966,26.2335,MaxIterations,1,1,1.25524e-05,0.0116726,0.0347002,0.0092065,3.10704e-10,453,10754,531,615813232,320,670618080,345,0,980,0,473180296,1351815168,0
inletoutlet2d,320x320,102400,205440,disc-only,upwind,1,20,20,28.8102,0.471225,1.66367,1.14333,0.0119596,0.000406726,0.591987,24.5596,0.13678,0.0677357,0.06185,0.0673227,2.47254,25.703,MaxIterations,1,1,1.25524e-05,0.0116726,0.0347002,0.0092065,3.10704e-10,453,10754,531,615813232,320,670618080,345,0,980,0,473180296,1351815168,0
inletoutlet2d,320x320,102400,205440,disc-only,upwind,2,20,20,29.0155,0.489802,1.70162,1.14332,0.0137541,0.000695234,0.611777,24.6729,0.143258,0.0602985,0.0677901,0.0712926,2.5314,25.8162,MaxIterations,1,1,1.25524e-05,0.0116726,0.0347002,0.0092065,3.10704e-10,453,10754,531,615813232,320,670618080,345,0,980,0,473180296,1351815168,0
