case,grid,cells,faces,arm,scheme,repeat,outer_budget,outer_iterations,wall_seconds,setup_s,momentum_assembly_s,momentum_solve_s,response_s,predicted_flux_s,pressure_assembly_s,pressure_solve_s,velocity_correction_s,face_flux_correction_s,bookkeeping_s,other_s,discretization_s,linear_solve_s,status,gpu_discretization,all_finite,mass_imbalance,u_residual,v_residual,p_residual,continuity_residual,momentum_lin_iters,pressure_lin_iters,h2d_calls,h2d_bytes,d2h_calls,d2h_bytes,allocations,reallocations,kernels,syncs,peak_device_bytes,device_used_bytes_after,gpu_solve_s
cavity2d,320x320,102400,205440,cpu,upwind,0,20,20,29.176,0.00504922,6.18054,0.997116,0.0188051,0.0902979,0.848909,20.3056,0.583077,0.0233359,0.0614985,0.0608557,7.74497,21.3027,MaxIterations,0,1,0,0.00913006,0.00244704,0.000215288,4.75451e-08,394,8543,0,0,0,0,0,0,0,0,0,1351815168,0
cavity2d,320x320,102400,205440,cpu,upwind,1,20,20,28.6139,0.00539605,6.07074,0.970046,0.0195092,0.0860365,0.848809,19.8947,0.575324,0.024265,0.0596542,0.0591002,7.62468,20.8647,MaxIterations,0,1,0,0.00913006,0.00244704,0.000215288,4.75451e-08,394,8543,0,0,0,0,0,0,0,0,0,1351815168,0
cavity2d,320x320,102400,205440,cpu,upwind,2,20,20,28.3625,0.0054371,5.92102,0.965432,0.0183777,0.0856452,0.833204,19.8041,0.58499,0.0235834,0.0596277,0.0607634,7.46682,20.7695,MaxIterations,0,1,0,0.00913006,0.00244704,0.000215288,4.75451e-08,394,8543,0,0,0,0,0,0,0,0,0,1351815168,0
